Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,TotCmp,TotAtt,TotCmp%,TotDist,PrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,Ast,xA,A-xA,KP0,pass_1/3,PPA,CrsPA,Prog,Matches
1931,Nils Petersen\Nils-Petersen,de GER,FW,Freiburg,de Bundesliga,29,1988,21.4,16.8,23.9,70.1,244.0,41.3,1.36,2.10,64.4,13.4,17.8,75.1,2.06,4.02,51.2,0.14,0.08,0.06,1.07,0.75,0.37,0.00,1.40,Matches
1932,Ondřej Petrák\Ondrej-Petrak,cz CZE,MF,Nürnberg,de Bundesliga,26,1992,18.0,34.4,40.3,85.5,641.6,150.4,0.72,1.06,68.4,25.8,29.1,88.7,7.94,10.2,78.1,0.00,0.01,-0.01,0.33,3.11,0.06,0.00,2.22,Matches
1933,Germán Pezzella\German-Pezzella,ar ARG,DF,Fiorentina,it Serie A,27,1991,31.7,44.0,51.6,85.2,1005.4,288.9,0.03,0.44,7.1,27.4,30.4,90.3,16.5,20.8,79.4,0.03,0.02,0.01,0.19,1.92,0.13,0.00,2.74,Matches
1934,Giuseppe Pezzella\Giuseppe-Pezzella,it ITA,DFMF,Udinese,it Serie A,20,1997,2.0,22.0,35.5,62.0,396.0,213.5,1.00,1.50,66.7,17.0,22.5,75.6,4.00,11.5,34.8,0.00,0.00,0.00,0.50,1.50,0.00,0.00,3.50,Matches
1935,Giuseppe Pezzella\Giuseppe-Pezzella,it ITA,DF,Genoa,it Serie A,20,1997,1.2,25.0,35.8,69.8,530.8,289.2,0.00,1.67,0.0,16.7,19.2,87.0,8.33,15.0,55.6,0.00,0.08,-0.08,0.83,3.33,1.67,0.83,5.00,Matches
1936,Matthias Phaeton\Matthias-Phaeton,fr FRA,FWMF,Guingamp,fr Ligue 1,18,2000,0.6,18.3,20.0,91.7,253.3,88.3,1.67,1.67,100.0,15.0,16.7,90.0,1.67,1.67,100.0,0.00,0.17,-0.17,3.33,1.67,1.67,0.00,3.33,Matches
1937,Maximilian Philipp\Maximilian-Philipp,de GER,FWMF,Dortmund,de Bundesliga,24,1994,8.4,21.7,27.4,79.1,297.1,34.5,0.48,1.31,36.4,19.2,23.2,82.6,2.02,2.86,70.8,0.12,0.04,0.08,0.83,0.71,0.48,0.00,1.07,Matches
1938,Lebogang Phiri\Lebogang-Phiri,za RSA,MF,Guingamp,fr Ligue 1,23,1994,21.4,41.6,47.8,87.2,761.1,205.7,0.33,1.31,25.0,33.3,36.7,90.7,8.04,9.77,82.3,0.00,0.03,-0.03,0.70,4.67,0.33,0.00,4.30,Matches
1939,Krzysztof Piątek\Krzysztof-Piatek,pl POL,FW,Genoa,it Serie A,23,1995,17.7,12.8,18.1,70.7,213.4,37.6,0.40,1.07,36.8,10.2,13.6,75.4,2.20,3.50,62.9,0.00,0.05,-0.05,0.90,0.96,0.51,0.00,1.19,Matches
1940,Krzysztof Piątek\Krzysztof-Piatek,pl POL,FW,Milan,it Serie A,23,1995,15.3,12.8,16.5,77.8,194.0,19.9,0.26,0.78,33.3,11.0,13.4,82.4,1.50,2.29,65.7,0.00,0.05,-0.05,0.78,0.46,0.39,0.07,0.72,Matches
1941,Pablo Piatti\Pablo-Piatti,ar ARG,FWMF,Espanyol,es La Liga,29,1989,8.3,23.3,35.8,65.0,388.0,110.6,0.60,1.57,38.5,19.0,24.9,76.3,3.61,9.28,39.0,0.00,0.17,-0.17,1.57,1.45,1.81,0.48,3.98,Matches
1942,Lucas Piazon\Lucas-Piazon,br BRA,MFFW,Chievo,it Serie A,24,1994,0.9,27.8,42.2,65.8,382.2,70.0,4.44,6.67,66.7,18.9,25.6,73.9,4.44,10.0,44.4,0.00,0.00,0.00,1.11,1.11,0.00,0.00,2.22,Matches
1943,Cristiano Piccini\Cristiano-Piccini,it ITA,DF,Valencia,es La Liga,25,1992,20.8,38.7,49.3,78.5,712.9,273.0,0.43,1.68,25.7,31.0,35.5,87.3,7.26,12.1,60.2,0.00,0.04,-0.04,0.29,2.79,1.15,0.53,6.63,Matches
1944,Roberto Piccoli\Roberto-Piccoli,it ITA,FW,Atalanta,it Serie A,17,2001,0.5,6.00,16.0,37.5,68.0,0.00,0.00,0.00,,6.00,14.0,42.9,0.00,2.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1945,Jordan Pickford\Jordan-Pickford,eng ENG,GK,Everton,eng Premier League,24,1994,38.0,19.7,32.9,59.8,755.7,504.2,0.03,0.03,100.0,7.76,7.92,98.0,11.9,24.9,47.7,0.00,0.00,-0.00,0.03,0.95,0.00,0.00,0.03,Matches
1946,Jérémy Pied\Jeremy-Pied,fr FRA,DF,Lille,fr Ligue 1,29,1989,5.2,50.8,65.2,77.9,832.1,361.0,0.38,1.54,25.0,43.7,52.5,83.2,6.73,11.2,60.3,0.38,0.13,0.25,1.35,3.85,1.15,0.77,7.88,Matches
1947,Ronaël Pierre-Gabriel\Ronael-Pierre-Gabriel,fr FRA,DF,Monaco,fr Ligue 1,20,1998,3.9,41.8,51.8,80.7,793.3,309.5,0.00,1.03,0.0,33.6,38.5,87.3,8.21,12.3,66.7,0.00,0.00,0.00,0.26,2.56,0.51,0.00,5.64,Matches
1948,Erik Pieters\Erik-Pieters,nl NED,DF,Amiens,fr Ligue 1,29,1988,14.0,37.3,51.8,72.0,725.4,323.4,0.43,1.86,23.1,28.1,34.1,82.4,8.71,15.8,55.2,0.07,0.10,-0.03,0.93,3.14,0.93,0.43,8.14,Matches
1949,Tomás Pina Isla\Tomas-Pina-Isla,es ESP,MF,Alavés,es La Liga,30,1987,26.0,34.1,40.7,83.7,605.9,190.7,0.65,1.65,39.5,27.5,31.1,88.4,5.96,8.00,74.5,0.00,0.05,-0.05,0.73,3.27,0.23,0.08,4.35,Matches
1950,Andrea Pinamonti\Andrea-Pinamonti,it ITA,FW,Frosinone,it Serie A,19,1999,18.1,16.5,22.7,72.9,254.2,39.0,0.55,1.82,30.3,13.9,17.5,79.2,2.10,3.31,63.3,0.17,0.06,0.11,1.05,0.83,0.61,0.22,1.44,Matches
1951,Carlo Pinsoglio\Carlo-Pinsoglio,it ITA,GK,Juventus,it Serie A,28,1990,1.0,28.0,36.0,77.8,868.0,498.0,0.00,0.00,,15.0,15.0,100.0,13.0,21.0,61.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1952,Virgile Pinson\Virgile-Pinson,fr FRA,FW,Reims,fr Ligue 1,22,1996,0.1,40.0,50.0,80.0,640.0,0.00,0.00,0.00,,40.0,50.0,80.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1953,Lenny Pintor\Lenny-Pintor,fr FRA,FW,Lyon,fr Ligue 1,17,2000,0.0,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
1954,Gerard Piqué\Gerard-Pique,es ESP,DF,Barcelona,es La Liga,31,1987,35.0,63.7,69.4,91.8,1324.3,426.6,0.34,0.63,54.5,45.4,48.3,94.1,17.9,20.5,87.5,0.06,0.04,0.01,0.23,4.46,0.14,0.00,3.00,Matches
1955,Facundo Píriz\Facundo-Piriz,uy URU,MF,Montpellier,fr Ligue 1,28,1990,1.3,36.2,46.2,78.3,672.3,136.2,0.77,3.08,25.0,30.0,36.2,83.0,5.38,6.92,77.8,0.00,0.00,0.00,0.00,1.54,0.00,0.00,1.54,Matches
1956,Fabio Pisacane\Fabio-Pisacane,it ITA,DF,Cagliari,it Serie A,32,1986,25.2,38.0,45.9,82.9,793.8,233.3,0.56,1.07,51.9,25.6,28.6,89.6,11.8,16.2,73.0,0.04,0.02,0.02,0.08,1.31,0.04,0.00,1.90,Matches
1957,Łukasz Piszczek\Lukasz-Piszczek,pl POL,DF,Dortmund,de Bundesliga,33,1985,19.5,55.5,69.2,80.1,900.9,358.2,1.03,2.21,46.5,47.5,54.7,86.9,6.97,12.4,56.4,0.31,0.10,0.21,0.87,3.38,1.03,0.51,6.56,Matches
1958,Claudio Pizarro\Claudio-Pizarro,pe PER,FW,Werder Bremen,de Bundesliga,39,1978,7.7,24.9,33.6,74.1,393.8,97.0,0.39,1.69,23.1,21.4,27.9,76.7,3.12,4.03,77.4,0.26,0.06,0.19,1.17,2.60,0.78,0.00,3.77,Matches
1959,Marko Pjaca\Marko-Pjaca,hr CRO,FWMF,Fiorentina,it Serie A,23,1995,8.3,21.2,28.7,73.9,348.2,82.4,0.48,2.05,23.5,17.3,21.8,79.6,3.37,4.82,70.0,0.12,0.12,0.00,1.93,1.33,0.96,0.12,2.41,Matches
1960,Miralem Pjanić\Miralem-Pjanic,ba BIH,MF,Juventus,it Serie A,28,1990,25.3,72.2,82.0,88.0,1513.6,380.8,0.75,1.58,47.5,49.9,53.3,93.7,21.5,27.2,79.2,0.24,0.24,0.00,2.96,7.55,1.30,0.24,8.42,Matches
1961,Carles Planas\Carles-Planas,es ESP,DFMF,Girona,es La Liga,27,1991,4.7,35.1,47.4,74.0,648.3,245.7,0.43,1.06,40.0,27.4,32.8,83.8,7.23,13.6,53.1,0.21,0.09,0.13,0.43,1.70,1.28,0.85,7.02,Matches
1962,Óscar Plano\Oscar-Plano,es ESP,MFFW,Valladolid,es La Liga,27,1991,29.9,22.3,29.7,75.1,377.7,100.2,0.67,1.57,42.6,18.0,21.9,82.0,3.61,6.15,58.7,0.13,0.14,-0.00,1.07,2.21,0.90,0.27,3.08,Matches
1963,Jaroslav Plašil\Jaroslav-Plasil,cz CZE,MF,Bordeaux,fr Ligue 1,36,1982,16.0,47.2,56.4,83.7,806.9,244.3,0.56,1.81,31.0,39.6,44.8,88.4,7.06,9.81,72.0,0.06,0.04,0.02,0.69,4.81,0.31,0.00,5.63,Matches
1964,Marvin Plattenhardt\Marvin-Plattenhardt,de GER,DF,Hertha BSC,de Bundesliga,26,1992,21.4,39.1,53.5,73.1,772.3,340.0,0.14,1.40,10.0,29.3,32.7,89.7,9.67,19.4,49.8,0.09,0.14,-0.05,1.50,3.18,0.84,0.51,7.85,Matches
1965,Stiven Plaza\Stiven-Plaza,ec ECU,FWMF,Valladolid,es La Liga,19,1999,0.4,12.5,17.5,71.4,135.0,15.0,0.00,2.50,0.0,12.5,15.0,83.3,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1966,Alassane Pléa\Alassane-Plea,fr FRA,FW,M'gladbach,de Bundesliga,25,1993,27.8,16.3,22.4,72.7,255.3,66.0,0.43,1.58,27.3,13.4,17.2,78.0,2.45,3.63,67.3,0.14,0.09,0.05,1.15,1.55,0.72,0.04,2.12,Matches
1967,Luca Plogmann\Luca-Plogmann,de GER,GK,Werder Bremen,de Bundesliga,18,2000,0.4,12.5,12.5,100.0,285.0,167.5,0.00,0.00,,10.0,10.0,100.0,2.50,2.50,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1968,Morgan Poaty\Morgan-Poaty,fr FRA,MF,Montpellier,fr Ligue 1,21,1997,1.0,29.0,46.0,63.0,558.0,301.0,0.00,0.00,,21.0,28.0,75.0,8.00,18.0,44.4,0.00,0.10,-0.10,1.00,3.00,2.00,1.00,11.0,Matches
1969,Paul Pogba\Paul-Pogba,fr FRA,MF,Manchester Utd,eng Premier League,25,1993,33.4,51.7,63.3,81.7,1008.4,291.6,0.63,1.71,36.8,39.3,45.1,87.0,11.9,16.5,71.9,0.27,0.15,0.12,1.53,6.74,1.92,0.24,8.20,Matches
1970,Denis-Will Poha\Denis-Will-Poha,fr FRA,MF,Rennes,fr Ligue 1,21,1997,0.3,33.3,53.3,62.5,853.3,316.7,0.00,3.33,0.0,13.3,16.7,80.0,20.0,33.3,60.0,0.00,0.00,0.00,0.00,6.67,0.00,0.00,6.67,Matches
1971,Andrea Poli\Andrea-Poli,it ITA,MF,Bologna,it Serie A,28,1989,21.5,31.1,35.6,87.3,520.0,134.0,0.51,1.44,35.5,25.7,27.7,92.8,4.88,6.47,75.5,0.05,0.04,0.01,0.60,3.49,0.56,0.09,2.79,Matches
1972,Matteo Politano\Matteo-Politano,it ITA,FWMF,Inter,it Serie A,24,1993,28.3,37.8,52.2,72.5,696.4,208.6,0.71,2.05,34.5,29.5,36.0,81.9,7.63,14.1,54.0,0.21,0.24,-0.02,2.23,2.33,2.30,0.67,6.86,Matches
1973,Pierre-Yves Polomat\Pierre-Yves-Polomat,fr FRA,DFMF,Saint-Étienne,fr Ligue 1,24,1993,10.6,42.5,53.0,80.1,746.0,262.1,0.38,1.89,20.0,35.2,39.5,89.0,6.89,11.6,59.3,0.19,0.20,-0.01,1.32,2.92,0.75,0.38,5.66,Matches
1974,Giacomo Poluzzi\Giacomo-Poluzzi,it ITA,GK,SPAL,it Serie A,30,1988,0.1,30.0,30.0,100.0,530.0,210.0,0.00,0.00,,30.0,30.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1975,Pere Pons\Pere-Pons,es ESP,MF,Girona,es La Liga,25,1993,31.0,31.1,39.6,78.5,562.4,137.7,0.29,1.19,24.3,24.5,29.7,82.5,6.29,8.71,72.2,0.06,0.06,0.01,0.45,2.68,0.35,0.06,2.68,Matches
1976,Pedro Porro\Pedro-Porro,es ESP,DFMF,Girona,es La Liga,18,1999,24.6,34.9,50.0,69.8,688.3,262.2,0.45,2.44,18.3,25.9,31.5,82.3,8.54,16.1,53.2,0.16,0.10,0.07,0.93,3.13,1.46,0.81,6.87,Matches
1977,Manolo Portanova\Manolo-Portanova,it ITA,MF,Juventus,it Serie A,18,2000,0.4,15.0,25.0,60.0,332.5,72.5,0.00,0.00,,12.5,20.0,62.5,2.50,5.00,50.0,0.00,0.00,0.00,0.00,2.50,0.00,0.00,2.50,Matches
1978,Francisco Portillo\Francisco-Portillo,es ESP,MFFW,Getafe,es La Liga,28,1990,22.2,26.7,36.4,73.3,422.3,150.5,0.41,2.12,19.1,22.2,27.2,81.8,4.05,7.12,57.0,0.18,0.11,0.07,1.04,2.43,1.76,0.27,4.82,Matches
1979,Portu\Portu,es ESP,FWMF,Girona,es La Liga,26,1992,31.3,16.2,23.0,70.7,252.2,74.0,0.22,1.12,20.0,14.0,18.2,76.8,2.04,3.67,55.7,0.06,0.10,-0.04,1.05,1.28,1.15,0.54,2.81,Matches
1980,Stefan Posch\Stefan-Posch,at AUT,DF,Hoffenheim,de Bundesliga,21,1997,15.6,56.5,64.0,88.2,1106.8,339.5,0.45,0.96,46.7,43.3,46.4,93.2,12.8,16.7,76.5,0.00,0.00,0.00,0.00,5.06,0.45,0.13,4.04,Matches
1981,Sergio Postigo\Sergio-Postigo,es ESP,DF,Levante,es La Liga,29,1988,16.1,24.3,30.7,79.2,544.2,225.1,0.25,0.75,33.3,15.7,17.1,92.0,8.39,12.9,64.9,0.06,0.05,0.01,0.25,2.55,0.25,0.00,2.73,Matches
1982,Yussuf Poulsen\Yussuf-Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,24,1994,27.2,18.5,29.8,62.0,247.8,62.5,0.77,2.10,36.8,16.4,24.7,66.1,1.32,2.94,45.0,0.11,0.16,-0.05,1.18,1.32,0.92,0.15,1.99,Matches
1983,Maxime Poundjé\Maxime-Poundje,fr FRA,DF,Bordeaux,fr Ligue 1,25,1992,28.2,40.1,51.8,77.5,652.3,291.5,0.64,1.77,36.0,34.7,39.8,87.3,4.79,10.2,46.7,0.07,0.07,-0.00,1.10,2.91,1.06,0.78,6.67,Matches
1984,Gaëtan Poussin\Gaetan-Poussin,fr FRA,GK,Bordeaux,fr Ligue 1,19,1999,1.0,19.0,35.0,54.3,628.0,506.0,0.00,0.00,,11.0,11.0,100.0,8.00,24.0,33.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1985,José Pozo\Jose-Pozo,es ESP,MFFW,Rayo Vallecano,es La Liga,22,1996,18.0,34.3,42.7,80.3,565.6,147.5,0.61,1.22,50.0,28.7,33.1,86.9,4.94,8.39,58.9,0.00,0.07,-0.07,1.61,3.72,1.33,0.11,4.22,Matches
1986,Dennis Praet\Dennis-Praet,be BEL,MF,Sampdoria,it Serie A,24,1994,32.1,48.6,58.5,83.1,808.1,216.9,0.56,1.99,28.1,41.3,46.3,89.2,6.73,10.2,65.9,0.09,0.09,0.00,1.15,4.27,1.46,0.44,5.45,Matches
1987,Sanjin Prcić\Sanjin-Prcic,ba BIH,MF,Levante,es La Liga,24,1993,5.9,39.2,47.5,82.5,733.9,204.1,0.34,0.85,40.0,31.2,35.4,88.0,7.63,11.2,68.2,0.00,0.02,-0.02,0.34,4.07,0.51,0.00,4.75,Matches
1988,Sanjin Prcić\Sanjin-Prcic,ba BIH,MF,Strasbourg,fr Ligue 1,24,1993,11.7,54.6,64.4,84.9,1303.8,328.1,0.68,1.71,40.0,31.5,34.3,91.8,22.5,28.4,79.2,0.09,0.10,-0.02,1.79,6.58,1.20,0.26,8.38,Matches
1989,Nicolas de Préville\Nicolas-de-Preville,fr FRA,FWMF,Bordeaux,fr Ligue 1,27,1991,14.1,23.9,35.7,66.9,439.7,122.6,0.64,2.06,31.0,18.0,22.8,79.1,5.25,10.9,48.1,0.21,0.13,0.09,1.49,2.20,0.64,0.07,3.55,Matches
1990,Edgar Prib\Edgar-Prib,de GER,MF,Hannover 96,de Bundesliga,28,1989,2.2,31.8,48.6,65.4,609.5,203.6,0.45,2.73,16.7,23.2,28.2,82.3,8.18,17.7,46.2,0.45,0.14,0.32,2.73,2.73,2.27,0.91,5.45,Matches
1991,Alex Pritchard\Alex-Pritchard,eng ENG,MFFW,Huddersfield,eng Premier League,25,1993,23.1,30.0,42.3,71.0,471.9,124.6,0.91,2.77,32.8,25.7,31.7,81.0,3.42,7.79,43.9,0.00,0.10,-0.10,1.47,2.60,1.21,0.30,3.90,Matches
1992,Sebastian Prödl\Sebastian-Prodl,at AUT,DF,Watford,eng Premier League,31,1987,0.1,30.0,30.0,100.0,640.0,120.0,0.00,0.00,,20.0,20.0,100.0,10.0,10.0,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1993,Quincy Promes\Quincy-Promes,nl NED,DFMF,Sevilla,es La Liga,26,1992,17.6,41.1,53.4,77.0,686.3,253.9,0.57,2.27,25.0,34.6,41.6,83.2,5.97,9.55,62.5,0.17,0.18,-0.01,1.48,3.07,1.82,0.68,6.08,Matches
1994,Davy Pröpper\Davy-Propper,nl NED,MF,Brighton,eng Premier League,26,1991,28.3,34.6,44.2,78.3,687.1,176.8,0.64,1.63,39.1,25.4,30.5,83.3,8.55,12.1,70.8,0.04,0.04,0.00,0.67,4.31,0.74,0.11,4.59,Matches
1995,Silvio Proto\Silvio-Proto,be BEL,GK,Lazio,it Serie A,35,1983,2.0,22.5,32.5,69.2,902.5,637.5,0.00,0.00,,5.50,5.50,100.0,17.0,27.0,63.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1996,Ivan Provedel\Ivan-Provedel,it ITA,GK,Empoli,it Serie A,24,1994,16.0,21.8,30.1,72.6,696.5,419.6,0.00,0.06,0.0,9.00,9.06,99.3,12.8,20.9,61.2,0.00,0.01,-0.01,0.19,0.38,0.00,0.00,0.00,Matches
1997,Javi Puado\Javi-Puado,es ESP,FWMF,Espanyol,es La Liga,20,1998,4.0,15.8,21.5,73.3,209.0,48.8,0.25,0.75,33.3,15.0,19.5,76.9,0.50,1.25,40.0,0.00,0.20,-0.20,1.00,1.25,0.75,0.00,1.50,Matches
1998,Manuel Pucciarelli\Manuel-Pucciarelli,it ITA,FW,Chievo,it Serie A,27,1991,3.4,21.5,28.8,74.5,287.4,32.6,1.47,2.94,50.0,19.1,24.1,79.3,0.88,1.76,50.0,0.00,0.00,0.00,0.59,1.18,0.00,0.00,0.29,Matches
1999,Riqui Puig\Riqui-Puig,es ESP,MF,Barcelona,es La Liga,18,1999,1.7,65.3,71.8,91.0,1068.8,150.0,0.59,0.59,100.0,56.5,61.2,92.3,8.24,10.0,82.4,0.00,0.35,-0.35,1.18,7.65,0.59,0.00,3.53,Matches
2000,Erick Pulgar\Erick-Pulgar,cl CHI,MF,Bologna,it Serie A,24,1994,26.2,47.6,60.7,78.4,983.8,322.2,0.76,1.49,51.3,33.6,38.4,87.5,13.2,20.8,63.7,0.08,0.11,-0.04,2.14,4.77,0.76,0.11,8.02,Matches
2001,Jorge Pulido\Jorge-Pulido,es ESP,DF,Huesca,es La Liga,27,1991,30.9,26.3,34.6,76.1,524.6,204.8,0.26,0.94,27.6,19.2,22.0,86.9,6.93,11.7,59.4,0.10,0.02,0.07,0.36,1.39,0.26,0.06,2.85,Matches
2002,Christian Pulisic\Christian-Pulisic,us USA,FWMF,Dortmund,de Bundesliga,19,1998,10.4,38.8,50.9,76.2,568.4,119.6,0.77,2.21,34.8,34.8,41.4,84.0,3.17,7.21,44.0,0.38,0.17,0.21,1.44,0.96,1.15,0.29,3.75,Matches
2003,Jason Puncheon\Jason-Puncheon,eng ENG,MF,Crystal Palace,eng Premier League,32,1986,0.1,100.0,110.0,90.9,1170.0,320.0,0.00,0.00,,100.0,110.0,90.9,0.00,0.00,,0.00,0.00,0.00,10.0,10.0,0.00,0.00,0.00,Matches
2004,Jason Puncheon\Jason-Puncheon,eng ENG,MFFW,Huddersfield,eng Premier League,32,1986,4.2,40.0,51.0,78.5,740.0,247.6,0.95,2.38,40.0,30.7,35.2,87.2,8.33,13.3,62.5,0.00,0.19,-0.19,1.19,3.33,1.19,0.00,6.67,Matches
2005,Ignacio Pussetto\Ignacio-Pussetto,ar ARG,FWMF,Udinese,it Serie A,22,1995,24.2,20.8,29.8,69.9,323.2,92.7,0.37,1.82,20.5,18.1,23.6,76.7,2.31,4.34,53.3,0.17,0.08,0.09,0.91,1.36,0.66,0.21,3.02,Matches
2006,Fabio Quagliarella\Fabio-Quagliarella,it ITA,FW,Sampdoria,it Serie A,35,1983,35.5,17.7,26.2,67.5,273.7,56.1,0.51,1.75,29.0,15.1,20.1,75.0,2.06,4.28,48.0,0.23,0.12,0.11,1.04,1.15,0.87,0.14,1.97,Matches
2007,Robin Quaison\Robin-Quaison,se SWE,FWMF,Mainz 05,de Bundesliga,24,1993,24.4,13.9,18.8,74.1,219.0,47.3,0.25,1.15,21.4,11.8,14.8,79.5,1.93,2.87,67.1,0.12,0.09,0.04,0.86,1.15,0.66,0.08,1.84,Matches
2008,Collin Quaner\Collin-Quaner,de GER,FWMF,Huddersfield,eng Premier League,27,1991,0.4,32.5,42.5,76.5,420.0,112.5,2.50,5.00,50.0,27.5,35.0,78.6,2.50,2.50,100.0,0.00,0.25,-0.25,2.50,5.00,7.50,0.00,7.50,Matches
2009,Domingos Quina\Domingos-Quina,pt POR,MF,Watford,eng Premier League,18,1999,3.8,52.1,61.1,85.3,981.8,250.0,0.53,1.58,33.3,39.2,43.7,89.8,12.4,15.8,78.3,0.00,0.03,-0.03,0.26,6.58,0.79,0.26,5.00,Matches
2010,Xavi Quintillà\Xavi-Quintilla,es ESP,DF,Villarreal,es La Liga,21,1996,7.0,41.1,52.3,78.7,685.9,297.4,0.29,1.57,18.2,35.3,39.7,88.8,5.57,11.0,50.6,0.00,0.06,-0.06,0.71,2.71,0.43,0.43,6.57,Matches
2011,Dani Raba\Dani-Raba,es ESP,MF,Villarreal,es La Liga,22,1995,2.1,33.8,45.7,74.0,616.2,85.2,0.95,2.86,33.3,25.2,30.5,82.8,7.62,12.4,61.5,0.48,0.29,0.19,2.38,0.95,0.95,0.00,2.86,Matches
2012,Adrien Rabiot\Adrien-Rabiot,fr FRA,MF,Paris S-G,fr Ligue 1,23,1995,11.8,82.1,88.8,92.5,1470.6,370.3,0.85,1.53,55.6,66.6,71.1,93.7,14.7,16.2,90.6,0.08,0.03,0.05,0.59,9.24,1.02,0.00,7.37,Matches
2013,Nemanja Radonjić\Nemanja-Radonjic,rs SRB,FW,Marseille,fr Ligue 1,22,1996,7.6,15.5,23.3,66.7,261.6,68.6,0.00,2.11,0.0,13.2,16.8,78.1,2.37,4.34,54.5,0.00,0.01,-0.01,0.53,1.45,0.66,0.39,1.71,Matches
2014,Ivan Radovanović\Ivan-Radovanovic,rs SRB,MF,Genoa,it Serie A,29,1988,14.2,39.6,47.5,83.5,850.0,191.3,0.28,0.77,36.4,27.3,30.5,89.4,12.1,16.2,74.8,0.00,0.01,-0.01,0.28,4.79,0.63,0.14,4.44,Matches
2015,Ivan Radovanović\Ivan-Radovanovic,rs SRB,MF,Chievo,it Serie A,29,1988,19.0,45.9,54.6,84.0,1060.6,294.0,0.42,0.79,53.3,29.3,33.6,87.3,16.2,20.3,79.7,0.00,0.02,-0.02,0.42,5.42,0.26,0.00,5.63,Matches
2016,Ionuț Radu\Ionut-Radu,ro ROU,GK,Genoa,it Serie A,21,1997,33.0,13.8,29.1,47.3,620.3,492.8,0.09,0.09,100.0,3.61,3.70,97.5,10.1,25.3,39.8,0.00,0.02,-0.02,0.09,1.03,0.12,0.00,0.03,Matches
2017,Ștefan Radu\Stefan-Radu,ro ROU,DF,Lazio,it Serie A,31,1986,24.9,45.2,53.6,84.3,780.7,351.6,0.60,1.24,48.4,36.9,40.5,91.2,7.71,11.9,64.9,0.04,0.02,0.02,0.32,4.66,0.64,0.32,6.18,Matches
2018,Rafael\Rafael,br BRA,DF,Lyon,fr Ligue 1,28,1990,11.4,51.1,64.5,79.2,850.3,353.6,0.35,1.93,18.2,44.8,52.0,86.2,5.88,10.5,55.8,0.09,0.08,0.01,0.96,4.82,0.96,0.61,7.54,Matches
2019,Raffael\Raffael,br BRA,FW,M'gladbach,de Bundesliga,33,1985,6.0,29.3,36.0,81.5,437.0,94.2,0.50,1.50,33.3,25.3,29.2,86.9,3.50,5.33,65.6,0.17,0.25,-0.08,2.50,2.50,0.83,0.00,2.50,Matches
2020,Rafinha\Rafinha,br BRA,FWMF,Barcelona,es La Liga,25,1993,2.5,54.8,60.8,90.1,912.8,141.6,0.40,0.40,100.0,46.8,51.2,91.4,7.60,9.20,82.6,0.00,0.00,0.00,0.80,4.40,0.80,0.00,4.00,Matches
2021,Rafinha\Rafinha,br BRA,DF,Bayern Munich,de Bundesliga,32,1985,10.0,81.3,87.8,92.6,1465.6,452.5,0.60,1.50,40.0,66.8,70.3,95.0,13.9,16.0,86.9,0.10,0.03,0.07,0.50,7.20,1.20,0.50,8.40,Matches
2022,Andrea Raggi\Andrea-Raggi,it ITA,DFMF,Monaco,fr Ligue 1,34,1984,5.5,35.6,44.4,80.3,722.7,336.7,0.18,0.73,25.0,27.5,31.6,86.8,8.00,12.0,66.7,0.00,0.07,-0.07,0.55,2.91,0.36,0.36,6.55,Matches
2023,Baba Rahman\Baba-Rahman,gh GHA,DF,Reims,fr Ligue 1,24,1994,10.7,42.4,52.6,80.6,786.1,321.4,0.47,2.15,21.7,34.0,39.4,86.3,7.94,11.0,72.0,0.09,0.03,0.07,0.28,2.71,0.47,0.19,6.45,Matches
2024,Baba Rahman\Baba-Rahman,gh GHA,DF,Schalke 04,de Bundesliga,24,1994,1.8,38.3,50.6,75.8,746.1,287.2,0.00,1.11,0.0,32.2,38.9,82.9,6.11,10.6,57.9,0.00,0.11,-0.11,1.67,6.67,1.11,1.11,8.89,Matches
2025,Ivan Rakitić\Ivan-Rakitic,hr CRO,MF,Barcelona,es La Liga,30,1988,29.4,80.2,88.5,90.6,1477.6,376.8,1.43,2.21,64.6,62.2,66.4,93.7,16.5,19.9,83.1,0.17,0.07,0.10,0.54,9.35,1.16,0.14,6.77,Matches
