Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,TotCmp,TotAtt,TotCmp%,TotDist,PrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,Ast,xA,A-xA,KP0,pass_1/3,PPA,CrsPA,Prog,Matches
447,Danilo Cataldi\Danilo-Cataldi,it ITA,MFFW,Lazio,it Serie A,23,1994,6.4,48.0,60.2,79.7,829.7,284.5,0.31,1.72,18.2,39.4,43.6,90.3,8.28,14.8,55.8,0.16,0.23,-0.08,2.50,2.97,1.88,0.31,8.28,Matches
448,Catena\Catena,es ESP,DF,Rayo Vallecano,es La Liga,23,1994,2.0,39.0,44.0,88.6,871.5,314.0,0.00,1.00,0.0,22.5,24.0,93.8,16.5,19.0,86.8,0.00,0.00,0.00,0.00,3.00,0.00,0.00,4.00,Matches
449,Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,eng Premier League,29,1989,34.4,30.4,37.2,81.8,662.3,223.9,0.38,0.70,54.2,19.9,22.1,90.0,10.1,14.3,70.6,0.00,0.01,-0.01,0.03,1.77,0.09,0.03,1.86,Matches
450,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FWMF,Wolves,eng Premier League,24,1993,7.7,32.7,46.2,70.8,505.3,125.7,1.43,3.12,45.8,26.5,33.4,79.4,4.81,9.74,49.3,0.13,0.19,-0.06,2.21,1.69,1.56,1.04,3.90,Matches
451,Edinson Cavani\Edinson-Cavani,uy URU,FW,Paris S-G,fr Ligue 1,31,1987,18.6,14.8,19.6,75.8,221.2,27.9,0.27,0.97,27.8,13.0,16.3,79.6,1.56,2.26,69.0,0.27,0.12,0.15,0.54,0.16,0.48,0.16,0.59,Matches
452,Santi Cazorla\Santi-Cazorla,es ESP,MFFW,Villarreal,es La Liga,33,1984,29.4,48.1,59.3,81.0,1007.6,322.7,0.54,1.05,51.6,33.7,38.0,88.9,13.8,20.3,67.8,0.34,0.22,0.12,2.48,5.54,1.70,0.34,8.33,Matches
453,Dani Ceballos\Dani-Ceballos,es ESP,MFFW,Real Madrid,es La Liga,21,1996,13.9,69.4,75.2,92.2,1150.1,236.8,1.44,2.81,51.3,56.9,60.1,94.6,11.0,12.2,90.0,0.00,0.12,-0.12,1.80,6.33,1.15,0.07,4.68,Matches
454,Federico Ceccherini\Federico-Ceccherini,it ITA,DF,Fiorentina,it Serie A,26,1992,11.0,45.7,52.8,86.6,950.1,307.5,0.45,0.45,100.0,32.4,34.6,93.4,12.9,17.7,72.8,0.00,0.01,-0.01,0.18,3.09,0.18,0.09,3.09,Matches
455,Petr Čech\Petr-Cech,cz CZE,GK,Arsenal,eng Premier League,36,1982,6.5,25.8,37.2,69.4,746.5,423.5,0.00,0.00,,13.2,13.8,95.6,12.6,23.4,53.9,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,Matches
456,Žan Celar\Zan-Celar,si SVN,FW,Roma,it Serie A,19,1999,0.1,0.00,20.0,0.0,0.00,0.00,0.00,10.0,0.0,0.00,10.0,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
457,Zeki Çelik\Zeki-Celik,tr TUR,DF,Lille,fr Ligue 1,21,1997,33.0,39.2,52.2,75.1,672.8,268.1,0.64,2.52,25.3,32.1,38.1,84.2,6.52,11.6,56.0,0.15,0.08,0.07,1.03,2.76,1.12,0.55,6.52,Matches
458,Luca Ceppitelli\Luca-Ceppitelli,it ITA,DF,Cagliari,it Serie A,28,1989,22.8,43.6,52.0,83.9,955.4,333.7,0.44,0.88,50.0,29.5,32.1,91.8,13.7,19.0,72.1,0.04,0.03,0.02,0.09,2.54,0.13,0.00,2.89,Matches
459,Fabio Ceravolo\Fabio-Ceravolo,it ITA,FW,Parma,it Serie A,31,1987,13.2,14.6,20.2,72.3,202.0,40.7,0.53,1.36,38.9,13.0,16.7,77.4,1.14,2.12,53.6,0.00,0.05,-0.05,0.76,0.68,0.30,0.00,1.44,Matches
460,Alberto Cerri\Alberto-Cerri,it ITA,FW,Cagliari,it Serie A,22,1996,7.4,18.2,29.2,62.5,275.7,37.4,1.62,4.32,37.5,14.2,20.7,68.6,2.43,4.19,58.1,0.00,0.12,-0.12,1.22,0.81,0.68,0.00,1.62,Matches
461,Boštjan Cesar\Bostjan-Cesar,si SVN,DF,Chievo,it Serie A,36,1982,12.0,27.6,32.1,86.0,639.6,173.0,0.00,0.08,0.0,16.9,19.2,88.3,10.7,12.8,83.1,0.00,0.00,0.00,0.08,0.42,0.00,0.00,1.08,Matches
462,Nacer Chadli\Nacer-Chadli,be BEL,MFFW,Monaco,fr Ligue 1,28,1989,7.7,34.0,42.9,79.4,556.0,176.9,0.13,1.04,12.5,29.4,33.8,86.9,4.55,8.05,56.5,0.00,0.04,-0.04,0.91,1.56,1.17,0.26,6.88,Matches
463,Fouad Chafik\Fouad-Chafik,ma MAR,DF,Dijon,fr Ligue 1,31,1986,20.5,34.4,46.0,74.8,596.9,261.2,0.59,1.90,30.8,28.3,33.1,85.4,5.56,11.0,50.4,0.10,0.07,0.02,0.83,2.34,0.83,0.44,6.00,Matches
464,Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,MFFW,Watford,eng Premier League,23,1994,3.0,31.0,40.3,76.9,578.0,195.0,0.67,1.67,40.0,23.7,28.3,83.5,6.67,10.3,64.5,0.00,0.00,0.00,0.00,3.33,0.33,0.00,3.67,Matches
465,Calum Chambers\Calum-Chambers,eng ENG,MFDF,Fulham,eng Premier League,23,1995,28.8,41.3,52.7,78.4,790.1,232.7,0.56,1.25,44.4,32.0,37.3,85.8,8.78,14.2,61.9,0.00,0.02,-0.02,0.52,4.27,0.56,0.00,4.51,Matches
466,Timothy Chandler\Timothy-Chandler,us USA,FW,Eint Frankfurt,de Bundesliga,28,1990,0.2,10.0,15.0,66.7,185.0,135.0,0.00,0.00,,10.0,10.0,100.0,0.00,5.00,0.0,0.00,0.50,-0.50,5.00,0.00,5.00,5.00,10.0,Matches
467,Kwon Chang-hoon\Kwon-Chang-hoon,kr KOR,FWMF,Dijon,fr Ligue 1,24,1994,10.4,23.5,33.5,70.1,370.8,121.3,0.96,2.31,41.7,19.0,23.4,81.5,3.46,7.79,44.4,0.00,0.06,-0.06,1.15,0.96,1.06,0.29,3.85,Matches
468,Charles\Charles,br BRA,FW,Eibar,es La Liga,34,1984,19.3,20.0,29.1,68.8,279.0,47.9,0.62,1.87,33.3,17.4,24.1,72.3,1.97,3.11,63.3,0.05,0.05,0.01,0.83,1.87,0.52,0.05,1.87,Matches
469,Xavier Chavalerin\Xavier-Chavalerin,fr FRA,MF,Reims,fr Ligue 1,27,1991,36.0,32.7,42.2,77.6,678.8,226.3,0.39,1.08,35.9,23.1,26.2,88.0,9.25,14.9,62.1,0.06,0.11,-0.06,1.36,2.97,0.69,0.08,4.72,Matches
470,Pablo Chavarría\Pablo-Chavarria,ar ARG,FW,Reims,fr Ligue 1,30,1988,21.9,11.7,19.0,61.4,165.4,42.8,0.32,1.05,30.4,10.5,16.0,65.8,0.82,1.96,41.9,0.14,0.07,0.07,0.87,0.78,0.68,0.14,1.51,Matches
471,Chechu\Chechu,es ESP,DF,Rayo Vallecano,es La Liga,36,1982,1.0,43.0,50.0,86.0,962.0,365.0,0.00,0.00,,30.0,33.0,90.9,13.0,17.0,76.5,0.00,0.00,0.00,0.00,6.00,0.00,0.00,3.00,Matches
472,Pape Cheikh Diop\Pape-Cheikh-Diop,es ESP,MF,Lyon,fr Ligue 1,20,1997,5.0,42.2,46.6,90.6,764.0,142.4,1.40,1.80,77.8,32.8,36.4,90.1,8.00,8.40,95.2,0.00,0.02,-0.02,0.40,2.60,0.40,0.00,2.40,Matches
473,Chema\Chema,es ESP,DF,Levante,es La Liga,26,1992,13.9,20.5,27.3,75.0,446.8,204.2,0.14,0.43,33.3,14.5,16.7,86.6,5.90,10.2,57.7,0.00,0.01,-0.01,0.14,1.65,0.07,0.00,2.37,Matches
474,Denis Cheryshev\Denis-Cheryshev,ru RUS,MFFW,Valencia,es La Liga,27,1990,19.0,24.8,38.0,65.4,445.1,137.3,0.42,1.74,24.2,19.8,26.4,74.9,4.63,9.84,47.1,0.11,0.36,-0.26,1.84,1.79,1.95,1.11,4.74,Matches
475,Raman Chibsah\Raman-Chibsah,gh GHA,MF,Frosinone,it Serie A,25,1993,29.1,26.2,32.3,80.9,449.1,125.3,0.38,1.24,30.6,21.6,25.2,85.8,4.16,5.91,70.3,0.00,0.02,-0.02,0.62,2.20,0.24,0.07,3.61,Matches
476,Leandro Chichizola\Leandro-Chichizola,ar ARG,GK,Getafe,es La Liga,28,1990,1.0,12.0,26.0,46.2,597.0,454.0,0.00,0.00,,3.00,3.00,100.0,9.00,23.0,39.1,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,Matches
477,Giorgio Chiellini\Giorgio-Chiellini,it ITA,DF,Juventus,it Serie A,33,1984,22.1,51.9,60.6,85.7,1203.2,396.2,0.36,0.81,44.4,31.9,34.2,93.1,19.7,25.6,77.0,0.05,0.01,0.03,0.32,4.34,0.23,0.14,3.53,Matches
478,Federico Chiesa\Federico-Chiesa,it ITA,FWMF,Fiorentina,it Serie A,20,1997,33.7,20.0,29.1,68.6,331.5,95.5,0.50,1.75,28.8,16.5,21.7,75.8,3.00,5.64,53.2,0.09,0.17,-0.08,1.51,1.63,1.48,0.27,3.92,Matches
479,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Leicester City,eng Premier League,21,1996,36.0,43.8,62.2,70.3,723.4,268.4,0.36,1.86,19.4,37.4,46.6,80.4,5.94,13.8,43.2,0.11,0.08,0.03,1.11,2.75,1.00,0.44,5.86,Matches
480,Vlad Chiricheș\Vlad-Chiriches,ro ROU,DF,Napoli,it Serie A,28,1989,1.6,77.5,83.8,92.5,1735.0,556.9,0.63,0.63,100.0,50.0,53.8,93.0,26.9,29.4,91.5,0.00,0.00,0.00,0.00,4.38,0.00,0.00,3.75,Matches
481,Tahith Chong\Tahith-Chong,nl NED,FW,Manchester Utd,eng Premier League,18,1999,0.4,32.5,37.5,86.7,577.5,147.5,0.00,2.50,0.0,25.0,27.5,90.9,7.50,7.50,100.0,0.00,0.00,0.00,0.00,2.50,2.50,0.00,5.00,Matches
482,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,eng Premier League,20,1997,6.6,31.4,36.1,87.0,585.5,109.8,0.45,1.36,33.3,24.2,26.8,90.4,6.67,7.88,84.6,0.00,0.08,-0.08,0.61,2.58,0.45,0.15,2.73,Matches
483,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,eng Premier League,22,1996,6.9,60.3,64.6,93.3,1171.4,372.0,0.87,1.45,60.0,44.2,46.8,94.4,15.2,16.4,92.9,0.00,0.00,0.00,0.00,3.19,0.00,0.00,4.64,Matches
484,Cyrus Christie\Cyrus-Christie,ie IRL,DF,Fulham,eng Premier League,25,1992,21.6,40.6,55.3,73.4,698.4,250.2,0.28,1.57,17.6,34.4,40.7,84.4,5.88,13.0,45.4,0.05,0.06,-0.02,0.97,1.57,1.11,0.56,5.83,Matches
485,Samuel Chukwueze\Samuel-Chukwueze,ng NGA,FWMF,Villarreal,es La Liga,19,1999,19.0,20.4,28.4,71.7,357.1,95.9,0.21,1.79,11.8,16.3,20.5,79.5,3.84,6.11,62.9,0.11,0.08,0.03,1.21,1.26,1.11,0.21,3.21,Matches
486,Camillo Ciano\Camillo-Ciano,it ITA,FWMF,Frosinone,it Serie A,28,1990,27.3,22.1,36.0,61.2,421.2,137.5,0.59,2.56,22.9,16.4,20.6,79.7,5.05,12.9,39.3,0.15,0.21,-0.06,2.16,2.01,1.36,0.66,4.54,Matches
487,Amato Ciciretti\Amato-Ciciretti,it ITA,FWMF,Parma,it Serie A,24,1993,1.5,30.7,41.3,74.2,595.3,110.0,0.67,2.00,33.3,23.3,28.7,81.4,6.67,10.7,62.5,0.00,0.13,-0.13,1.33,0.67,1.33,0.00,4.00,Matches
488,Luca Cigarini\Luca-Cigarini,it ITA,MF,Cagliari,it Serie A,32,1986,18.7,56.9,73.0,77.9,1121.1,391.8,0.53,1.44,37.0,42.5,48.3,87.9,13.9,23.3,59.5,0.11,0.12,-0.02,1.82,6.36,1.23,0.21,9.25,Matches
489,Per Ciljan Skjelbred\Per-Ciljan-Skjelbred,no NOR,MF,Hertha BSC,de Bundesliga,31,1987,11.1,44.4,51.5,86.2,769.1,196.2,0.72,0.90,80.0,36.0,40.8,88.3,7.66,9.82,78.0,0.09,0.04,0.05,0.72,5.23,0.36,0.00,4.23,Matches
490,Jasper Cillessen\Jasper-Cillessen,nl NED,GK,Barcelona,es La Liga,29,1989,3.0,34.0,38.3,88.7,847.7,479.3,0.67,0.67,100.0,21.7,21.7,100.0,11.7,16.0,72.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
491,Laurent Ciman\Laurent-Ciman,be BEL,DF,Dijon,fr Ligue 1,32,1985,8.0,61.9,71.0,87.1,1497.0,525.4,0.25,0.88,28.6,36.0,37.5,96.0,25.6,32.6,78.5,0.00,0.04,-0.04,0.25,5.38,0.13,0.00,5.13,Matches
492,Daniel Ciofani\Daniel-Ciofani,it ITA,FW,Frosinone,it Serie A,33,1985,18.0,13.0,18.9,68.6,173.8,29.6,0.33,0.89,37.5,11.7,16.2,72.5,0.94,1.89,50.0,0.11,0.05,0.06,0.72,0.83,0.28,0.00,0.72,Matches
493,Thiago Cionek\Thiago-Cionek,pl POL,DF,SPAL,it Serie A,32,1986,28.2,46.2,58.0,79.6,857.0,375.9,0.50,1.63,30.4,36.3,40.6,89.3,9.43,15.8,59.8,0.11,0.02,0.08,0.53,4.11,0.50,0.25,4.89,Matches
494,Ibrahima Cissé\Ibrahima-Cisse,gn GUI,MFFW,Fulham,eng Premier League,24,1994,1.0,28.0,33.0,84.8,431.0,201.0,1.00,1.00,100.0,25.0,28.0,89.3,2.00,4.00,50.0,0.00,0.00,0.00,0.00,3.00,0.00,0.00,3.00,Matches
495,Till Cissokho\Till-Cissokho,fr FRA,DF,Bordeaux,fr Ligue 1,18,2000,0.9,30.0,37.8,79.4,582.2,214.4,0.00,1.11,0.0,23.3,25.6,91.3,6.67,11.1,60.0,0.00,0.11,-0.11,1.11,1.11,1.11,0.00,0.00,Matches
496,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,eng Premier League,28,1989,9.5,23.7,31.8,74.5,480.7,191.5,0.11,0.74,14.3,17.9,21.2,84.6,5.68,9.89,57.4,0.00,0.04,-0.04,0.32,1.58,0.32,0.00,2.00,Matches
497,Tom Cleverley\Tom-Cleverley,eng ENG,MFFW,Watford,eng Premier League,28,1989,5.3,33.0,43.2,76.4,575.5,159.4,0.57,2.45,23.1,25.8,31.3,82.5,6.60,9.43,70.0,0.00,0.00,0.00,0.00,2.83,0.94,0.00,3.40,Matches
498,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Bournemouth,eng Premier League,27,1991,12.7,35.7,46.3,77.2,593.5,256.1,0.47,2.28,20.7,30.6,35.7,85.9,4.65,8.35,55.7,0.08,0.02,0.06,0.39,1.65,0.79,0.24,5.98,Matches
499,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Liverpool,eng Premier League,27,1991,1.2,56.7,70.0,81.0,803.3,345.8,3.33,4.17,80.0,45.8,53.3,85.9,7.50,12.5,60.0,0.00,0.00,0.00,0.00,1.67,0.83,0.00,8.33,Matches
500,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,eng Premier League,25,1993,38.0,37.2,44.1,84.2,1032.3,332.3,0.16,0.26,60.0,16.8,18.2,92.6,20.2,25.7,78.5,0.00,0.00,0.00,0.00,3.13,0.13,0.00,1.61,Matches
501,Marcus Coco\Marcus-Coco,fr FRA,FWMF,Guingamp,fr Ligue 1,22,1996,20.4,18.0,28.8,62.7,273.1,68.2,0.49,2.11,23.3,15.6,21.7,72.2,1.91,5.00,38.2,0.10,0.07,0.02,0.78,0.83,0.83,0.49,2.45,Matches
502,Coke\Coke,es ESP,DF,Levante,es La Liga,31,1987,20.2,34.7,45.8,75.7,605.9,285.2,0.30,1.58,18.8,28.4,34.0,83.6,5.94,10.2,58.3,0.00,0.07,-0.07,0.74,1.98,1.09,0.50,6.19,Matches
503,Joel Coleman\Joel-Coleman,eng ENG,GK,Huddersfield,eng Premier League,22,1995,1.0,12.0,37.0,32.4,517.0,326.0,0.00,1.00,0.0,2.00,2.00,100.0,10.0,34.0,29.4,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Matches
504,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,eng Premier League,29,1988,28.4,42.9,55.7,76.9,742.4,318.2,0.25,1.55,15.9,35.8,42.0,85.3,6.83,12.2,55.9,0.07,0.08,-0.01,0.77,3.42,0.88,0.49,6.62,Matches
505,Álex Collado\Alex-Collado,es ESP,FW,Barcelona,es La Liga,19,1999,0.9,26.7,31.1,85.7,395.6,45.6,0.00,2.22,0.0,24.4,26.7,91.7,2.22,2.22,100.0,0.00,0.00,0.00,0.00,1.11,0.00,0.00,1.11,Matches
506,Omar Colley\Omar-Colley,gm GAM,DF,Sampdoria,it Serie A,25,1992,19.6,50.1,56.6,88.5,1056.1,307.1,1.38,1.89,73.0,34.8,37.5,92.8,13.9,17.2,80.8,0.00,0.00,0.00,0.05,2.14,0.00,0.00,1.99,Matches
507,Racine Coly\Racine-Coly,sn SEN,DFMF,Nice,fr Ligue 1,22,1995,5.6,45.5,54.8,83.1,732.1,234.8,0.18,1.43,12.5,39.8,44.5,89.6,5.54,8.93,62.0,0.18,0.02,0.16,0.36,1.96,0.89,0.54,5.71,Matches
508,Kingsley Coman\Kingsley-Coman,fr FRA,FWMF,Bayern Munich,de Bundesliga,22,1996,15.3,35.6,44.8,79.6,574.5,97.8,0.39,1.83,21.4,30.5,36.0,84.6,4.77,6.93,68.9,0.26,0.22,0.04,1.76,1.05,2.35,0.78,3.66,Matches
509,Santi Comesaña\Santi-Comesana,es ESP,MF,Rayo Vallecano,es La Liga,21,1996,22.6,40.5,47.6,85.2,805.0,222.9,0.84,1.64,51.4,29.6,33.7,87.7,10.1,12.2,83.0,0.04,0.01,0.03,0.44,3.10,0.40,0.13,3.72,Matches
510,Daniel Congré\Daniel-Congre,fr FRA,DF,Montpellier,fr Ligue 1,33,1985,36.6,34.2,42.0,81.2,709.4,302.1,0.11,0.63,17.4,25.4,28.7,88.5,8.69,12.8,68.1,0.05,0.02,0.04,0.19,4.02,0.14,0.03,3.91,Matches
511,Andrea Consigli\Andrea-Consigli,it ITA,GK,Sassuolo,it Serie A,31,1987,35.7,23.8,32.8,72.4,709.3,408.3,0.06,0.06,100.0,12.0,12.1,99.5,11.7,20.7,56.5,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,Matches
512,Andrea Conti\Andrea-Conti,it ITA,DF,Milan,it Serie A,24,1994,5.6,53.6,64.5,83.1,904.8,356.1,1.43,2.86,50.0,43.6,50.2,86.8,8.57,11.4,75.0,0.36,0.25,0.11,1.61,3.21,1.61,1.07,8.21,Matches
513,Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,eng Premier League,21,1997,8.0,41.0,50.0,82.0,847.9,207.5,0.50,1.38,36.4,29.3,33.8,86.7,11.3,14.9,75.6,0.00,0.01,-0.01,0.25,3.75,0.88,0.13,5.00,Matches
514,Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,eng Premier League,27,1991,31.0,39.4,50.7,77.7,938.2,353.1,0.13,0.65,20.0,23.3,27.1,86.0,16.0,23.0,69.5,0.03,0.04,-0.01,0.39,2.84,0.16,0.03,3.77,Matches
515,Duje Čop\Duje-Cop,hr CRO,FW,Valladolid,es La Liga,28,1990,7.6,15.8,23.2,68.2,209.1,39.2,1.18,2.63,45.0,12.9,17.5,73.7,1.71,3.03,56.5,0.00,0.14,-0.14,1.32,0.66,0.79,0.66,1.71,Matches
516,Francis Coquelin\Francis-Coquelin,fr FRA,MF,Valencia,es La Liga,27,1991,19.6,42.9,49.7,86.2,841.5,220.7,0.41,1.07,38.1,32.5,36.0,90.4,9.95,12.7,78.6,0.05,0.03,0.02,0.82,4.54,0.36,0.00,3.88,Matches
517,Gabriele Corbo\Gabriele-Corbo,it ITA,DF,Bologna,it Serie A,18,2000,0.1,50.0,50.0,100.0,810.0,330.0,0.00,0.00,,50.0,50.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
518,Iñigo Córdoba\Inigo-Cordoba,es ESP,FW,Athletic Club,es La Liga,21,1997,14.7,21.0,31.1,67.4,328.4,100.2,0.20,1.77,11.5,18.0,23.1,77.9,2.79,6.26,44.6,0.27,0.07,0.20,1.09,1.09,1.36,0.61,2.65,Matches
519,Sergio Córdova\Sergio-Cordova,ve VEN,FW,Augsburg,de Bundesliga,20,1997,5.9,17.1,22.4,76.5,256.1,43.1,1.02,2.03,50.0,14.4,17.8,81.0,1.69,2.54,66.7,0.00,0.03,-0.03,0.51,1.19,0.51,0.00,1.86,Matches
520,Benjamin Corgnet\Benjamin-Corgnet,fr FRA,MFFW,Strasbourg,fr Ligue 1,31,1987,7.5,23.7,38.1,62.2,385.7,80.3,0.93,2.67,35.0,18.5,28.5,65.0,4.27,6.93,61.5,0.27,0.12,0.15,1.07,1.73,0.67,0.40,2.93,Matches
521,Ante Ćorić\Ante-Coric,hr CRO,MF,Roma,it Serie A,21,1997,0.3,33.3,46.7,71.4,710.0,186.7,0.00,0.00,,26.7,26.7,100.0,6.67,20.0,33.3,0.00,0.33,-0.33,3.33,6.67,0.00,0.00,3.33,Matches
522,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,eng Premier League,29,1989,36.8,29.4,36.7,80.1,526.2,113.9,0.68,1.28,53.2,22.7,26.6,85.4,6.01,8.80,68.2,0.05,0.04,0.01,0.46,2.77,0.43,0.05,2.58,Matches
523,Andreas Cornelius\Andreas-Cornelius,dk DEN,FW,Bordeaux,fr Ligue 1,25,1993,8.8,18.2,28.7,63.2,249.2,38.2,0.57,1.82,31.3,15.8,24.0,65.9,1.82,2.95,61.5,0.11,0.08,0.03,1.14,1.36,0.23,0.00,1.02,Matches
524,Maxwel Cornet\Maxwel-Cornet,ci CIV,FW,Lyon,fr Ligue 1,21,1996,14.2,24.5,34.2,71.8,356.5,74.5,0.49,2.11,23.3,22.0,26.9,81.9,1.97,5.14,38.4,0.35,0.28,0.07,1.83,0.77,1.41,0.42,2.82,Matches
525,Quentin Cornette\Quentin-Cornette,fr FRA,MFFW,Amiens,fr Ligue 1,24,1994,2.3,19.1,27.8,68.8,312.6,107.4,0.00,0.87,0.0,17.0,21.7,78.0,2.17,5.22,41.7,0.00,0.00,0.00,0.00,1.74,0.00,0.00,1.74,Matches
526,Ángel Correa\Angel-Correa,ar ARG,MFFW,Atlético Madrid,es La Liga,23,1995,21.3,26.6,36.0,73.9,398.8,102.2,0.70,2.49,28.3,23.1,28.7,80.4,2.82,4.79,58.8,0.09,0.20,-0.10,1.55,2.54,1.03,0.14,3.15,Matches
527,Joaquín Correa\Joaquin-Correa,ar ARG,FWMF,Lazio,it Serie A,23,1994,21.4,35.0,41.3,84.7,486.4,114.8,1.50,2.66,56.1,30.3,34.7,87.3,3.18,3.93,81.0,0.28,0.24,0.04,2.38,2.43,1.68,0.00,3.88,Matches
528,Danny da Costa\Danny-da-Costa,de GER,DFMF,Eint Frankfurt,de Bundesliga,25,1993,33.7,25.8,40.6,63.5,473.2,233.4,0.18,2.08,8.6,20.5,27.6,74.3,5.10,10.9,46.6,0.12,0.11,0.01,0.89,1.99,1.16,0.59,6.71,Matches
529,Diego Costa\Diego-Costa,es ESP,FW,Atlético Madrid,es La Liga,29,1988,12.4,17.7,25.1,70.7,241.3,33.4,0.81,2.66,30.3,15.4,20.1,76.7,1.53,2.34,65.5,0.16,0.11,0.05,0.73,0.65,0.65,0.00,1.37,Matches
530,Douglas Costa\Douglas-Costa,br BRA,FWMF,Juventus,it Serie A,27,1990,6.9,39.3,50.4,77.9,709.6,174.8,0.72,2.17,33.3,30.1,35.1,86.0,8.41,13.2,63.7,0.00,0.26,-0.26,2.90,2.90,2.46,1.01,6.09,Matches
531,Filippo Costa\Filippo-Costa,it ITA,MFDF,SPAL,it Serie A,23,1995,6.3,28.4,39.4,72.2,532.9,251.3,0.48,1.43,33.3,22.5,26.5,85.0,5.40,11.4,47.2,0.00,0.08,-0.08,1.27,1.75,0.95,0.48,4.60,Matches
532,Hélder Costa\Helder-Costa,pt POR,FWMF,Wolves,eng Premier League,24,1994,14.9,25.0,33.1,75.5,380.7,81.7,0.27,1.54,17.4,22.1,26.6,83.1,2.62,4.97,52.7,0.13,0.12,0.01,1.14,1.21,1.34,0.13,2.62,Matches
533,Jaume Costa\Jaume-Costa,es ESP,DF,Villarreal,es La Liga,30,1988,16.6,47.0,58.1,81.0,853.3,348.5,0.36,1.57,23.1,38.3,42.6,90.0,8.37,13.9,60.2,0.00,0.05,-0.05,0.60,4.52,1.14,0.36,7.65,Matches
534,Nuno da Costa\Nuno-da-Costa,cv CPV,FW,Strasbourg,fr Ligue 1,27,1991,22.8,15.3,21.9,69.6,216.9,46.4,0.75,1.62,45.9,12.9,17.8,72.8,1.58,2.54,62.1,0.22,0.14,0.08,0.96,1.10,0.44,0.09,1.54,Matches
535,David Costas\David-Costas,es ESP,DF,Celta Vigo,es La Liga,23,1995,13.0,47.2,53.0,89.1,995.8,305.6,0.38,1.00,38.5,33.5,35.5,94.4,13.3,16.5,80.8,0.00,0.00,0.00,0.00,2.62,0.00,0.00,1.77,Matches
536,Benoît Costil\Benoit-Costil,fr FRA,GK,Bordeaux,fr Ligue 1,31,1987,37.0,21.4,31.1,68.9,773.0,522.5,0.00,0.00,,8.11,8.24,98.4,13.3,22.8,58.2,0.00,0.00,-0.00,0.08,0.43,0.00,0.00,0.05,Matches
537,Kalifa Coulibaly\Kalifa-Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,26,1991,19.5,12.9,22.7,56.9,186.2,45.6,0.21,1.08,19.0,10.9,18.2,60.0,1.79,3.44,52.2,0.10,0.07,0.03,1.03,1.44,0.41,0.21,1.54,Matches
538,Senou Coulibaly\Senou-Coulibaly,ml MLI,DFMF,Dijon,fr Ligue 1,23,1994,4.6,32.4,43.7,74.1,715.4,232.6,0.43,1.30,33.3,22.8,27.6,82.7,9.13,14.8,61.8,0.00,0.07,-0.07,0.22,2.17,0.43,0.00,1.30,Matches
539,Thibaut Courtois\Thibaut-Courtois,be BEL,GK,Real Madrid,es La Liga,26,1992,27.0,23.8,30.8,77.4,681.0,358.7,0.07,0.11,66.7,11.9,11.9,100.0,11.9,18.8,63.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
540,Philippe Coutinho\Philippe-Coutinho,br BRA,FWMF,Barcelona,es La Liga,26,1992,22.4,56.3,65.4,86.1,872.4,184.4,0.94,2.50,37.5,48.8,53.5,91.2,6.56,9.38,70.0,0.09,0.16,-0.07,1.43,4.20,2.28,0.13,5.31,Matches
541,Nicolas Cozza\Nicolas-Cozza,fr FRA,DF,Montpellier,fr Ligue 1,19,1999,10.9,35.8,42.7,83.9,692.0,209.2,0.28,1.19,23.1,28.5,30.9,92.3,6.97,10.6,66.1,0.09,0.04,0.06,0.18,2.75,0.00,0.00,2.94,Matches
542,Alessio Cragno\Alessio-Cragno,it ITA,GK,Cagliari,it Serie A,24,1994,38.0,21.4,32.9,64.9,817.9,644.3,0.13,0.18,71.4,8.34,8.45,98.8,12.9,24.3,53.1,0.00,0.00,0.00,0.00,0.47,0.03,0.00,0.00,Matches
