Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,PK,PKatt,Sh,SoT,FK,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2368,Daniel Sturridge\Daniel-Sturridge,eng ENG,FWMF,Liverpool,eng Premier League,28,1989,5.7,0.35,0.00,0.00,3.16,1.05,0.00,33.3,3.18,1.06,0.11,0.33,0.21,0.21,0.06,0.14,0.14,Matches
2369,Damián Suárez\Damian-Suarez,uy URU,DF,Getafe,es La Liga,30,1988,36.0,0.00,0.00,0.00,0.44,0.03,0.08,6.3,0.44,0.03,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
2370,Denis Suárez\Denis-Suarez,es ESP,FW,Arsenal,eng Premier League,24,1994,0.8,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
2371,Denis Suárez\Denis-Suarez,es ESP,MF,Barcelona,es La Liga,24,1994,0.2,0.00,0.00,0.00,5.00,5.00,0.00,100.0,4.74,4.74,0.00,0.00,1.50,1.50,0.33,-1.50,-1.50,Matches
2372,Leonardo Suárez\Leonardo-Suarez,ar ARG,FWMF,Valladolid,es La Liga,22,1996,5.7,0.35,0.00,0.00,1.75,0.70,0.00,40.0,1.74,0.70,0.20,0.50,0.30,0.30,0.17,0.05,0.05,Matches
2373,Luis Suárez\Luis-Suarez,uy URU,FW,Barcelona,es La Liga,31,1987,31.4,0.67,0.13,0.13,3.44,1.66,0.19,48.1,3.44,1.66,0.16,0.33,0.69,0.59,0.17,-0.02,-0.05,Matches
2374,Mario Suárez\Mario-Suarez,es ESP,MF,Rayo Vallecano,es La Liga,31,1987,11.4,0.18,0.00,0.00,1.23,0.35,0.00,28.6,1.23,0.35,0.14,0.50,0.07,0.07,0.06,0.11,0.11,Matches
2375,Mathías Suárez\Mathias-Suarez,uy URU,DF,Montpellier,fr Ligue 1,22,1996,6.1,0.00,0.00,0.00,0.16,0.00,0.00,0.0,0.16,0.00,0.00,,0.02,0.02,0.05,-0.02,-0.02,Matches
2376,Danijel Subašić\Danijel-Subasic,hr CRO,GK,Monaco,fr Ligue 1,33,1984,12.6,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
2377,Neven Subotić\Neven-Subotic,rs SRB,DF,Saint-Étienne,fr Ligue 1,29,1988,23.9,0.04,0.00,0.00,0.54,0.08,0.00,15.4,0.54,0.08,0.08,0.50,0.07,0.07,0.13,-0.03,-0.03,Matches
2378,Isaac Success\Isaac-Success,ng NGA,FWMF,Watford,eng Premier League,22,1996,11.7,0.09,0.00,0.00,2.39,0.94,0.00,39.3,2.40,0.94,0.04,0.09,0.22,0.22,0.09,-0.14,-0.14,Matches
2379,Niklas Süle\Niklas-Sule,de GER,DF,Bayern Munich,de Bundesliga,22,1995,29.5,0.07,0.00,0.00,0.68,0.17,0.00,25.0,0.68,0.17,0.10,0.40,0.05,0.05,0.08,0.01,0.01,Matches
2380,Ki Sung-yueng\Ki-Sung-yueng,kr KOR,MF,Newcastle Utd,eng Premier League,29,1989,14.5,0.00,0.00,0.00,0.62,0.14,0.07,22.2,0.62,0.14,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,Matches
2381,Andrew Surman\Andrew-Surman,eng ENG,MF,Bournemouth,eng Premier League,31,1986,16.0,0.00,0.00,0.00,0.56,0.06,0.00,11.1,0.56,0.06,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches
2382,Sam Surridge\Sam-Surridge,eng ENG,FWDF,Bournemouth,eng Premier League,20,1998,0.1,0.00,0.00,0.00,20.0,10.0,0.00,50.0,13.85,6.92,0.00,0.00,3.00,3.00,0.16,-3.00,-3.00,Matches
2383,Markel Susaeta\Markel-Susaeta,es ESP,FW,Athletic Club,es La Liga,30,1987,15.3,0.07,0.00,0.00,0.98,0.39,0.07,40.0,0.98,0.39,0.07,0.17,0.05,0.05,0.04,0.02,0.02,Matches
2384,Suso\Suso,es ESP,FWMF,Milan,it Serie A,24,1993,33.5,0.21,0.00,0.00,2.72,1.13,0.21,41.8,2.71,1.13,0.08,0.18,0.11,0.11,0.04,0.10,0.10,Matches
2385,Markus Suttner\Markus-Suttner,at AUT,DFMF,Düsseldorf,de Bundesliga,31,1987,5.4,0.19,0.00,0.00,0.74,0.19,0.37,25.0,0.74,0.18,0.25,1.00,0.04,0.04,0.06,0.15,0.15,Matches
2386,Mattias Svanberg\Mattias-Svanberg,se SWE,MF,Bologna,it Serie A,19,1999,13.1,0.00,0.00,0.00,1.68,0.23,0.00,13.6,1.68,0.23,0.00,0.00,0.08,0.08,0.05,-0.08,-0.08,Matches
2387,Sanasi Sy\Sanasi-Sy,fr FRA,MF,Amiens,fr Ligue 1,19,1999,0.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
2388,Seydou Sy\Seydou-Sy,sn SEN,GK,Monaco,fr Ligue 1,22,1995,2.5,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
2389,Issiaga Sylla\Issiaga-Sylla,gn GUI,DFMF,Toulouse,fr Ligue 1,24,1994,22.2,0.09,0.00,0.00,0.77,0.23,0.00,29.4,0.77,0.23,0.12,0.40,0.09,0.09,0.11,0.00,0.00,Matches
2390,Moussa Sylla\Moussa-Sylla,fr FRA,FWMF,Monaco,fr Ligue 1,18,1999,8.5,0.00,0.00,0.00,1.76,0.35,0.00,20.0,1.76,0.35,0.00,0.00,0.28,0.28,0.16,-0.28,-0.28,Matches
2391,Eddy Sylvestre\Eddy-Sylvestre,fr FRA,FW,Nice,fr Ligue 1,18,1999,3.0,0.00,0.00,0.00,0.67,0.33,0.00,50.0,0.68,0.34,0.00,0.00,0.13,0.13,0.21,-0.13,-0.13,Matches
2392,Ádám Szalai\Adam-Szalai,hu HUN,FW,Hoffenheim,de Bundesliga,30,1987,18.1,0.33,0.00,0.00,3.37,1.05,0.00,31.1,3.37,1.05,0.10,0.32,0.50,0.50,0.15,-0.17,-0.17,Matches
2393,Wojciech Szczęsny\Wojciech-Szczesny,pl POL,GK,Juventus,it Serie A,28,1990,28.0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
2394,Alexander Sørloth\Alexander-Sorloth,no NOR,FWMF,Crystal Palace,eng Premier League,22,1995,2.1,0.00,0.00,0.00,1.90,0.95,0.00,50.0,1.95,0.97,0.00,0.00,0.10,0.10,0.05,-0.10,-0.10,Matches
2395,Franck Tabanou\Franck-Tabanou,fr FRA,DF,Guingamp,fr Ligue 1,29,1989,2.0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
2396,Jonathan Tah\Jonathan-Tah,de GER,DF,Leverkusen,de Bundesliga,22,1996,32.6,0.09,0.00,0.00,0.37,0.12,0.00,33.3,0.37,0.12,0.25,0.75,0.06,0.06,0.15,0.04,0.04,Matches
2397,Flavien Tait\Flavien-Tait,fr FRA,MFFW,Angers,fr Ligue 1,25,1993,33.2,0.15,0.00,0.03,2.56,1.14,0.12,44.7,2.56,1.15,0.06,0.13,0.20,0.17,0.07,-0.05,-0.02,Matches
2398,Adrien Tameze\Adrien-Tameze,cm CMR,MF,Nice,fr Ligue 1,24,1994,32.7,0.00,0.00,0.00,0.58,0.12,0.00,21.1,0.58,0.12,0.00,0.00,0.03,0.02,0.04,-0.03,-0.02,Matches
2399,Strahinja Tanasijević\Strahinja-Tanasijevic,rs SRB,DF,Chievo,it Serie A,21,1997,0.2,0.00,0.00,0.00,5.00,0.00,0.00,0.0,5.29,0.00,0.00,,0.00,0.00,0.03,0.00,0.00,Matches
2400,Matt Targett\Matt-Targett,eng ENG,DFMF,Southampton,eng Premier League,22,1995,13.2,0.08,0.00,0.00,0.83,0.23,0.08,27.3,0.83,0.23,0.09,0.33,0.05,0.05,0.05,0.03,0.03,Matches
2401,Rodrigo Tarín\Rodrigo-Tarin,es ESP,DF,Leganés,es La Liga,22,1996,15.9,0.00,0.00,0.00,0.25,0.00,0.00,0.0,0.25,0.00,0.00,,0.03,0.03,0.12,-0.03,-0.03,Matches
2402,James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,eng Premier League,25,1992,34.3,0.09,0.00,0.00,0.70,0.23,0.00,33.3,0.70,0.23,0.13,0.38,0.10,0.10,0.15,-0.01,-0.01,Matches
2403,Ciprian Tătărușanu\Ciprian-Tatarusanu,ro ROU,GK,Nantes,fr Ligue 1,32,1986,26.6,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
2404,Júlio Tavares\Julio-Tavares,cv CPV,FW,Dijon,fr Ligue 1,29,1988,31.2,0.16,0.03,0.03,1.89,0.64,0.00,33.9,1.89,0.64,0.07,0.20,0.30,0.28,0.15,-0.14,-0.15,Matches
2405,Júnior Tavares\Junior-Tavares,br BRA,DF,Sampdoria,it Serie A,21,1996,2.0,0.00,0.00,0.00,0.50,0.50,0.00,100.0,0.49,0.49,0.00,0.00,0.00,0.00,0.01,0.00,0.00,Matches
2406,Taleb Tawatha\Taleb-Tawatha,il ISR,DFFW,Eint Frankfurt,de Bundesliga,26,1992,1.4,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
2407,Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,eng Premier League,24,1993,36.0,0.00,0.00,0.00,0.17,0.00,0.00,0.0,0.17,0.00,0.00,,0.00,0.00,0.02,-0.00,-0.00,Matches
2408,Malik Tchokounté\Malik-Tchokounte,fr FRA,FWMF,Caen,fr Ligue 1,29,1988,16.4,0.00,0.00,0.00,1.34,0.37,0.00,27.3,1.34,0.37,0.00,0.00,0.15,0.15,0.11,-0.15,-0.15,Matches
2409,Aurélien Tchouaméni\Aurelien-Tchouameni,fr FRA,MF,Bordeaux,fr Ligue 1,18,2000,7.8,0.00,0.00,0.00,1.15,0.26,0.00,22.2,1.15,0.26,0.00,0.00,0.05,0.05,0.04,-0.05,-0.05,Matches
2410,Georg Teigl\Georg-Teigl,at AUT,MFFW,Augsburg,de Bundesliga,27,1991,3.3,0.00,0.00,0.00,0.30,0.30,0.00,100.0,0.30,0.30,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
2411,Cristian Tello\Cristian-Tello,es ESP,DFMF,Betis,es La Liga,26,1991,17.5,0.23,0.00,0.00,2.00,0.91,0.34,45.7,2.00,0.92,0.11,0.25,0.18,0.18,0.09,0.05,0.05,Matches
2412,Łukasz Teodorczyk\Lukasz-Teodorczyk,pl POL,FWMF,Udinese,it Serie A,27,1991,4.4,0.23,0.00,0.23,2.73,0.45,0.00,16.7,2.70,0.45,0.08,0.50,0.45,0.25,0.09,-0.23,-0.02,Matches
2413,Hidde ter Avest\Hidde-ter-Avest,nl NED,DFMF,Udinese,it Serie A,21,1997,10.8,0.00,0.00,0.00,0.28,0.09,0.00,33.3,0.28,0.09,0.00,0.00,0.02,0.02,0.07,-0.02,-0.02,Matches
2414,Marc-André ter Stegen\Marc-Andre-ter-Stegen,de GER,GK,Barcelona,es La Liga,26,1992,35.0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
2415,Pietro Terracciano\Pietro-Terracciano,it ITA,GK,Fiorentina,it Serie A,28,1990,2.0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
2416,Pietro Terracciano\Pietro-Terracciano,it ITA,GK,Empoli,it Serie A,28,1990,8.0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
2417,Marco Terrazzino\Marco-Terrazzino,de GER,FWMF,Freiburg,de Bundesliga,27,1991,5.7,0.18,0.00,0.00,2.11,0.88,0.35,41.7,2.09,0.87,0.08,0.20,0.18,0.18,0.08,0.00,0.00,Matches
2418,Martin Terrier\Martin-Terrier,fr FRA,FW,Lyon,fr Ligue 1,21,1997,16.5,0.55,0.00,0.00,2.12,0.97,0.00,45.7,2.12,0.97,0.26,0.56,0.25,0.25,0.12,0.29,0.29,Matches
2419,Kenny Tete\Kenny-Tete,nl NED,DF,Lyon,fr Ligue 1,22,1995,11.6,0.00,0.00,0.00,0.69,0.17,0.00,25.0,0.69,0.17,0.00,0.00,0.07,0.07,0.09,-0.07,-0.07,Matches
2420,Cedric Teuchert\Cedric-Teuchert,de GER,FW,Schalke 04,de Bundesliga,21,1997,1.8,0.00,0.00,0.00,0.56,0.56,0.00,100.0,0.56,0.56,0.00,0.00,0.00,0.00,0.04,0.00,0.00,Matches
2421,Florian Thauvin\Florian-Thauvin,fr FRA,FWMF,Marseille,fr Ligue 1,25,1993,29.0,0.55,0.07,0.07,3.41,1.10,0.24,32.3,3.41,1.10,0.14,0.44,0.39,0.34,0.10,0.16,0.14,Matches
2422,Cyril Théréau\Cyril-Thereau,fr FRA,FW,Fiorentina,it Serie A,35,1983,0.3,0.00,0.00,0.00,3.33,0.00,0.00,0.0,3.00,0.00,0.00,,0.00,0.00,0.04,0.00,0.00,Matches
2423,Cyril Théréau\Cyril-Thereau,fr FRA,FWMF,Cagliari,it Serie A,35,1983,1.5,0.00,0.00,0.00,1.33,0.00,0.00,0.0,1.37,0.00,0.00,,0.07,0.07,0.03,-0.07,-0.07,Matches
2424,Sada Thioub\Sada-Thioub,sn SEN,FWMF,Nîmes,fr Ligue 1,23,1995,27.5,0.11,0.00,0.00,1.31,0.55,0.00,41.7,1.31,0.55,0.08,0.20,0.12,0.12,0.09,-0.01,-0.01,Matches
2425,Romain Thomas\Romain-Thomas,fr FRA,DF,Angers,fr Ligue 1,30,1988,26.6,0.08,0.00,0.00,0.53,0.19,0.00,35.7,0.53,0.19,0.14,0.40,0.06,0.06,0.11,0.02,0.02,Matches
2426,Adrien Thomasson\Adrien-Thomasson,fr FRA,MFFW,Strasbourg,fr Ligue 1,24,1993,27.5,0.18,0.00,0.00,1.93,0.62,0.00,32.1,1.92,0.62,0.09,0.29,0.17,0.16,0.09,0.01,0.02,Matches
2427,Erik Thommy\Erik-Thommy,de GER,MFFW,Stuttgart,de Bundesliga,23,1994,8.8,0.11,0.00,0.00,2.61,0.57,0.57,21.7,2.61,0.57,0.04,0.20,0.13,0.13,0.05,-0.01,-0.01,Matches
2428,Marcus Thuram\Marcus-Thuram,fr FRA,FWMF,Guingamp,fr Ligue 1,20,1997,28.6,0.31,0.14,0.17,2.10,0.77,0.00,36.7,2.10,0.77,0.08,0.23,0.35,0.22,0.10,-0.04,-0.04,Matches
2429,Youri Tielemans\Youri-Tielemans,be BEL,MF,Leicester City,eng Premier League,21,1997,12.1,0.25,0.00,0.00,2.48,0.83,0.17,33.3,2.49,0.83,0.10,0.30,0.15,0.15,0.06,0.10,0.10,Matches
2430,Youri Tielemans\Youri-Tielemans,be BEL,MF,Monaco,fr Ligue 1,21,1997,18.7,0.27,0.05,0.05,1.87,0.43,0.27,22.9,1.87,0.43,0.11,0.50,0.17,0.12,0.07,0.10,0.09,Matches
2431,Timothy Tillman\Timothy-Tillman,de GER,FWMF,Nürnberg,de Bundesliga,19,1999,2.3,0.00,0.00,0.00,1.30,0.00,0.00,0.0,1.31,0.00,0.00,,0.09,0.09,0.06,-0.09,-0.09,Matches
2432,Cheick Timite\Cheick-Timite,ci CIV,FWMF,Amiens,fr Ligue 1,20,1997,16.2,0.06,0.00,0.00,2.10,0.56,0.00,26.5,2.10,0.56,0.03,0.11,0.16,0.16,0.08,-0.10,-0.10,Matches
2433,David Timor\David-Timor,es ESP,MFFW,Girona,es La Liga,28,1989,1.8,0.00,0.00,0.00,2.22,0.00,0.00,0.0,2.21,0.00,0.00,,0.06,0.06,0.03,-0.06,-0.06,Matches
2434,George Timotheou\George-Timotheou,au AUS,DF,Schalke 04,de Bundesliga,21,1997,1.0,0.00,0.00,0.00,2.00,0.00,0.00,0.0,2.00,0.00,0.00,,0.00,0.00,0.02,0.00,0.00,Matches
2435,Marcel Tisserand\Marcel-Tisserand,cd COD,DF,Wolfsburg,de Bundesliga,25,1993,9.8,0.10,0.00,0.00,1.02,0.20,0.00,20.0,1.02,0.20,0.10,0.50,0.17,0.17,0.17,-0.07,-0.07,Matches
2436,Tito\Tito,es ESP,DF,Rayo Vallecano,es La Liga,33,1985,12.2,0.00,0.00,0.00,0.08,0.08,0.00,100.0,0.08,0.08,0.00,0.00,0.02,0.02,0.15,-0.02,-0.02,Matches
2437,Jean-Clair Todibo\Jean-Clair-Todibo,fr FRA,DF,Barcelona,es La Liga,18,1999,1.7,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
2438,Jean-Clair Todibo\Jean-Clair-Todibo,fr FRA,DF,Toulouse,fr Ligue 1,18,1999,9.3,0.11,0.00,0.00,0.22,0.22,0.00,100.0,0.22,0.22,0.50,0.50,0.03,0.03,0.16,0.08,0.08,Matches
2439,Karl Toko Ekambi\Karl-Toko-Ekambi,cm CMR,FW,Villarreal,es La Liga,25,1992,23.8,0.42,0.00,0.04,2.39,1.34,0.00,56.1,2.39,1.34,0.18,0.31,0.45,0.42,0.17,-0.03,0.00,Matches
2440,Corentin Tolisso\Corentin-Tolisso,fr FRA,MF,Bayern Munich,de Bundesliga,23,1994,0.6,1.67,0.00,0.00,3.33,1.67,0.00,50.0,3.46,1.73,0.50,1.00,0.50,0.50,0.16,1.17,1.17,Matches
2441,Rafael Tolói\Rafael-Toloi,br BRA,DF,Atalanta,it Serie A,27,1990,19.4,0.05,0.00,0.00,1.44,0.36,0.00,25.0,1.44,0.36,0.04,0.14,0.09,0.09,0.06,-0.04,-0.04,Matches
2442,Raúl de Tomás\Raul-de-Tomas,es ESP,FW,Rayo Vallecano,es La Liga,23,1994,31.3,0.45,0.00,0.00,3.48,1.47,0.22,42.2,3.49,1.47,0.13,0.30,0.38,0.38,0.11,0.06,0.06,Matches
2443,James Tomkins\James-Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,29,1989,28.4,0.04,0.00,0.00,0.81,0.25,0.00,30.4,0.81,0.25,0.04,0.14,0.05,0.05,0.06,-0.02,-0.02,Matches
2444,Nenad Tomović\Nenad-Tomovic,rs SRB,DF,Chievo,it Serie A,30,1987,8.2,0.12,0.00,0.00,0.49,0.12,0.00,25.0,0.49,0.12,0.25,1.00,0.06,0.06,0.13,0.06,0.06,Matches
2445,Lorenzo Tonelli\Lorenzo-Tonelli,it ITA,DF,Sampdoria,it Serie A,28,1990,18.4,0.05,0.00,0.00,0.38,0.16,0.00,42.9,0.38,0.16,0.14,0.33,0.02,0.02,0.05,0.03,0.03,Matches
2446,Toño\Tono,es ESP,DFMF,Levante,es La Liga,28,1989,19.6,0.10,0.00,0.00,0.71,0.20,0.05,28.6,0.71,0.20,0.14,0.50,0.06,0.06,0.08,0.05,0.05,Matches
2447,Ömer Toprak\Omer-Toprak,tr TUR,DF,Dortmund,de Bundesliga,29,1989,2.6,0.00,0.00,0.00,0.77,0.00,0.00,0.0,0.76,0.00,0.00,,0.04,0.04,0.05,-0.04,-0.04,Matches
2448,Lucas Torreira\Lucas-Torreira,uy URU,MF,Arsenal,eng Premier League,22,1996,26.5,0.08,0.00,0.00,0.91,0.23,0.08,25.0,0.91,0.23,0.08,0.33,0.06,0.06,0.06,0.02,0.02,Matches
2449,Daniel Torres\Daniel-Torres,co COL,MF,Alavés,es La Liga,28,1989,0.8,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
2450,Ferrán Torres\Ferran-Torres,es ESP,MFFW,Valencia,es La Liga,18,2000,9.4,0.21,0.00,0.00,1.70,0.64,0.00,37.5,1.69,0.64,0.13,0.33,0.15,0.15,0.09,0.06,0.06,Matches
2451,Lucas Torró\Lucas-Torro,es ESP,MF,Eint Frankfurt,de Bundesliga,24,1994,6.2,0.00,0.00,0.00,0.81,0.16,0.00,20.0,0.80,0.16,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,Matches
2452,Jordan Torunarigha\Jordan-Torunarigha,de GER,DF,Hertha BSC,de Bundesliga,20,1997,12.9,0.16,0.00,0.00,0.47,0.16,0.00,33.3,0.47,0.16,0.33,1.00,0.05,0.05,0.12,0.10,0.10,Matches
2453,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Everton,eng Premier League,27,1991,11.8,0.25,0.00,0.00,2.88,1.27,0.00,44.1,2.89,1.27,0.09,0.20,0.34,0.34,0.12,-0.08,-0.08,Matches
2454,Abdoulaye Touré\Abdoulaye-Toure,fr FRA,MF,Nantes,fr Ligue 1,24,1994,30.5,0.10,0.00,0.00,1.90,0.46,0.00,24.1,1.90,0.46,0.05,0.21,0.08,0.08,0.04,0.02,0.02,Matches
2455,Almamy Touré\Almamy-Toure,ml MLI,DF,Eint Frankfurt,de Bundesliga,22,1996,5.8,0.00,0.00,0.00,0.34,0.00,0.00,0.0,0.35,0.00,0.00,,0.03,0.03,0.10,-0.03,-0.03,Matches
2456,Almamy Touré\Almamy-Toure,ml MLI,DF,Monaco,fr Ligue 1,22,1996,3.8,0.00,0.00,0.00,0.26,0.00,0.00,0.0,0.26,0.00,0.00,,0.00,0.00,0.03,0.00,0.00,Matches
2457,Lucas Tousart\Lucas-Tousart,fr FRA,MF,Lyon,fr Ligue 1,21,1997,19.2,0.00,0.00,0.00,1.15,0.31,0.00,27.3,1.15,0.31,0.00,0.00,0.05,0.05,0.04,-0.05,-0.05,Matches
2458,Andros Townsend\Andros-Townsend,eng ENG,FWMF,Crystal Palace,eng Premier League,27,1991,33.4,0.18,0.00,0.00,1.86,0.51,0.00,27.4,1.85,0.51,0.10,0.35,0.15,0.15,0.08,0.03,0.03,Matches
2459,Adama Traoré\Adama-Traore,ml MLI,MFFW,Monaco,fr Ligue 1,23,1995,2.7,0.00,0.00,0.00,2.22,0.37,0.00,16.7,2.25,0.37,0.00,0.00,0.11,0.11,0.05,-0.11,-0.11,Matches
2460,Adama Traoré\Adama-Traore,es ESP,FWDF,Wolves,eng Premier League,22,1996,10.0,0.10,0.00,0.00,1.90,0.70,0.00,36.8,1.90,0.70,0.05,0.14,0.11,0.11,0.06,-0.01,-0.01,Matches
2461,Bertrand Traoré\Bertrand-Traore,bf BFA,FW,Lyon,fr Ligue 1,22,1995,23.5,0.30,0.00,0.00,2.81,1.19,0.09,42.4,2.81,1.19,0.11,0.25,0.25,0.25,0.09,0.05,0.05,Matches
2462,Charles Traore\Charles-Traore,ml MLI,DF,Nantes,fr Ligue 1,26,1992,12.9,0.00,0.00,0.00,0.62,0.23,0.00,37.5,0.62,0.23,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
2463,Cheick Traoré\Cheick-Traore,ml MLI,DF,Guingamp,fr Ligue 1,23,1995,16.8,0.00,0.00,0.00,0.48,0.12,0.00,25.0,0.48,0.12,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,Matches
2464,Gaoussou Traoré\Gaoussou-Traore,fr FRA,MF,Amiens,fr Ligue 1,18,1999,1.2,0.00,0.00,0.00,0.83,0.83,0.00,100.0,0.84,0.84,0.00,0.00,0.08,0.08,0.10,-0.08,-0.08,Matches
2465,Hamari Traoré\Hamari-Traore,ml MLI,DF,Rennes,fr Ligue 1,26,1992,33.0,0.00,0.00,0.00,0.91,0.27,0.00,30.0,0.91,0.27,0.00,0.00,0.07,0.07,0.08,-0.07,-0.07,Matches
2466,Ibrahima Traoré\Ibrahima-Traore,gn GUI,FWMF,M'gladbach,de Bundesliga,30,1988,6.1,0.00,0.00,0.00,2.46,0.82,0.00,33.3,2.45,0.82,0.00,0.00,0.15,0.15,0.06,-0.15,-0.15,Matches
2467,Ismaël Traoré\Ismael-Traore,ci CIV,DF,Angers,fr Ligue 1,31,1986,29.3,0.10,0.00,0.00,0.55,0.20,0.00,37.5,0.55,0.20,0.19,0.50,0.12,0.12,0.23,-0.02,-0.02,Matches
2468,Kevin Trapp\Kevin-Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,28,1990,32.6,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
2469,Mark Travers\Mark-Travers,ie IRL,GK,Bournemouth,eng Premier League,19,1999,2.0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
2470,Óscar Trejo\Oscar-Trejo,ar ARG,MFFW,Rayo Vallecano,es La Liga,30,1988,19.6,0.05,0.05,0.05,0.97,0.26,0.00,26.3,0.97,0.26,0.00,0.00,0.10,0.06,0.07,-0.05,-0.06,Matches
2471,Driss Trichard\Driss-Trichard,fr FRA,DF,Bordeaux,fr Ligue 1,23,1995,1.0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
2472,Manu Trigueros\Manu-Trigueros,es ESP,MF,Villarreal,es La Liga,26,1991,17.2,0.00,0.00,0.00,0.99,0.06,0.06,5.9,0.99,0.06,0.00,0.00,0.03,0.03,0.03,-0.03,-0.03,Matches
2473,Kieran Trippier\Kieran-Trippier,eng ENG,DF,Tottenham,eng Premier League,27,1990,25.3,0.04,0.00,0.00,0.32,0.12,0.16,37.5,0.32,0.12,0.13,0.33,0.02,0.02,0.06,0.02,0.02,Matches
2474,William Troost-Ekong\William-Troost-Ekong,ng NGA,DF,Udinese,it Serie A,24,1993,34.0,0.00,0.00,0.00,0.26,0.00,0.00,0.0,0.26,0.00,0.00,,0.01,0.01,0.06,-0.01,-0.01,Matches
2475,Marcello Trotta\Marcello-Trotta,it ITA,FW,Frosinone,it Serie A,25,1992,4.4,0.00,0.00,0.00,1.14,0.68,0.00,60.0,1.13,0.68,0.00,0.00,0.11,0.11,0.10,-0.11,-0.11,Matches
2476,Marcello Trotta\Marcello-Trotta,it ITA,FW,Sassuolo,it Serie A,25,1992,0.1,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
2477,Philipp Tschauner\Philipp-Tschauner,de GER,GK,Hannover 96,de Bundesliga,32,1985,1.0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
2478,Marco Tumminello\Marco-Tumminello,it ITA,FWDF,Atalanta,it Serie A,19,1998,0.1,0.00,0.00,0.00,10.0,0.00,0.00,0.0,10.00,0.00,0.00,,0.00,0.00,0.03,0.00,0.00,Matches
2479,Patrick Twumasi\Patrick-Twumasi,gh GHA,MFFW,Alavés,es La Liga,24,1994,1.9,0.00,0.00,0.00,1.58,1.05,0.00,66.7,1.59,1.06,0.00,0.00,0.05,0.05,0.05,-0.05,-0.05,Matches
2480,Salih Uçan\Salih-Ucan,tr TUR,MFDF,Empoli,it Serie A,24,1994,2.9,0.34,0.00,0.00,3.79,1.38,0.69,36.4,3.82,1.39,0.09,0.25,0.38,0.38,0.10,-0.03,-0.03,Matches
2481,Anthony Ujah\Anthony-Ujah,ng NGA,FW,Mainz 05,de Bundesliga,27,1990,8.2,0.49,0.00,0.00,3.41,1.34,0.00,39.3,3.43,1.35,0.14,0.36,0.49,0.49,0.16,0.00,0.00,Matches
2482,Sven Ulreich\Sven-Ulreich,de GER,GK,Bayern Munich,de Bundesliga,29,1988,8.4,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
