Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,PK,PKatt,Sh,SoT,FK,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2483,Samuel Umtiti\Samuel-Umtiti,fr FRA,DF,Barcelona,es La Liga,24,1993,13.2,0.00,0.00,0.00,0.15,0.00,0.00,0.0,0.15,0.00,0.00,,0.02,0.02,0.08,-0.02,-0.02,Matches
2484,Enes Ünal\Enes-Unal,tr TUR,FW,Valladolid,es La Liga,21,1997,23.9,0.25,0.13,0.13,2.05,0.54,0.04,26.5,2.05,0.54,0.06,0.23,0.31,0.21,0.11,-0.06,-0.09,Matches
2485,Cengiz Ünder\Cengiz-Under,tr TUR,FW,Roma,it Serie A,21,1997,15.3,0.20,0.00,0.00,2.75,0.78,0.00,28.6,2.75,0.79,0.07,0.25,0.20,0.20,0.07,0.00,0.00,Matches
2486,Joel Untersee\Joel-Untersee,ch SUI,DF,Empoli,it Serie A,24,1994,1.4,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
2487,Dayot Upamecano\Dayot-Upamecano,fr FRA,DF,RB Leipzig,de Bundesliga,19,1998,14.4,0.00,0.00,0.00,0.69,0.07,0.00,10.0,0.70,0.07,0.00,0.00,0.04,0.04,0.06,-0.04,-0.04,Matches
2488,Takashi Usami\Takashi-Usami,jp JPN,FWMF,Düsseldorf,de Bundesliga,26,1992,9.8,0.10,0.00,0.00,2.76,0.82,0.00,29.6,2.76,0.82,0.04,0.13,0.20,0.20,0.07,-0.10,-0.10,Matches
2489,Mark Uth\Mark-Uth,de GER,FWMF,Schalke 04,de Bundesliga,26,1991,15.6,0.13,0.00,0.00,2.69,1.09,0.00,40.5,2.69,1.09,0.05,0.12,0.29,0.29,0.11,-0.17,-0.17,Matches
2490,Tomáš Vaclík\Tomas-Vaclik,cz CZE,GK,Sevilla,es La Liga,29,1989,33.0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
2491,Valentín Vada\Valentin-Vada,ar ARG,MF,Bordeaux,fr Ligue 1,22,1996,0.4,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
2492,Valentín Vada\Valentin-Vada,ar ARG,MF,Saint-Étienne,fr Ligue 1,22,1996,4.5,0.22,0.00,0.00,1.56,0.22,0.00,14.3,1.56,0.22,0.14,1.00,0.09,0.09,0.06,0.13,0.13,Matches
2493,William Vainqueur\William-Vainqueur,fr FRA,MF,Monaco,fr Ligue 1,29,1988,0.9,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
2494,Mirko Valdifiori\Mirko-Valdifiori,it ITA,MF,SPAL,it Serie A,32,1986,7.4,0.00,0.00,0.00,0.81,0.14,0.00,16.7,0.81,0.13,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,Matches
2495,Pierrick Valdivia\Pierrick-Valdivia,fr FRA,MF,Nîmes,fr Ligue 1,30,1988,0.3,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
2496,Antonio Valencia\Antonio-Valencia,ec ECU,DFMF,Manchester Utd,eng Premier League,32,1985,5.2,0.00,0.00,0.00,0.38,0.00,0.00,0.0,0.39,0.00,0.00,,0.02,0.02,0.04,-0.02,-0.02,Matches
2497,Enrico Valentini\Enrico-Valentini,it ITA,DF,Nürnberg,de Bundesliga,29,1989,14.4,0.00,0.00,0.00,0.56,0.07,0.07,12.5,0.55,0.07,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,Matches
2498,Borja Valero\Borja-Valero,es ESP,MF,Inter,it Serie A,33,1985,13.7,0.00,0.00,0.00,0.88,0.07,0.00,8.3,0.88,0.07,0.00,0.00,0.04,0.04,0.04,-0.04,-0.04,Matches
2499,Valery\Valery,es ESP,DFMF,Girona,es La Liga,18,1999,9.9,0.00,0.00,0.00,0.20,0.10,0.00,50.0,0.20,0.10,0.00,0.00,0.01,0.01,0.06,-0.01,-0.01,Matches
2500,Yan Valery\Yan-Valery,fr FRA,DFMF,Southampton,eng Premier League,19,1999,19.0,0.11,0.00,0.00,0.32,0.26,0.00,83.3,0.32,0.26,0.33,0.40,0.03,0.03,0.09,0.07,0.07,Matches
2501,Jesús Vallejo\Jesus-Vallejo,es ESP,DFMF,Real Madrid,es La Liga,21,1997,3.5,0.29,0.00,0.00,0.29,0.29,0.00,100.0,0.29,0.29,1.00,1.00,0.17,0.17,0.63,0.11,0.11,Matches
2502,Theo Valls\Theo-Valls,fr FRA,MF,Nîmes,fr Ligue 1,22,1995,19.7,0.00,0.00,0.00,1.12,0.20,0.00,18.2,1.12,0.20,0.00,0.00,0.05,0.05,0.04,-0.05,-0.05,Matches
2503,Mattia Valoti\Mattia-Valoti,it ITA,MF,SPAL,it Serie A,24,1993,13.6,0.15,0.00,0.00,1.54,0.29,0.00,19.0,1.55,0.29,0.10,0.50,0.11,0.11,0.07,0.04,0.04,Matches
2504,Federico Valverde\Federico-Valverde,uy URU,MF,Real Madrid,es La Liga,20,1998,7.3,0.00,0.00,0.00,0.68,0.00,0.00,0.0,0.69,0.00,0.00,,0.01,0.01,0.02,-0.01,-0.01,Matches
2505,Luca Valzania\Luca-Valzania,it ITA,MF,Frosinone,it Serie A,22,1996,10.0,0.20,0.00,0.00,1.90,0.70,0.00,36.8,1.91,0.70,0.11,0.29,0.16,0.16,0.08,0.04,0.04,Matches
2506,Luca Valzania\Luca-Valzania,it ITA,MFFW,Atalanta,it Serie A,22,1996,0.8,0.00,0.00,0.00,1.25,0.00,0.00,0.0,1.23,0.00,0.00,,0.00,0.00,0.01,0.00,0.00,Matches
2507,Raphaël Varane\Raphael-Varane,fr FRA,DF,Real Madrid,es La Liga,25,1993,30.6,0.07,0.00,0.00,0.56,0.10,0.00,17.6,0.56,0.10,0.12,0.67,0.07,0.07,0.13,-0.01,-0.01,Matches
2508,Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,eng Premier League,31,1987,30.3,0.59,0.13,0.17,2.48,1.06,0.00,42.7,2.48,1.06,0.19,0.44,0.56,0.44,0.18,0.03,0.03,Matches
2509,Franco Vázquez\Franco-Vazquez,ar ARG,MFFW,Sevilla,es La Liga,29,1989,25.3,0.12,0.00,0.00,1.74,0.36,0.00,20.5,1.74,0.36,0.07,0.33,0.18,0.18,0.11,-0.06,-0.06,Matches
2510,Kevin Vázquez\Kevin-Vazquez,es ESP,DF,Celta Vigo,es La Liga,25,1993,2.4,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
2511,Lucas Vázquez\Lucas-Vazquez,es ESP,FW,Real Madrid,es La Liga,27,1991,16.8,0.06,0.00,0.00,1.37,0.60,0.00,43.5,1.37,0.60,0.04,0.10,0.16,0.16,0.12,-0.10,-0.10,Matches
2512,Matías Vecino\Matias-Vecino,uy URU,MF,Inter,it Serie A,26,1991,22.4,0.13,0.00,0.00,1.92,0.63,0.00,32.6,1.92,0.63,0.07,0.21,0.22,0.22,0.12,-0.09,-0.09,Matches
2513,Koke Vegas\Koke-Vegas,es ESP,GK,Levante,es La Liga,22,1995,1.0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
2514,Emiliano Velázquez\Emiliano-Velazquez,uy URU,DF,Rayo Vallecano,es La Liga,24,1994,14.2,0.00,0.00,0.00,0.63,0.21,0.00,33.3,0.63,0.21,0.00,0.00,0.06,0.06,0.09,-0.06,-0.06,Matches
2515,Miloš Veljković\Milos-Veljkovic,rs SRB,DF,Werder Bremen,de Bundesliga,22,1995,20.9,0.05,0.00,0.00,0.43,0.24,0.00,55.6,0.43,0.24,0.11,0.20,0.04,0.04,0.10,0.00,0.00,Matches
2516,Miguel Veloso\Miguel-Veloso,pt POR,MF,Genoa,it Serie A,32,1986,14.0,0.00,0.00,0.00,2.07,0.36,0.43,17.2,2.08,0.36,0.00,0.00,0.06,0.06,0.03,-0.06,-0.06,Matches
2517,Daniele Verde\Daniele-Verde,it ITA,FWMF,Valladolid,es La Liga,22,1996,7.3,0.27,0.14,0.14,3.29,1.23,0.82,37.5,3.29,1.23,0.04,0.11,0.22,0.12,0.04,0.05,0.01,Matches
2518,Francesco Verde\Francesco-Verde,it ITA,FW,Cagliari,it Serie A,19,1999,0.1,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
2519,Simone Verdi\Simone-Verdi,it ITA,MFFW,Napoli,it Serie A,26,1992,7.8,0.38,0.13,0.13,2.44,0.90,0.13,36.8,2.43,0.89,0.11,0.29,0.31,0.21,0.08,0.08,0.05,Matches
2520,Jordan Veretout\Jordan-Veretout,fr FRA,MF,Fiorentina,it Serie A,25,1993,32.7,0.15,0.15,0.18,0.95,0.18,0.09,19.4,0.95,0.18,0.00,0.00,0.18,0.04,0.04,-0.02,-0.04,Matches
2521,Paul Verhaegh\Paul-Verhaegh,nl NED,DF,Wolfsburg,de Bundesliga,34,1983,2.0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
2522,Thomas Vermaelen\Thomas-Vermaelen,be BEL,DF,Barcelona,es La Liga,32,1985,6.5,0.00,0.00,0.00,0.31,0.00,0.00,0.0,0.31,0.00,0.00,,0.02,0.02,0.04,-0.02,-0.02,Matches
2523,Marco Verratti\Marco-Verratti,it ITA,MF,Paris S-G,fr Ligue 1,25,1992,20.9,0.00,0.00,0.00,0.14,0.00,0.00,0.0,0.14,0.00,0.00,,0.00,0.00,0.03,-0.00,-0.00,Matches
2524,Jan Vertonghen\Jan-Vertonghen,be BEL,DF,Tottenham,eng Premier League,31,1987,21.2,0.05,0.00,0.00,0.75,0.09,0.00,12.5,0.75,0.09,0.06,0.50,0.07,0.07,0.10,-0.02,-0.02,Matches
2525,Freddie Veseli\Freddie-Veseli,al ALB,DF,Empoli,it Serie A,25,1992,28.2,0.00,0.00,0.00,0.18,0.00,0.00,0.0,0.18,0.00,0.00,,0.01,0.01,0.06,-0.01,-0.01,Matches
2526,Mikel Vesga\Mikel-Vesga,es ESP,MF,Leganés,es La Liga,25,1993,23.0,0.04,0.00,0.00,0.48,0.09,0.00,18.2,0.48,0.09,0.09,0.50,0.02,0.02,0.05,0.02,0.02,Matches
2527,Jannik Vestergaard\Jannik-Vestergaard,dk DEN,DF,Southampton,eng Premier League,25,1992,22.5,0.00,0.00,0.00,0.58,0.04,0.04,7.7,0.58,0.04,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,Matches
2528,Rúben Vezo\Ruben-Vezo,pt POR,DF,Levante,es La Liga,24,1994,14.9,0.13,0.00,0.00,0.40,0.20,0.00,50.0,0.40,0.20,0.33,0.67,0.04,0.04,0.11,0.09,0.09,Matches
2529,Rúben Vezo\Ruben-Vezo,pt POR,DF,Valencia,es La Liga,24,1994,2.2,0.00,0.00,0.00,0.91,0.00,0.00,0.0,0.92,0.00,0.00,,0.09,0.09,0.11,-0.09,-0.09,Matches
2530,Francesco Vicari\Francesco-Vicari,it ITA,DF,SPAL,it Serie A,23,1994,25.9,0.08,0.00,0.00,0.27,0.15,0.00,57.1,0.27,0.15,0.29,0.50,0.01,0.01,0.04,0.07,0.07,Matches
2531,Aleix Vidal\Aleix-Vidal,es ESP,DFMF,Sevilla,es La Liga,28,1989,5.9,0.00,0.00,0.00,1.36,0.85,0.00,62.5,1.36,0.85,0.00,0.00,0.07,0.07,0.05,-0.07,-0.07,Matches
2532,Arturo Vidal\Arturo-Vidal,cl CHI,MF,Barcelona,es La Liga,31,1987,21.4,0.14,0.00,0.00,1.17,0.42,0.00,36.0,1.17,0.42,0.12,0.33,0.15,0.15,0.13,-0.01,-0.01,Matches
2533,Ronaldo Vieira\Ronaldo-Vieira,gw GNB,MF,Sampdoria,it Serie A,20,1998,6.7,0.00,0.00,0.00,1.04,0.45,0.00,42.9,1.05,0.45,0.00,0.00,0.06,0.06,0.06,-0.06,-0.06,Matches
2534,Luciano Vietto\Luciano-Vietto,ar ARG,FWMF,Fulham,eng Premier League,24,1993,11.0,0.09,0.00,0.00,2.18,0.73,0.00,33.3,2.19,0.73,0.04,0.13,0.19,0.19,0.09,-0.10,-0.10,Matches
2535,Carlos Vigaray\Carlos-Vigaray,es ESP,DF,Alavés,es La Liga,23,1994,7.2,0.00,0.00,0.00,0.14,0.00,0.00,0.0,0.14,0.00,0.00,,0.00,0.00,0.02,0.00,0.00,Matches
2536,Emanuel Vignato\Emanuel-Vignato,it ITA,MF,Chievo,it Serie A,17,2000,7.3,0.14,0.00,0.00,1.23,0.55,0.00,44.4,1.24,0.55,0.11,0.25,0.05,0.05,0.04,0.08,0.08,Matches
2537,Dídac Vilà\Didac-Vila,es ESP,DF,Espanyol,es La Liga,29,1989,26.2,0.00,0.00,0.00,0.92,0.27,0.00,29.2,0.92,0.27,0.00,0.00,0.09,0.09,0.10,-0.09,-0.09,Matches
2538,Toni Villa\Toni-Villa,es ESP,MFFW,Valladolid,es La Liga,23,1995,19.6,0.10,0.00,0.00,1.89,0.66,0.05,35.1,1.89,0.66,0.05,0.15,0.13,0.13,0.07,-0.03,-0.03,Matches
2539,Rúben Vinagre\Ruben-Vinagre,pt POR,DFMF,Wolves,eng Premier League,19,1999,7.9,0.00,0.00,0.00,0.63,0.51,0.00,80.0,0.63,0.51,0.00,0.00,0.04,0.04,0.06,-0.04,-0.04,Matches
2540,Vitolo\Vitolo,es ESP,MFFW,Atlético Madrid,es La Liga,28,1989,8.4,0.00,0.00,0.00,0.83,0.12,0.00,14.3,0.84,0.12,0.00,0.00,0.07,0.07,0.08,-0.07,-0.07,Matches
2541,Federico Viviani\Federico-Viviani,it ITA,MF,Frosinone,it Serie A,26,1992,3.7,0.00,0.00,0.00,1.08,0.00,0.00,0.0,1.07,0.00,0.00,,0.05,0.05,0.04,-0.05,-0.05,Matches
2542,Emiliano Viviano\Emiliano-Viviano,it ITA,GK,SPAL,it Serie A,32,1985,16.9,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
2543,Felipe Vizeu\Felipe-Vizeu,br BRA,FWDF,Udinese,it Serie A,21,1997,0.4,0.00,0.00,0.00,2.50,0.00,0.00,0.0,2.81,0.00,0.00,,0.00,0.00,0.03,0.00,0.00,Matches
2544,Dušan Vlahović\Dusan-Vlahovic,rs SRB,FWMF,Fiorentina,it Serie A,18,2000,1.8,0.00,0.00,0.00,5.56,0.56,0.00,10.0,5.63,0.56,0.00,0.00,0.56,0.56,0.10,-0.56,-0.56,Matches
2545,Rai Vloet\Rai-Vloet,nl NED,FWDF,Frosinone,it Serie A,23,1995,1.4,0.00,0.00,0.00,3.57,1.43,0.00,40.0,3.69,1.48,0.00,0.00,0.21,0.21,0.06,-0.21,-0.21,Matches
2546,Kevin Vogt\Kevin-Vogt,de GER,DF,Hoffenheim,de Bundesliga,26,1991,26.6,0.00,0.00,0.00,0.19,0.04,0.00,20.0,0.19,0.04,0.00,0.00,0.01,0.01,0.06,-0.01,-0.01,Matches
2547,Sam Vokes\Sam-Vokes,wal WAL,FW,Burnley,eng Premier League,28,1989,10.2,0.29,0.00,0.00,2.25,0.69,0.00,30.4,2.26,0.69,0.13,0.43,0.25,0.25,0.11,0.05,0.05,Matches
2548,Kevin Volland\Kevin-Volland,de GER,FW,Leverkusen,de Bundesliga,26,1992,31.3,0.45,0.00,0.00,2.84,1.44,0.06,50.6,2.85,1.44,0.16,0.31,0.46,0.46,0.16,-0.01,-0.01,Matches
2549,Michel Vorm\Michel-Vorm,nl NED,GK,Tottenham,eng Premier League,34,1983,2.0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
2550,Stefan de Vrij\Stefan-de-Vrij,nl NED,DF,Inter,it Serie A,26,1992,28.0,0.07,0.00,0.00,0.64,0.25,0.00,38.9,0.64,0.25,0.11,0.29,0.07,0.07,0.12,-0.00,-0.00,Matches
2551,Šime Vrsaljko\Sime-Vrsaljko,hr CRO,DF,Inter,it Serie A,26,1992,8.1,0.00,0.00,0.00,0.12,0.12,0.00,100.0,0.12,0.12,0.00,0.00,0.00,0.00,0.01,0.00,0.00,Matches
2552,Nikola Vukčević\Nikola-Vukcevic,me MNE,MF,Levante,es La Liga,26,1991,7.4,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
2553,Matěj Vydra\Matej-Vydra,cz CZE,FWMF,Burnley,eng Premier League,26,1992,3.5,0.29,0.00,0.00,1.71,0.86,0.00,50.0,1.70,0.85,0.17,0.33,0.43,0.43,0.25,-0.14,-0.14,Matches
2554,Paul Wade\Paul-Wade,fr FRA,FW,Nice,fr Ligue 1,18,2000,0.1,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
2555,Sandro Wagner\Sandro-Wagner,de GER,FW,Bayern Munich,de Bundesliga,30,1987,1.6,0.00,0.00,0.00,1.88,1.25,0.00,66.7,1.89,1.26,0.00,0.00,0.50,0.50,0.25,-0.50,-0.50,Matches
2556,Molla Wagué\Molla-Wague,ml MLI,DF,Udinese,it Serie A,27,1991,1.1,0.00,0.00,0.00,2.73,0.91,0.00,33.3,2.84,0.95,0.00,0.00,0.18,0.18,0.07,-0.18,-0.18,Matches
2557,Moussa Wagué\Moussa-Wague,sn SEN,DF,Barcelona,es La Liga,19,1998,2.5,0.00,0.00,0.00,0.40,0.40,0.00,100.0,0.40,0.40,0.00,0.00,0.04,0.04,0.11,-0.04,-0.04,Matches
2558,Wakaso\Wakaso,gh GHA,MF,Alavés,es La Liga,28,1990,18.5,0.05,0.00,0.00,1.73,0.32,0.05,18.8,1.73,0.32,0.03,0.17,0.08,0.08,0.04,-0.02,-0.02,Matches
2559,Walace\Walace,br BRA,MF,Hannover 96,de Bundesliga,23,1995,22.2,0.05,0.00,0.00,0.90,0.27,0.00,30.0,0.90,0.27,0.05,0.17,0.04,0.04,0.04,0.00,0.00,Matches
2560,Theo Walcott\Theo-Walcott,eng ENG,FWMF,Everton,eng Premier League,29,1989,23.5,0.21,0.00,0.00,1.83,0.89,0.00,48.8,1.83,0.89,0.12,0.24,0.25,0.25,0.14,-0.04,-0.04,Matches
2561,Luca Waldschmidt\Luca-Waldschmidt,de GER,FWMF,Freiburg,de Bundesliga,22,1996,19.1,0.47,0.16,0.16,3.04,1.26,0.16,41.4,3.04,1.26,0.10,0.25,0.37,0.25,0.08,0.10,0.06,Matches
2562,Kyle Walker\Kyle-Walker,eng ENG,DF,Manchester City,eng Premier League,28,1990,30.9,0.03,0.00,0.00,0.65,0.10,0.03,15.0,0.65,0.10,0.05,0.33,0.02,0.02,0.04,0.01,0.01,Matches
2563,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Tottenham,eng Premier League,21,1997,4.2,0.00,0.00,0.00,0.48,0.00,0.00,0.0,0.48,0.00,0.00,,0.07,0.07,0.15,-0.07,-0.07,Matches
2564,Wallace\Wallace,br BRA,DF,Lazio,it Serie A,23,1994,13.7,0.00,0.00,0.00,0.73,0.15,0.00,20.0,0.73,0.15,0.00,0.00,0.04,0.04,0.06,-0.04,-0.04,Matches
2565,Anthony Walongwa\Anthony-Walongwa,cd COD,DF,Nantes,fr Ligue 1,24,1993,1.0,0.00,0.00,0.00,1.00,0.00,0.00,0.0,1.00,0.00,0.00,,0.10,0.10,0.14,-0.10,-0.10,Matches
2566,Rémi Walter\Remi-Walter,fr FRA,MFFW,Nice,fr Ligue 1,23,1995,9.3,0.22,0.22,0.32,0.65,0.32,0.00,50.0,0.65,0.32,0.00,0.00,0.27,0.02,0.03,-0.05,-0.02,Matches
2567,Aaron Wan-Bissaka\Aaron-Wan-Bissaka,eng ENG,DF,Crystal Palace,eng Premier League,20,1997,34.8,0.00,0.00,0.00,0.26,0.00,0.00,0.0,0.26,0.00,0.00,,0.01,0.01,0.05,-0.01,-0.01,Matches
2568,Victor Wanyama\Victor-Wanyama,ke KEN,MF,Tottenham,eng Premier League,27,1991,5.7,0.18,0.00,0.00,1.23,0.35,0.00,28.6,1.22,0.35,0.14,0.50,0.18,0.18,0.14,0.00,0.00,Matches
2569,Danny Ward\Danny-Ward,eng ENG,FW,Cardiff City,eng Premier League,26,1991,4.9,0.20,0.00,0.00,2.45,1.43,0.00,58.3,2.43,1.42,0.08,0.14,0.14,0.14,0.06,0.06,0.06,Matches
2570,Joel Ward\Joel-Ward,eng ENG,DF,Crystal Palace,eng Premier League,28,1989,6.1,0.16,0.00,0.00,0.33,0.16,0.00,50.0,0.33,0.16,0.50,1.00,0.08,0.08,0.27,0.08,0.08,Matches
2571,Stephen Ward\Stephen-Ward,ie IRL,DF,Burnley,eng Premier League,32,1985,2.5,0.00,0.00,0.00,0.40,0.40,0.00,100.0,0.39,0.39,0.00,0.00,0.04,0.04,0.07,-0.04,-0.04,Matches
2572,James Ward-Prowse\James-Ward-Prowse,eng ENG,MFDF,Southampton,eng Premier League,23,1994,21.6,0.32,0.05,0.05,1.39,0.65,0.32,46.7,1.39,0.65,0.20,0.43,0.15,0.12,0.09,0.17,0.16,Matches
2573,Daniel Wass\Daniel-Wass,dk DEN,DFMF,Valencia,es La Liga,29,1989,26.2,0.04,0.00,0.00,1.18,0.11,0.23,9.7,1.19,0.11,0.03,0.33,0.06,0.06,0.05,-0.02,-0.02,Matches
2574,Timothy Weah\Timothy-Weah,us USA,FW,Paris S-G,fr Ligue 1,18,2000,0.6,1.67,0.00,0.00,3.33,3.33,0.00,100.0,3.33,3.33,0.50,0.50,1.17,1.17,0.33,0.50,0.50,Matches
2575,Wout Weghorst\Wout-Weghorst,nl NED,FW,Wolfsburg,de Bundesliga,25,1992,32.5,0.52,0.12,0.12,1.85,0.98,0.00,53.3,1.85,0.98,0.22,0.41,0.39,0.30,0.17,0.13,0.10,Matches
2576,Julian Weigl\Julian-Weigl,de GER,DFMF,Dortmund,de Bundesliga,22,1995,16.2,0.06,0.00,0.00,0.19,0.06,0.00,33.3,0.19,0.06,0.33,1.00,0.01,0.01,0.08,0.05,0.05,Matches
2577,Mitchell Weiser\Mitchell-Weiser,de GER,DF,Leverkusen,de Bundesliga,24,1994,23.5,0.04,0.00,0.00,0.55,0.26,0.00,46.2,0.55,0.26,0.08,0.17,0.03,0.03,0.05,0.02,0.02,Matches
2578,Danny Welbeck\Danny-Welbeck,eng ENG,FWMF,Arsenal,eng Premier League,27,1990,1.7,0.59,0.00,0.00,2.35,1.18,0.00,50.0,2.35,1.18,0.25,0.50,0.35,0.35,0.16,0.24,0.24,Matches
2579,Wendell\Wendell,br BRA,DF,Leverkusen,de Bundesliga,25,1993,25.3,0.08,0.04,0.08,0.36,0.16,0.04,44.4,0.36,0.16,0.11,0.25,0.10,0.04,0.12,-0.02,-0.00,Matches
2580,Oscar Wendt\Oscar-Wendt,se SWE,DF,M'gladbach,de Bundesliga,32,1985,30.3,0.03,0.00,0.00,0.26,0.17,0.10,62.5,0.26,0.16,0.13,0.20,0.02,0.02,0.08,0.01,0.01,Matches
2581,Axel Werner\Axel-Werner,ar ARG,GK,Huesca,es La Liga,22,1996,6.0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
2582,Timo Werner\Timo-Werner,de GER,FW,RB Leipzig,de Bundesliga,22,1996,27.9,0.57,0.00,0.04,3.66,1.36,0.00,37.3,3.66,1.36,0.16,0.42,0.54,0.51,0.14,0.04,0.06,Matches
2583,Ashley Westwood\Ashley-Westwood,eng ENG,MF,Burnley,eng Premier League,28,1990,31.4,0.06,0.00,0.00,0.70,0.22,0.03,31.8,0.70,0.22,0.09,0.29,0.07,0.07,0.10,-0.00,-0.00,Matches
2584,Hendrik Weydandt\Hendrik-Weydandt,de GER,FWMF,Hannover 96,de Bundesliga,23,1995,19.1,0.31,0.00,0.00,3.14,1.10,0.00,35.0,3.13,1.10,0.10,0.29,0.33,0.33,0.11,-0.02,-0.02,Matches
2585,Connor Wickham\Connor-Wickham,eng ENG,FW,Crystal Palace,eng Premier League,25,1993,0.7,0.00,0.00,0.00,7.14,1.43,0.00,20.0,6.72,1.34,0.00,0.00,0.86,0.86,0.12,-0.86,-0.86,Matches
2586,Georginio Wijnaldum\Georginio-Wijnaldum,nl NED,MF,Liverpool,eng Premier League,27,1990,30.3,0.10,0.00,0.00,0.99,0.26,0.00,26.7,0.99,0.26,0.10,0.38,0.08,0.08,0.08,0.02,0.02,Matches
2587,Jetro Willems\Jetro-Willems,nl NED,MFDF,Eint Frankfurt,de Bundesliga,24,1994,8.1,0.00,0.00,0.00,0.62,0.12,0.00,20.0,0.62,0.12,0.00,0.00,0.04,0.04,0.05,-0.04,-0.04,Matches
2588,William\William,br BRA,DF,Wolfsburg,de Bundesliga,23,1995,29.7,0.07,0.00,0.00,0.91,0.17,0.20,18.5,0.91,0.17,0.07,0.40,0.05,0.05,0.06,0.02,0.02,Matches
2589,Danny Williams\Danny-Williams,us USA,MF,Huddersfield,eng Premier League,29,1989,1.1,0.00,0.00,0.00,0.91,0.00,0.00,0.0,0.94,0.00,0.00,,0.00,0.00,0.02,0.00,0.00,Matches
2590,Iñaki Williams\Inaki-Williams,es ESP,FW,Athletic Club,es La Liga,24,1994,33.6,0.36,0.00,0.00,2.14,0.92,0.00,43.1,2.14,0.92,0.17,0.39,0.34,0.34,0.16,0.02,0.02,Matches
2591,Willian\Willian,br BRA,FW,Chelsea,eng Premier League,29,1988,23.3,0.13,0.00,0.00,2.66,0.94,0.34,35.5,2.66,0.94,0.05,0.14,0.20,0.20,0.08,-0.07,-0.07,Matches
2592,Joe Willock\Joe-Willock,eng ENG,MF,Arsenal,eng Premier League,18,1999,0.7,0.00,0.00,0.00,2.86,0.00,0.00,0.0,2.81,0.00,0.00,,0.14,0.14,0.06,-0.14,-0.14,Matches
2593,Ben Wilmot\Ben-Wilmot,eng ENG,DFMF,Udinese,it Serie A,18,1999,2.2,0.00,0.00,0.00,0.45,0.00,0.00,0.0,0.45,0.00,0.00,,0.00,0.00,0.02,0.00,0.00,Matches
2594,Ben Wilmot\Ben-Wilmot,eng ENG,MF,Watford,eng Premier League,18,1999,0.3,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,,0.00,0.00,Matches
2595,Jack Wilshere\Jack-Wilshere,eng ENG,MF,West Ham,eng Premier League,26,1992,4.4,0.00,0.00,0.00,0.45,0.23,0.00,50.0,0.46,0.23,0.00,0.00,0.05,0.05,0.08,-0.05,-0.05,Matches
2596,Callum Wilson\Callum-Wilson,eng ENG,FW,Bournemouth,eng Premier League,26,1992,28.1,0.50,0.04,0.07,2.24,0.96,0.00,42.9,2.24,0.96,0.21,0.48,0.51,0.46,0.20,-0.01,0.01,Matches
2597,Kevin Wimmer\Kevin-Wimmer,at AUT,DF,Hannover 96,de Bundesliga,25,1992,18.7,0.00,0.00,0.00,0.16,0.00,0.05,0.0,0.16,0.00,0.00,,0.01,0.01,0.07,-0.01,-0.01,Matches
2598,Harry Winks\Harry-Winks,eng ENG,MF,Tottenham,eng Premier League,22,1996,17.7,0.06,0.00,0.00,0.51,0.11,0.00,22.2,0.51,0.11,0.11,0.50,0.03,0.03,0.06,0.02,0.02,Matches
