Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
1152,Tony Jantschke\Tony-Jantschke,de GER,DF,M'gladbach,de Bundesliga,28,1990,10.4,87.3,6.92,48.9,43.8,2.21,0.77,86.0,0.10,0.10,100.0,0.10,0,65.0,365.6,175.6,64.8,672,99.7,0.38,0.19,Matches
1153,Adnan Januzaj\Adnan-Januzaj,be BEL,FWMF,Real Sociedad,es La Liga,23,1995,13.9,59.1,0.65,5.11,22.9,37.1,4.75,52.2,4.68,8.13,57.5,5.04,1,50.0,425.6,267.8,57.0,605,76.4,4.39,4.03,Matches
1154,Nicolas Janvier\Nicolas-Janvier,fr FRA,MF,Rennes,fr Ligue 1,19,1998,0.0,2,0,0,1,1,0,2,0,0,,0,0,2,7,4,2,2,100.0,0,0,Matches
1155,Paweł Jaroszyński\Pawel-Jaroszynski,pl POL,DFMF,Chievo,it Serie A,23,1994,15.0,65.0,4.07,21.5,32.7,14.4,0.47,55.5,0.73,1.33,55.0,0.80,0,39.6,214.2,123.5,41.1,570,92.5,0.53,0.80,Matches
1156,Rune Jarstein\Rune-Jarstein,no NOR,GK,Hertha BSC,de Bundesliga,33,1984,30.5,40.3,34.7,40.2,0.20,0.00,0.00,28.4,0.00,0.00,,0.00,0,21.7,114.9,70.9,17.7,539,99.8,0.03,0.00,Matches
1157,Jason\Jason,es ESP,MFDF,Levante,es La Liga,24,1994,25.9,45.9,2.05,10.8,21.6,16.9,1.74,40.7,1.20,3.05,39.2,1.35,1,29.0,214.7,131.0,34.1,676,76.6,1.16,1.78,Matches
1158,Dennis Jastrzembski\Dennis-Jastrzembski,de GER,DFMF,Hertha BSC,de Bundesliga,18,2000,0.7,45.7,1.43,1.43,25.7,27.1,4.29,41.4,1.43,2.86,50.0,1.43,0,37.1,384.3,258.6,57.1,23,57.5,2.86,4.29,Matches
1159,Assil Jaziri\Assil-Jaziri,tn TUN,FWMF,Nice,fr Ligue 1,18,1999,0.4,90.0,0.00,7.50,37.5,50.0,7.50,87.5,2.50,7.50,33.3,5.00,1,70.0,587.5,367.5,87.5,26,74.3,5.00,0.00,Matches
1160,Corentin Jean\Corentin-Jean,fr FRA,FWMF,Toulouse,fr Ligue 1,23,1995,7.0,45.3,0.57,5.29,19.3,23.6,4.29,43.3,0.86,2.29,37.5,1.00,0,31.3,210.1,109.4,49.0,207,60.3,2.43,2.57,Matches
1161,Benjamin Jeannot\Benjamin-Jeannot,fr FRA,FW,Dijon,fr Ligue 1,26,1992,16.0,39.7,1.38,4.81,20.4,16.9,4.25,38.0,1.25,1.63,76.9,1.25,1,25.7,112.8,51.8,46.4,439,59.1,2.69,1.25,Matches
1162,Tin Jedvaj\Tin-Jedvaj,hr CRO,DF,Leverkusen,de Bundesliga,22,1995,12.5,70.6,4.08,19.9,40.6,13.8,1.52,63.2,0.64,1.28,50.0,0.72,1,43.2,223.9,120.6,45.6,527,92.5,0.88,0.56,Matches
1163,Jemerson\Jemerson,br BRA,DFMF,Monaco,fr Ligue 1,25,1992,24.7,53.1,6.56,28.9,25.6,1.70,0.57,51.5,0.12,0.16,75.0,0.12,0,32.4,187.2,101.9,32.8,794,98.1,0.32,0.08,Matches
1164,Carl Jenkinson\Carl-Jenkinson,eng ENG,DF,Arsenal,eng Premier League,26,1992,1.8,58.9,3.33,15.0,25.0,21.7,2.22,51.1,0.00,0.56,0.0,0.00,0,40.6,128.9,50.6,43.9,67,84.8,1.11,0.56,Matches
1165,Fredrik Jensen\Fredrik-Jensen,fi FIN,FWMF,Augsburg,de Bundesliga,20,1997,2.3,37.8,2.61,8.26,16.1,16.1,3.91,37.4,1.30,2.61,50.0,1.74,0,23.5,104.3,30.0,33.0,55,72.4,2.61,2.61,Matches
1166,Mathias Jensen\Mathias-Jensen,dk DEN,MFFW,Celta Vigo,es La Liga,22,1996,2.6,43.1,0.77,7.31,23.8,13.1,1.92,42.7,0.77,1.54,50.0,0.77,0,33.1,129.6,51.9,38.8,79,78.2,0.77,2.69,Matches
1167,Jesé\Jese,es ESP,FWMF,Betis,es La Liga,25,1993,8.7,32.6,0.00,1.72,16.1,16.9,5.75,29.5,1.15,2.87,40.0,1.49,0,24.7,153.6,79.8,39.0,197,58.1,1.38,1.26,Matches
1168,Gabriel Jesus\Gabriel-Jesus,br BRA,FW,Manchester City,eng Premier League,21,1997,11.5,46.5,0.35,2.96,18.0,28.3,9.22,45.2,2.00,4.09,48.9,2.26,1,36.6,208.9,112.0,59.7,422,61.5,3.30,1.48,Matches
1169,Juan Jesus\Juan-Jesus,br BRA,DF,Roma,it Serie A,27,1991,15.6,61.9,5.51,30.3,31.9,1.73,0.06,58.8,0.19,0.26,75.0,0.19,0,40.7,175.0,62.8,42.1,641,97.6,0.00,0.06,Matches
1170,Raúl Jiménez\Raul-Jimenez,mx MEX,FW,Wolves,eng Premier League,27,1991,34.6,44.4,1.24,4.54,22.7,19.9,5.55,43.1,1.04,1.82,57.1,1.07,1,32.7,176.8,88.2,53.1,1133,61.7,2.25,2.23,Matches
1171,Joaquín\Joaquin,es ESP,FWDF,Betis,es La Liga,37,1981,18.8,62.1,1.70,6.49,27.6,33.8,3.62,57.1,2.55,3.40,75.0,2.71,2,49.4,311.3,186.7,56.7,886,83.1,1.38,1.49,Matches
1172,Joelinton\Joelinton,br BRA,FWMF,Hoffenheim,de Bundesliga,21,1996,23.7,45.0,0.68,3.92,22.1,22.2,5.32,43.5,1.98,3.38,58.8,2.24,2,34.5,205.9,117.2,46.8,755,68.1,3.33,2.91,Matches
1173,Aron Jóhannsson\Aron-Johannsson,us USA,MF,Werder Bremen,de Bundesliga,27,1990,0.0,3,1,1,0,2,1,3,1,1,100.0,1,0,2,10,8,2,2,100.0,1,0,Matches
1174,Stefan Johansen\Stefan-Johansen,no NOR,MF,Fulham,eng Premier League,27,1991,4.6,61.7,2.39,14.1,36.3,14.6,0.65,59.1,0.65,0.87,75.0,0.87,0,44.3,155.9,73.7,48.0,192,86.9,1.52,0.87,Matches
1175,Jakob Johansson\Jakob-Johansson,se SWE,MF,Rennes,fr Ligue 1,28,1990,7.9,58.7,3.67,17.2,39.1,5.44,0.25,57.8,0.63,0.89,71.4,0.63,0,40.9,202.3,89.6,38.4,289,95.4,0.76,1.01,Matches
1176,Ben Johnson\Ben-Johnson,eng ENG,DF,West Ham,eng Premier League,18,2000,0.7,45.7,4.29,24.3,17.1,5.71,0.00,34.3,0.00,2.86,0.0,1.43,0,22.9,118.6,31.4,22.9,15,93.8,0.00,0.00,Matches
1177,Fabian Johnson\Fabian-Johnson,us USA,DFFW,M'gladbach,de Bundesliga,30,1987,11.2,57.2,2.95,15.5,33.0,13.5,1.34,52.4,0.18,0.27,66.7,0.18,0,40.3,225.2,122.6,45.8,449,87.5,1.07,0.54,Matches
1178,Tyreke Johnson\Tyreke-Johnson,eng ENG,FW,Southampton,eng Premier League,19,1998,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,Matches
1179,Karl-Johan Johnsson\Karl-Johan-Johnsson,se SWE,GK,Guingamp,fr Ligue 1,28,1990,17.0,30.2,26.2,29.9,0.41,0.12,0.00,19.6,0.00,0.00,,0.00,0,15.0,91.0,60.9,9.71,165,100.0,0.00,0.00,Matches
1180,Jonathas\Jonathas,br BRA,FW,Hannover 96,de Bundesliga,29,1989,6.7,38.5,1.04,4.18,20.4,15.2,4.03,36.0,1.04,1.94,53.8,1.19,1,24.9,134.3,49.4,55.1,172,46.6,4.63,2.54,Matches
1181,Phil Jones\Phil-Jones,eng ENG,DF,Manchester Utd,eng Premier League,26,1992,14.0,64.6,7.50,36.9,29.2,1.93,0.43,63.6,0.29,0.29,100.0,0.29,0,41.1,194.5,101.3,41.6,572,98.3,0.14,0.36,Matches
1182,Jony\Jony,es ESP,MFFW,Alavés,es La Liga,27,1991,33.0,48.9,0.48,6.30,20.7,26.5,2.55,39.7,1.88,4.12,45.6,2.12,5,32.2,263.2,175.9,38.9,944,73.5,2.94,2.21,Matches
1183,Joan Jordán\Joan-Jordan,es ESP,MF,Eibar,es La Liga,24,1994,31.9,70.0,0.94,7.27,41.4,25.1,1.25,63.4,1.72,2.32,74.3,1.72,1,47.1,237.1,111.5,49.2,1362,86.8,1.29,0.91,Matches
1184,Bruno Jordão\Bruno-Jordao,pt POR,MF,Lazio,it Serie A,19,1998,1.0,56.0,2.00,13.0,32.0,17.0,2.00,56.0,3.00,3.00,100.0,3.00,0,40.0,252.0,163.0,48.0,41,85.4,3.00,2.00,Matches
1185,Jorginho\Jorginho,it ITA,MF,Chelsea,eng Premier League,26,1991,35.1,94.8,3.30,20.8,59.8,19.4,0.20,93.8,0.43,0.60,71.4,0.46,0,74.6,253.6,135.3,77.2,2612,96.3,0.57,1.00,Matches
1186,Willian José\Willian-Jose,br BRA,FW,Real Sociedad,es La Liga,26,1991,26.3,39.8,1.22,2.89,22.2,16.8,3.95,37.9,0.84,1.67,50.0,0.91,3,28.6,138.1,41.7,49.5,828,63.6,1.90,1.94,Matches
1187,Joselu\Joselu,es ESP,FW,Newcastle Utd,eng Premier League,28,1990,6.6,43.3,2.27,4.85,24.4,15.9,4.24,42.7,1.06,1.67,63.6,1.06,0,23.3,85.9,24.1,52.6,207,59.7,2.88,2.27,Matches
1188,Evens Joseph\Evens-Joseph,fr FRA,FWMF,Caen,fr Ligue 1,19,1999,3.6,35.6,0.56,5.00,16.1,18.1,4.44,35.3,2.50,6.11,40.9,3.33,0,30.6,271.1,152.5,36.1,86,66.2,3.33,3.89,Matches
1189,Diogo Jota\Diogo-Jota,pt POR,FWMF,Wolves,eng Premier League,21,1996,26.2,44.7,0.61,4.54,22.9,22.2,5.65,43.4,2.21,4.01,55.2,2.48,2,37.1,303.4,207.5,49.8,870,66.7,2.82,2.71,Matches
1190,Aleksandar Jovanović\Aleksandar-Jovanovic,rs SRB,GK,Huesca,es La Liga,25,1992,12.0,29.9,26.4,29.9,0.08,0.00,0.00,18.9,0.00,0.00,,0.00,0,14.8,78.9,56.6,11.8,141,100.0,0.00,0.00,Matches
1191,Vukašin Jovanović\Vukasin-Jovanovic,rs SRB,DF,Bordeaux,fr Ligue 1,22,1996,15.3,64.4,8.24,35.5,33.6,0.98,0.26,63.0,0.46,0.52,87.5,0.46,0,39.6,274.4,165.8,38.6,577,97.8,0.00,0.07,Matches
1192,Stevan Jovetić\Stevan-Jovetic,me MNE,MFFW,Monaco,fr Ligue 1,28,1989,4.4,38.2,0.45,2.95,19.8,20.5,3.64,36.8,0.45,1.36,33.3,0.45,0,27.0,190.2,121.8,44.1,123,63.4,1.59,1.36,Matches
1193,Luka Jović\Luka-Jovic,rs SRB,FWMF,Eint Frankfurt,de Bundesliga,20,1997,24.9,38.2,1.29,2.69,20.1,17.5,6.27,36.8,0.80,1.77,45.5,1.12,2,26.4,148.9,76.0,51.4,723,56.5,2.69,2.33,Matches
1194,Jozabed\Jozabed,es ESP,MF,Celta Vigo,es La Liga,27,1991,12.8,63.8,1.48,13.1,42.3,11.1,1.17,62.5,0.39,0.55,71.4,0.39,0,46.9,192.6,84.5,49.6,587,92.4,0.47,0.86,Matches
1195,Miguel Juan Llambrich\Miguel-Juan-Llambrich,es ESP,DF,Villarreal,es La Liga,22,1996,6.0,54.7,3.83,18.8,25.2,14.8,1.17,45.8,2.50,4.00,62.5,2.83,0,33.2,220.7,123.2,28.7,159,92.4,1.00,1.17,Matches
1196,Juanfran\Juanfran,es ESP,DF,Atlético Madrid,es La Liga,33,1985,17.9,62.3,3.58,16.5,27.8,21.7,1.45,53.5,0.67,1.28,52.2,0.78,0,42.1,222.2,122.3,41.6,671,90.2,0.56,0.73,Matches
1197,Juanfran\Juanfran,es ESP,DF,Leganés,es La Liga,29,1988,16.2,50.1,2.84,11.5,21.6,20.2,1.17,42.7,0.99,1.60,61.5,1.11,1,30.9,190.4,116.5,32.7,456,86.0,0.80,1.05,Matches
1198,Juanmi\Juanmi,es ESP,FWMF,Real Sociedad,es La Liga,25,1993,16.9,34.6,0.53,4.91,18.9,12.8,4.02,33.7,1.30,2.07,62.9,1.60,1,25.0,138.3,56.4,44.1,418,56.0,2.01,1.78,Matches
1199,Juanpe\Juanpe,es ESP,DF,Girona,es La Liga,27,1991,30.7,60.0,7.26,35.4,26.5,2.12,1.01,57.6,0.46,0.52,87.5,0.49,1,36.3,196.7,120.2,38.7,1158,97.5,0.20,0.20,Matches
1200,Juanpi\Juanpi,ve VEN,MFFW,Huesca,es La Liga,24,1994,7.4,47.3,1.22,7.84,26.6,17.2,1.89,44.6,1.22,2.57,47.4,1.22,0,35.3,248.6,129.1,40.9,222,73.3,2.43,2.70,Matches
1201,Nathaël Julan\Nathael-Julan,fr FRA,FWMF,Guingamp,fr Ligue 1,22,1996,4.8,41.7,0.83,1.88,16.9,25.0,5.21,39.8,1.67,2.92,57.1,1.67,0,23.3,114.8,45.8,52.5,139,55.2,3.54,2.29,Matches
1202,Christopher Jullien\Christopher-Jullien,fr FRA,DF,Toulouse,fr Ligue 1,25,1993,33.5,54.6,7.76,31.0,25.4,2.27,1.40,53.3,0.15,0.21,71.4,0.15,0,31.0,179.4,109.2,34.1,1098,96.1,0.12,0.18,Matches
1203,David Juncà\David-Junca,es ESP,DF,Celta Vigo,es La Liga,24,1993,19.5,65.3,3.64,20.2,33.8,15.6,0.87,56.9,0.87,1.23,70.8,0.92,2,40.4,200.3,123.2,42.6,769,92.5,0.72,0.62,Matches
1204,Sebastian Jung\Sebastian-Jung,de GER,DF,Wolfsburg,de Bundesliga,28,1990,0.6,95.0,1.67,25.0,53.3,28.3,0.00,88.3,0.00,1.67,0.0,0.00,0,73.3,318.3,198.3,81.7,47,95.9,0.00,0.00,Matches
1205,Hamed Junior Traorè\Hamed-Junior-Traore,ci CIV,MF,Empoli,it Serie A,18,2000,25.1,51.8,1.31,9.24,28.8,18.6,2.03,50.6,2.07,3.63,57.1,2.35,2,41.4,295.2,179.0,42.5,896,84.0,1.24,1.51,Matches
1206,Vinicius Júnior\Vinicius-Junior,br BRA,FW,Real Madrid,es La Liga,18,2000,9.7,51.3,0.10,4.02,17.1,35.8,11.3,50.7,3.81,6.08,62.7,4.12,0,47.5,432.4,308.0,53.9,395,75.5,2.78,3.81,Matches
1207,Musa Juwara\Musa-Juwara,gm GAM,FW,Chievo,it Serie A,16,2001,0.1,80.0,0.00,10.0,60.0,20.0,0.00,80.0,0.00,10.0,0.0,0.00,0,50.0,510.0,250.0,100.0,6,60.0,0.00,0.00,Matches
1208,Mathias Jørgensen\Mathias-Jorgensen,dk DEN,DF,Huddersfield,eng Premier League,28,1990,23.9,58.7,4.85,29.5,30.2,2.59,0.96,56.8,0.08,0.21,40.0,0.13,1,34.2,172.6,98.0,34.8,805,96.8,0.21,0.21,Matches
1209,Sory Kaba\Sory-Kaba,gn GUI,FWMF,Dijon,fr Ligue 1,23,1995,2.6,44.6,0.38,5.77,20.4,22.3,5.38,43.5,2.31,4.62,50.0,3.46,0,33.8,205.0,113.8,60.4,89,56.7,5.77,5.38,Matches
1210,Ozan Kabak\Ozan-Kabak,tr TUR,DF,Stuttgart,de Bundesliga,18,2000,15.0,48.0,5.00,22.9,24.5,3.73,1.47,47.0,0.73,0.93,78.6,0.73,0,29.6,190.6,106.9,28.4,413,96.9,0.67,0.40,Matches
1211,Christian Kabasele\Christian-Kabasele,be BEL,DF,Watford,eng Premier League,27,1991,17.6,43.9,6.65,24.9,19.4,1.36,0.91,43.5,0.00,0.00,,0.00,0,22.0,106.8,43.7,23.5,398,96.4,0.23,0.00,Matches
