Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
2052,Pepe Reina\Pepe-Reina,es ESP,GK,Milan,it Serie A,35,1982,3.7,32.7,29.5,32.7,0.00,0.00,0.00,22.7,0.00,0.00,,0.00,0,15.1,64.1,41.9,13.2,49,100.0,0.00,0.00,Matches
2053,Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,fr FRA,FWMF,Angers,fr Ligue 1,20,1998,28.4,53.9,0.46,7.89,31.0,22.9,2.78,53.1,3.94,5.99,65.9,4.30,2,48.5,416.1,261.0,51.5,1186,81.0,2.50,2.99,Matches
2054,Karim Rekik\Karim-Rekik,nl NED,DF,Hertha BSC,de Bundesliga,23,1994,23.0,60.5,7.00,33.0,29.8,2.04,0.35,59.2,0.22,0.26,83.3,0.22,0,40.3,214.3,99.9,39.7,894,97.8,0.22,0.26,Matches
2055,Loïc Rémy\Loic-Remy,fr FRA,FW,Lille,fr Ligue 1,31,1987,13.4,24.6,1.49,2.09,12.0,11.3,4.18,22.5,0.45,0.67,66.7,0.45,0,14.7,77.5,44.9,32.2,228,52.8,1.57,0.90,Matches
2056,Michael Rensing\Michael-Rensing,de GER,GK,Düsseldorf,de Bundesliga,34,1984,32.0,34.7,31.6,34.6,0.19,0.00,0.00,22.0,0.00,0.00,,0.00,0,14.8,85.6,55.5,11.2,356,99.7,0.00,0.00,Matches
2057,Marco Reus\Marco-Reus,de GER,MFFW,Dortmund,de Bundesliga,29,1989,25.7,54.2,1.28,4.79,25.7,28.2,6.26,51.7,1.21,2.37,50.8,1.32,2,40.0,228.2,131.2,54.9,1064,75.4,2.45,1.56,Matches
2058,Elvis Rexhbeçaj\Elvis-Rexhbecaj,de GER,MF,Wolfsburg,de Bundesliga,20,1997,12.7,47.5,1.73,10.1,26.1,13.5,1.81,46.1,0.87,1.18,73.3,0.94,0,29.3,152.9,80.1,32.6,323,78.0,2.20,1.81,Matches
2059,Diego Reyes\Diego-Reyes,mx MEX,DF,Leganés,es La Liga,25,1992,3.6,61.9,7.22,25.0,36.7,5.28,0.28,56.1,0.83,0.83,100.0,0.83,0,39.7,281.4,149.7,36.4,129,98.5,0.00,0.28,Matches
2060,Baptiste Reynet\Baptiste-Reynet,fr FRA,GK,Toulouse,fr Ligue 1,27,1990,30.0,38.5,33.1,38.4,0.33,0.00,0.00,25.7,0.10,0.10,100.0,0.10,0,17.8,97.5,61.2,14.7,437,99.1,0.00,0.00,Matches
2061,Simon Rhein\Simon-Rhein,de GER,MF,Nürnberg,de Bundesliga,20,1998,5.5,56.9,2.73,19.3,34.0,6.91,0.18,53.3,1.27,1.64,77.8,1.27,0,41.5,208.7,118.0,36.7,191,94.6,0.73,0.73,Matches
2062,Franck Ribéry\Franck-Ribery,fr FRA,FWMF,Bayern Munich,de Bundesliga,35,1983,13.0,74.2,0.31,6.00,34.7,40.0,9.08,73.3,3.77,6.62,57.0,4.08,3,68.6,491.5,317.2,71.2,805,87.0,2.54,4.77,Matches
2063,Declan Rice\Declan-Rice,eng ENG,MF,West Ham,eng Premier League,19,1999,33.4,55.4,2.16,15.4,37.1,6.56,0.78,54.5,0.75,0.99,75.8,0.75,0,36.7,220.0,96.0,34.4,1078,93.7,0.30,0.60,Matches
2064,Jazz Richards\Jazz-Richards,wal WAL,DFMF,Cardiff City,eng Premier League,27,1991,1.5,30.0,2.67,9.33,16.7,5.33,0.00,24.0,0.00,0.00,,0.00,0,10.7,44.0,20.7,9.33,13,92.9,0.00,0.67,Matches
2065,Richarlison\Richarlison,br BRA,FWMF,Everton,eng Premier League,21,1997,29.6,45.6,1.22,5.41,19.5,24.6,5.64,45.3,1.39,2.70,51.3,1.69,2,34.6,253.5,148.3,50.4,944,63.3,3.61,2.77,Matches
2066,Marco Richter\Marco-Richter,de GER,FWMF,Augsburg,de Bundesliga,20,1997,15.8,47.3,0.70,4.94,23.3,23.0,4.87,45.8,2.28,4.30,52.9,2.72,5,35.7,229.1,119.6,47.3,520,69.5,2.97,2.66,Matches
2067,Diego Rico\Diego-Rico,es ESP,DFMF,Bournemouth,eng Premier League,25,1993,6.8,68.8,4.26,22.5,27.8,21.6,0.88,56.6,0.74,1.18,62.5,0.88,0,36.9,160.3,97.1,38.2,233,89.6,0.29,0.74,Matches
2068,Mikel Rico\Mikel-Rico,es ESP,MF,Athletic Club,es La Liga,33,1984,2.7,47.0,1.11,7.78,30.0,11.1,1.48,44.8,0.37,1.11,33.3,0.37,0,29.6,132.6,51.5,34.4,71,76.3,1.11,1.85,Matches
2069,Sergio Rico\Sergio-Rico,es ESP,GK,Fulham,eng Premier League,24,1993,29.0,34.4,31.1,34.4,0.03,0.00,0.00,23.0,0.00,0.00,,0.00,0,14.5,68.8,35.9,12.3,354,99.4,0.00,0.00,Matches
2070,Asier Riesgo\Asier-Riesgo,es ESP,GK,Eibar,es La Liga,34,1983,14.0,29.4,23.4,29.3,0.07,0.00,0.00,20.0,0.00,0.00,,0.00,0,14.9,100.8,62.0,9.43,131,99.2,0.00,0.00,Matches
2071,Sascha Riether\Sascha-Riether,de GER,DF,Schalke 04,de Bundesliga,35,1983,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,Matches
2072,Emiliano Rigoni\Emiliano-Rigoni,ar ARG,FWMF,Atalanta,it Serie A,25,1993,5.8,57.9,0.34,3.10,23.1,36.0,4.48,55.2,4.48,8.10,55.3,5.00,1,49.3,338.4,180.0,57.2,255,76.8,3.62,2.59,Matches
2073,Luca Rigoni\Luca-Rigoni,it ITA,MF,Parma,it Serie A,33,1984,19.6,37.1,3.57,12.9,19.6,6.89,1.58,36.8,0.41,0.77,53.3,0.41,1,23.3,126.7,67.1,26.0,425,83.5,0.51,0.92,Matches
2074,Nicola Rigoni\Nicola-Rigoni,it ITA,MF,Chievo,it Serie A,27,1990,21.7,50.4,3.18,13.4,30.9,7.83,0.83,49.0,0.32,0.46,70.0,0.37,2,31.1,99.2,49.1,33.5,663,91.3,0.37,0.55,Matches
2075,Kévin Rimane\Kevin-Rimane,gf GUF,MF,Paris S-G,fr Ligue 1,27,1991,0.1,80.0,10.0,40.0,20.0,20.0,0.00,80.0,0.00,0.00,,0.00,0,80.0,190.0,40.0,80.0,8,100.0,0.00,0.00,Matches
2076,Tomás Rincón\Tomas-Rincon,ve VEN,MF,Torino,it Serie A,30,1988,31.1,55.4,1.99,11.8,33.7,13.6,0.80,52.5,0.93,1.38,67.4,1.00,0,35.3,212.3,116.6,33.4,964,92.9,0.42,1.25,Matches
2077,Renaud Ripart\Renaud-Ripart,fr FRA,FWDF,Nîmes,fr Ligue 1,25,1993,33.4,50.4,2.34,11.2,21.9,20.3,2.99,45.8,0.81,1.77,45.8,0.90,1,30.8,165.2,91.1,44.3,1035,70.0,2.54,1.92,Matches
2078,Mihailo Ristić\Mihailo-Ristic,rs SRB,DF,Montpellier,fr Ligue 1,22,1995,3.6,62.2,3.06,16.1,30.0,19.4,2.22,50.0,0.56,0.83,66.7,0.56,0,33.1,211.9,128.9,39.4,116,81.7,3.06,2.50,Matches
2079,Matt Ritchie\Matt-Ritchie,sco SCO,DFMF,Newcastle Utd,eng Premier League,28,1989,32.5,59.8,2.46,14.6,24.6,24.2,1.72,48.7,0.52,1.02,51.5,0.52,0,33.5,184.2,97.0,37.5,1014,83.2,0.86,0.86,Matches
2080,Cristian Rivera\Cristian-Rivera,es ESP,MF,Huesca,es La Liga,21,1997,18.8,46.9,3.19,12.0,28.5,8.78,1.22,45.7,1.17,1.44,81.5,1.17,2,31.3,192.9,75.6,31.5,497,83.8,0.96,0.85,Matches
2081,Arjen Robben\Arjen-Robben,nl NED,FWMF,Bayern Munich,de Bundesliga,34,1984,6.3,65.2,0.32,2.70,23.8,42.9,6.03,60.0,0.79,2.54,31.3,1.11,0,49.5,327.8,217.1,56.8,315,88.0,2.06,1.43,Matches
2082,Rober\Rober,es ESP,DF,Levante,es La Liga,23,1995,31.7,44.3,7.44,23.7,20.8,2.15,0.82,42.5,0.41,0.41,100.0,0.41,0,24.3,152.6,86.8,23.0,700,96.0,0.16,0.19,Matches
2083,Sergi Roberto\Sergi-Roberto,es ESP,DFMF,Barcelona,es La Liga,26,1992,23.2,85.6,2.50,18.6,42.9,30.3,2.67,79.7,0.73,1.08,68.0,0.82,0,65.5,319.7,193.8,70.1,1516,93.2,1.12,0.99,Matches
2084,Patrick Roberts\Patrick-Roberts,eng ENG,FW,Girona,es La Liga,21,1997,6.7,42.1,0.15,5.67,19.9,21.5,4.63,40.7,3.58,5.67,63.2,4.18,1,36.6,331.2,213.0,40.6,205,75.4,2.84,3.28,Matches
2085,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,eng Premier League,24,1994,35.7,86.9,2.27,21.0,43.0,29.2,2.89,77.8,0.84,1.23,68.2,0.90,1,61.8,294.8,182.4,65.2,2155,92.6,0.92,0.81,Matches
2086,Joel Robles\Joel-Robles,es ESP,GK,Betis,es La Liga,28,1990,5.0,40.8,34.4,40.6,0.40,0.00,0.00,32.2,0.00,0.00,,0.00,0,21.4,125.2,70.8,19.8,99,100.0,0.00,0.20,Matches
2087,Marc Roca\Marc-Roca,es ESP,MF,Espanyol,es La Liga,21,1996,34.6,64.6,4.45,19.2,40.6,8.67,0.49,62.8,1.04,1.30,80.0,1.04,0,47.2,227.9,119.5,46.5,1542,95.8,0.52,0.66,Matches
2088,Christopher Rocchia\Christopher-Rocchia,fr FRA,DF,Marseille,fr Ligue 1,20,1998,0.0,9,0,1,6,3,0,8,0,0,,0,0,8,47,30,8,8,100.0,1,1,Matches
2089,Kenny Rocha Santos\Kenny-Rocha-Santos,cv CPV,DF,Saint-Étienne,fr Ligue 1,18,2000,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,Matches
2090,Rubén Rochina\Ruben-Rochina,es ESP,MF,Levante,es La Liga,27,1991,20.0,67.1,1.60,12.3,39.2,20.8,1.25,61.6,3.45,4.55,75.8,3.50,4,48.4,287.8,159.1,48.6,872,89.7,1.80,3.15,Matches
2091,Sebastian Rode\Sebastian-Rode,de GER,MF,Eint Frankfurt,de Bundesliga,27,1990,10.3,64.4,3.11,12.6,38.8,16.1,1.75,60.7,1.07,1.65,64.7,1.07,0,38.3,207.7,107.7,44.4,394,86.2,0.58,0.87,Matches
2092,Ronny Rodelin\Ronny-Rodelin,fr FRA,MFFW,Guingamp,fr Ligue 1,28,1989,8.8,45.8,1.25,3.52,23.1,20.8,3.30,44.8,1.82,2.27,80.0,1.93,1,29.2,132.8,59.8,44.0,288,74.4,1.59,1.14,Matches
2093,Rodri\Rodri,es ESP,MF,Atlético Madrid,es La Liga,22,1996,30.4,73.3,3.75,18.8,49.0,10.8,0.86,72.3,0.69,0.92,75.0,0.69,0,53.7,273.4,116.7,52.7,1525,95.1,0.43,0.72,Matches
2094,Rodrigo\Rodrigo,es ESP,FW,Valencia,es La Liga,27,1991,28.1,43.0,0.71,4.09,20.0,22.2,5.62,42.0,1.85,3.24,57.1,1.92,2,33.3,229.5,119.5,54.2,983,64.5,2.70,1.46,Matches
2095,Kévin Rodrigues\Kevin-Rodrigues,pt POR,DF,Real Sociedad,es La Liga,24,1994,5.4,56.9,4.81,20.0,25.9,14.6,0.56,47.8,2.04,2.59,78.6,2.04,0,34.1,194.3,128.7,33.7,161,88.5,0.56,1.11,Matches
2096,Óscar Rodríguez Arnaiz\Oscar-Rodriguez-Arnaiz,es ESP,MFFW,Leganés,es La Liga,20,1998,27.8,50.0,0.90,6.80,26.6,20.6,2.34,45.1,1.87,3.17,59.1,1.91,2,34.8,219.9,116.9,41.2,910,79.5,1.51,1.44,Matches
2097,Alejandro Rodríguez\Alejandro-Rodriguez,es ESP,FW,Empoli,it Serie A,27,1991,0.3,33.3,3.33,6.67,16.7,13.3,3.33,30.0,0.00,0.00,,0.00,0,16.7,23.3,16.7,56.7,6,35.3,6.67,0.00,Matches
2098,Ángel Rodríguez\Angel-Rodriguez,es ESP,FW,Getafe,es La Liga,31,1987,20.2,32.4,0.50,1.78,13.5,19.2,5.10,31.8,0.94,1.88,50.0,0.94,0,24.0,155.5,81.3,50.3,498,49.0,3.12,2.08,Matches
2099,James Rodríguez\James-Rodriguez,co COL,MFFW,Bayern Munich,de Bundesliga,27,1991,12.6,86.0,0.48,8.02,42.5,41.0,5.63,77.9,1.67,2.22,75.0,1.75,1,68.7,346.1,170.0,72.9,830,90.3,1.11,1.35,Matches
2100,Ricardo Rodríguez\Ricardo-Rodriguez,ch SUI,DF,Milan,it Serie A,25,1992,33.9,72.7,4.04,25.2,40.5,13.1,0.44,63.7,0.59,0.88,66.7,0.68,1,50.5,288.6,163.7,50.5,1643,95.9,0.35,0.47,Matches
2101,Marko Rog\Marko-Rog,hr CRO,MF,Sevilla,es La Liga,23,1995,4.0,64.3,1.75,14.0,41.0,14.3,0.50,62.3,1.75,2.50,70.0,2.00,0,43.5,233.8,150.8,46.0,155,84.2,0.00,0.25,Matches
2102,Marko Rog\Marko-Rog,hr CRO,MF,Napoli,it Serie A,23,1995,3.7,64.6,0.54,11.4,45.9,12.7,0.81,63.0,1.62,2.97,54.5,1.89,0,51.9,199.5,114.3,48.6,163,90.6,1.08,1.08,Matches
2103,Rogério\Rogerio,br BRA,DFMF,Sassuolo,it Serie A,20,1998,29.7,69.5,3.54,21.8,33.2,19.0,1.35,59.2,0.94,1.35,70.0,1.04,1,45.2,266.5,134.4,46.7,1242,89.5,0.91,1.04,Matches
2104,Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,eng Premier League,28,1990,2.4,69.2,5.83,22.5,41.7,8.75,1.25,64.6,0.42,0.42,100.0,0.42,0,42.5,185.0,121.3,46.3,110,99.1,0.00,0.00,Matches
2105,Diego Rolán\Diego-Rolan,uy URU,FWMF,Alavés,es La Liga,25,1993,3.3,42.4,1.21,6.06,25.2,15.2,3.94,41.5,1.52,3.33,45.5,1.52,0,28.2,218.5,107.6,44.2,98,67.1,4.24,1.21,Matches
2106,Diego Rolán\Diego-Rolan,uy URU,MFDF,Leganés,es La Liga,25,1993,2.4,56.3,2.08,11.3,27.9,21.7,2.08,53.8,3.75,5.42,69.2,4.17,1,42.1,286.3,153.8,42.9,77,74.8,3.75,3.33,Matches
2107,Rolando\Rolando,pt POR,DF,Marseille,fr Ligue 1,32,1985,8.9,56.0,5.62,34.0,23.0,2.36,1.46,55.2,0.11,0.22,50.0,0.11,1,35.2,151.9,102.1,37.3,323,97.3,0.34,0.11,Matches
2108,Esteban Rolón\Esteban-Rolon,ar ARG,MF,Genoa,it Serie A,23,1995,11.6,43.5,1.29,8.36,24.9,12.3,1.29,42.3,1.21,1.55,77.8,1.21,0,28.1,136.9,76.2,26.8,262,84.2,0.78,1.72,Matches
2109,Filippo Romagna\Filippo-Romagna,it ITA,DF,Cagliari,it Serie A,21,1997,16.4,49.1,7.80,30.0,21.0,1.22,0.49,48.0,0.00,0.00,,0.00,0,32.6,191.4,99.5,30.5,498,99.6,0.12,0.12,Matches
2110,Alessio Romagnoli\Alessio-Romagnoli,it ITA,DF,Milan,it Serie A,23,1995,31.6,66.0,9.68,36.8,31.6,1.30,0.57,64.6,0.09,0.13,75.0,0.09,0,42.9,207.0,103.1,47.1,1451,97.4,0.16,0.09,Matches
2111,Alaixys Romao\Alaixys-Romao,tg TOG,MF,Reims,fr Ligue 1,34,1984,35.1,52.2,2.93,16.5,34.2,5.58,0.80,51.1,1.11,1.40,79.6,1.11,0,34.0,198.2,98.7,31.3,1021,92.8,0.54,0.71,Matches
2112,Cristian Romero\Cristian-Romero,ar ARG,DF,Genoa,it Serie A,20,1998,26.0,43.8,7.08,24.6,19.5,2.04,1.08,42.6,0.62,0.85,72.7,0.65,0,23.5,147.2,74.6,21.4,523,94.1,0.19,0.23,Matches
2113,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,eng Premier League,26,1991,23.7,58.1,3.08,15.2,38.3,8.02,0.42,57.5,0.51,0.59,85.7,0.51,0,35.5,158.8,88.3,35.2,765,91.6,0.34,0.68,Matches
2114,Rômulo\Romulo,it ITA,DFMF,Lazio,it Serie A,31,1987,8.6,56.7,2.33,11.7,25.8,23.1,2.33,48.4,0.93,1.63,57.1,0.93,0,39.4,284.4,150.5,42.8,306,83.2,0.47,0.70,Matches
2115,Rômulo\Romulo,it ITA,MFDF,Genoa,it Serie A,31,1987,15.0,54.5,1.93,11.3,25.7,22.3,1.00,45.7,1.07,1.80,59.3,1.07,1,34.7,256.5,135.7,36.8,473,85.7,0.87,1.00,Matches
2116,Cristiano Ronaldo\Cristiano-Ronaldo,pt POR,FW,Juventus,it Serie A,33,1985,29.9,52.1,1.24,2.84,21.7,32.8,7.36,50.1,1.71,3.24,52.6,1.81,2,43.3,318.7,204.5,61.2,1307,71.4,2.07,1.30,Matches
2117,Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Valencia,es La Liga,31,1987,6.7,53.3,5.67,29.6,23.9,2.84,0.45,50.1,0.15,0.15,100.0,0.15,0,31.5,203.9,61.3,28.5,183,95.8,0.30,0.15,Matches
2118,Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Celta Vigo,es La Liga,31,1987,11.9,57.7,6.22,27.9,29.4,3.70,0.50,54.7,0.34,0.59,57.1,0.34,0,37.1,175.9,86.1,35.7,417,98.1,0.25,0.17,Matches
2119,Salomón Rondón\Salomon-Rondon,ve VEN,FW,Newcastle Utd,eng Premier League,28,1989,28.9,41.3,1.45,3.77,20.3,19.5,5.29,40.0,0.69,1.49,46.5,0.83,4,26.1,132.9,58.8,61.2,892,50.4,3.60,2.94,Matches
2120,Valentin Rongier\Valentin-Rongier,fr FRA,MF,Nantes,fr Ligue 1,23,1994,35.8,66.2,0.98,8.91,37.1,24.6,1.79,61.6,1.12,1.54,72.7,1.23,1,44.4,242.0,119.5,51.2,1605,87.6,1.73,1.01,Matches
2121,Marten de Roon\Marten-de-Roon,nl NED,MF,Atalanta,it Serie A,27,1991,33.1,76.0,2.36,15.6,46.6,18.7,0.88,73.9,0.48,0.60,80.0,0.48,0,54.4,257.6,126.2,54.4,1722,95.7,0.54,0.63,Matches
2122,Roberto Rosales\Roberto-Rosales,ve VEN,DF,Espanyol,es La Liga,29,1988,19.4,71.6,5.05,21.8,33.1,20.3,0.93,61.0,0.67,1.19,56.5,0.77,1,42.5,174.3,81.3,44.5,793,91.9,1.19,0.88,Matches
2123,Danny Rose\Danny-Rose,eng ENG,DFMF,Tottenham,eng Premier League,28,1990,20.0,71.9,2.25,17.9,32.8,26.7,2.30,62.6,1.75,3.20,54.7,1.95,6,48.8,317.1,202.9,49.6,898,90.4,2.20,1.15,Matches
2124,Valentin Rosier\Valentin-Rosier,fr FRA,DFMF,Dijon,fr Ligue 1,21,1996,16.2,64.8,3.21,18.1,33.1,17.1,0.86,55.4,1.79,2.59,69.0,1.79,0,40.9,230.1,117.8,39.4,562,88.1,1.17,1.11,Matches
2125,Luca Rossettini\Luca-Rossettini,it ITA,DF,Chievo,it Serie A,33,1985,20.3,49.1,7.59,32.3,17.5,1.28,0.20,48.2,0.05,0.05,100.0,0.05,0,29.3,133.4,63.4,29.0,577,98.0,0.00,0.10,Matches
2126,Francesco Rossi\Francesco-Rossi,it ITA,GK,Atalanta,it Serie A,27,1991,0.0,1,1,1,0,0,0,1,0,0,,0,0,0,0,0,1,1,100.0,0,0,Matches
2127,Jérôme Roussillon\Jerome-Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,25,1993,27.3,61.5,2.82,17.0,31.1,17.8,1.72,53.0,1.87,2.89,64.6,1.98,5,40.8,261.5,168.7,41.4,992,87.7,1.50,1.36,Matches
2128,Nolan Roux\Nolan-Roux,fr FRA,FW,Guingamp,fr Ligue 1,30,1988,17.1,34.2,1.40,2.69,15.8,17.3,4.09,32.5,0.23,0.58,40.0,0.29,0,20.5,88.9,36.4,45.4,424,54.6,2.87,1.23,Matches
2129,Aaron Rowe\Aaron-Rowe,eng ENG,FW,Huddersfield,eng Premier League,17,2000,0.8,40.0,2.50,8.75,13.8,20.0,1.25,40.0,2.50,5.00,50.0,2.50,0,30.0,177.5,98.8,33.8,20,74.1,1.25,3.75,Matches
2130,Waldo Rubio\Waldo-Rubio,es ESP,MFFW,Valladolid,es La Liga,22,1995,5.5,37.1,1.27,7.27,14.7,18.5,2.36,36.9,1.27,2.00,63.6,1.45,0,28.2,207.6,146.9,36.4,141,70.5,1.82,1.64,Matches
2131,John Ruddy\John-Ruddy,eng ENG,GK,Wolves,eng Premier League,31,1986,1.0,21.0,20.0,21.0,0.00,0.00,0.00,12.0,0.00,0.00,,0.00,0,9.00,37.0,17.0,7.00,7,100.0,0.00,0.00,Matches
2132,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,eng Premier League,25,1993,31.9,86.6,7.37,40.2,51.0,2.38,0.75,84.7,0.13,0.19,66.7,0.16,1,64.1,337.9,222.0,66.2,2079,98.4,0.09,0.16,Matches
2133,Sebastian Rudy\Sebastian-Rudy,de GER,MF,Schalke 04,de Bundesliga,28,1990,15.1,53.0,1.59,11.6,35.0,9.40,0.79,50.6,0.79,1.26,63.2,0.79,0,35.2,150.1,68.3,35.1,478,90.2,0.40,0.73,Matches
2134,Stéphane Ruffier\Stephane-Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,31,1986,37.0,35.0,30.9,34.9,0.14,0.00,0.00,23.1,0.03,0.03,100.0,0.03,0,15.6,66.8,32.4,12.5,461,99.6,0.00,0.00,Matches
2135,Daniele Rugani\Daniele-Rugani,it ITA,DF,Juventus,it Serie A,24,1994,15.0,60.2,7.47,29.5,32.6,1.67,0.60,59.3,0.07,0.13,50.0,0.07,0,40.9,217.8,107.0,42.2,627,99.1,0.07,0.20,Matches
2136,Mário Rui\Mario-Rui,pt POR,DF,Napoli,it Serie A,27,1991,15.7,92.4,3.18,19.7,43.8,35.0,1.40,82.9,0.83,1.78,46.4,1.02,1,69.1,331.5,212.5,69.6,1045,95.6,1.15,0.45,Matches
2137,Fabián Ruiz Peña\Fabian-Ruiz-Pena,es ESP,MFFW,Napoli,it Serie A,22,1996,22.1,94.3,1.99,13.9,58.1,29.5,3.48,92.4,1.86,2.81,66.1,1.95,3,78.0,411.5,224.8,83.8,1693,91.5,1.13,1.18,Matches
2138,Abel Ruiz\Abel-Ruiz,es ESP,FW,Barcelona,es La Liga,18,2000,0.2,85.0,5.00,15.0,25.0,50.0,15.0,85.0,10.0,10.0,100.0,10.0,0,85.0,600.0,455.0,90.0,14,77.8,10.0,0.00,Matches
2139,Víctor Ruiz\Victor-Ruiz,es ESP,DF,Villarreal,es La Liga,29,1989,21.9,64.2,5.94,31.3,33.9,3.33,0.82,61.5,0.64,0.64,100.0,0.64,0,41.9,259.3,145.1,42.1,909,98.5,0.23,0.09,Matches
2140,Gerónimo Rulli\Geronimo-Rulli,ar ARG,GK,Real Sociedad,es La Liga,26,1992,27.0,42.7,36.1,42.3,0.52,0.00,0.00,31.4,0.00,0.00,,0.00,0,23.1,96.6,48.6,20.1,543,99.8,0.00,0.00,Matches
2141,Lukas Rupp\Lukas-Rupp,de GER,MF,Hoffenheim,de Bundesliga,27,1991,0.3,60.0,10.0,20.0,3.33,40.0,6.67,53.3,0.00,0.00,,0.00,0,33.3,180.0,113.3,30.0,8,88.9,0.00,6.67,Matches
2142,Marco Russ\Marco-Russ,de GER,DF,Eint Frankfurt,de Bundesliga,32,1985,4.2,34.8,4.05,14.3,18.8,2.86,0.71,33.6,0.24,0.24,100.0,0.24,0,16.0,84.8,46.0,16.2,65,95.6,0.24,0.95,Matches
2143,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,eng Premier League,26,1992,34.0,31.9,28.6,31.6,0.29,0.00,0.00,20.4,0.00,0.00,,0.00,0,14.4,84.6,49.8,11.7,395,99.5,0.00,0.00,Matches
2144,Frederik Rønnow\Frederik-Ronnow,dk DEN,GK,Eint Frankfurt,de Bundesliga,25,1992,1.4,40.7,37.9,40.7,0.00,0.00,0.00,30.0,0.00,0.00,,0.00,0,20.0,81.4,53.6,17.1,24,100.0,0.00,0.00,Matches
2145,Idriss Saadi\Idriss-Saadi,dz ALG,MF,Strasbourg,fr Ligue 1,26,1992,0.1,30.0,0.00,0.00,20.0,10.0,0.00,20.0,0.00,0.00,,0.00,0,20.0,110.0,90.0,30.0,2,66.7,0.00,0.00,Matches
2146,Youssouf Sabaly\Youssouf-Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,25,1993,21.2,71.4,3.07,21.5,35.8,19.6,1.79,61.2,1.42,2.50,56.6,1.56,1,47.6,281.7,177.1,47.8,897,88.5,1.51,1.23,Matches
2147,Abdelhamid Sabiri\Abdelhamid-Sabiri,de GER,FW,Huddersfield,eng Premier League,21,1996,0.5,28.0,0.00,8.00,18.0,6.00,0.00,26.0,0.00,0.00,,0.00,0,10.0,68.0,62.0,22.0,8,72.7,0.00,0.00,Matches
2148,Marcel Sabitzer\Marcel-Sabitzer,at AUT,MFFW,RB Leipzig,de Bundesliga,24,1994,26.1,59.7,1.72,8.89,27.9,27.0,3.68,57.0,0.69,1.23,56.3,0.73,2,40.9,210.1,97.4,51.6,1078,80.0,1.69,1.49,Matches
2149,Ihsan Sacko\Ihsan-Sacko,fr FRA,FW,Nice,fr Ligue 1,21,1997,4.9,36.1,0.82,5.10,17.8,16.1,3.67,35.3,0.61,1.84,33.3,1.02,0,28.0,160.0,81.4,44.5,130,59.6,3.06,2.45,Matches
2150,Nuri Şahin\Nuri-Sahin,tr TUR,MF,Werder Bremen,de Bundesliga,29,1988,16.4,78.2,4.33,20.0,51.7,11.1,0.67,74.2,0.91,1.10,83.3,0.98,1,53.2,212.1,122.4,53.3,833,95.3,0.55,0.30,Matches
2151,Samuel Şahin-Radlinger\Samuel-Sahin-Radlinger,at AUT,GK,Hannover 96,de Bundesliga,25,1992,1.0,33.0,27.0,33.0,1.00,0.00,0.00,23.0,0.00,0.00,,0.00,0,13.0,73.0,35.0,8.00,8,100.0,0.00,0.00,Matches
2152,Wesley Saïd\Wesley-Said,fr FRA,FWMF,Dijon,fr Ligue 1,23,1995,25.0,33.0,0.68,3.68,14.0,18.0,4.32,31.0,1.92,2.56,75.0,2.04,2,25.7,185.8,120.2,39.7,591,59.5,1.80,1.52,Matches
2153,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,FWMF,Nice,fr Ligue 1,21,1997,32.2,45.5,0.19,2.76,22.5,25.4,5.65,43.7,5.16,8.04,64.1,5.71,4,43.5,405.8,266.6,50.4,1181,72.7,3.63,3.29,Matches
2154,Théo Sainte-Luce\Theo-Sainte-Luce,fr FRA,FW,Nîmes,fr Ligue 1,19,1998,0.0,1,0,0,0,1,0,1,0,0,,0,0,1,14,14,1,1,100.0,0,0,Matches
2155,Romain Saïss\Romain-Saiss,ma MAR,MFDF,Wolves,eng Premier League,28,1990,12.8,70.9,6.41,29.1,38.8,5.86,0.94,68.6,0.39,0.39,100.0,0.39,0,41.6,168.4,90.9,44.5,528,92.8,0.16,0.23,Matches
2156,Samuel Sáiz\Samuel-Saiz,es ESP,FWMF,Getafe,es La Liga,27,1991,3.4,53.2,0.00,8.24,22.4,30.0,3.82,50.0,4.12,6.18,66.7,4.71,0,46.2,391.8,211.2,51.8,125,71.0,1.76,1.76,Matches
