Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
2278,Matheus Pereira da Silva\Matheus-Pereira-da-Silva,br BRA,MF,Juventus,it Serie A,20,1998,1.0,2,1.96,1,1,0,0,0,1,0.98,1,0,0,0,0,0,Matches
2279,Thiago Silva\Thiago-Silva,br BRA,DF,Paris S-G,fr Ligue 1,33,1984,23.1,24,1.04,22,1,0,0,1,4,0.17,4,0,0,0,0,0,Matches
2280,Xande Silva\Xande-Silva,pt POR,FW,West Ham,eng Premier League,21,1997,0.2,2,10.00,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2281,Matías Silvestre\Matias-Silvestre,ar ARG,DF,Empoli,it Serie A,33,1984,34.0,13,0.38,10,0,0,2,0,2,0.06,0,0,0,1,0,1,Matches
2282,Giovanni Simeone\Giovanni-Simeone,ar ARG,FW,Fiorentina,it Serie A,23,1995,27.3,66,2.42,48,0,6,6,5,7,0.26,4,0,1,0,1,1,Matches
2283,Lorenco Šimić\Lorenco-Simic,hr CRO,DF,SPAL,it Serie A,22,1996,2.6,1,0.38,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2284,Moses Simon\Moses-Simon,ng NGA,DFMF,Levante,es La Liga,23,1995,8.7,12,1.38,8,1,2,1,0,1,0.11,1,0,0,0,0,0,Matches
2285,Unai Simón\Unai-Simon,es ESP,GK,Athletic Club,es La Liga,21,1997,7.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2286,Danny Simpson\Danny-Simpson,eng ENG,DF,Leicester City,eng Premier League,31,1987,3.2,2,0.62,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2287,Jack Simpson\Jack-Simpson,eng ENG,DF,Bournemouth,eng Premier League,21,1997,4.5,3,0.67,3,0,0,0,0,1,0.22,1,0,0,0,0,0,Matches
2288,Josh Sims\Josh-Sims,eng ENG,FWMF,Southampton,eng Premier League,21,1997,2.4,4,1.70,4,0,0,0,0,3,1.27,3,0,0,0,0,0,Matches
2289,Giovanni Sio\Giovanni-Sio,ci CIV,FW,Montpellier,fr Ligue 1,29,1989,0.7,3,4.29,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2290,Dimitris Siovas\Dimitris-Siovas,gr GRE,DF,Leganés,es La Liga,29,1988,32.9,23,0.70,21,1,0,0,1,1,0.03,1,0,0,0,0,0,Matches
2291,Salvatore Sirigu\Salvatore-Sirigu,it ITA,GK,Torino,it Serie A,31,1987,35.2,5,0.14,3,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2292,Ibrahima Sissoko\Ibrahima-Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,20,1997,29.6,58,1.96,52,0,2,3,1,5,0.17,5,0,0,0,0,0,Matches
2293,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,eng Premier League,28,1989,25.9,42,1.62,38,0,2,0,2,4,0.15,4,0,0,0,0,0,Matches
2294,Pione Sisto\Pione-Sisto,dk DEN,FWMF,Celta Vigo,es La Liga,23,1995,9.4,31,3.31,23,4,1,1,2,3,0.32,2,0,1,0,0,0,Matches
2295,Antonio Sivera\Antonio-Sivera,es ESP,GK,Alavés,es La Liga,21,1996,3.0,1,0.33,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2296,Ellyes Skhiri\Ellyes-Skhiri,tn TUN,MF,Montpellier,fr Ligue 1,23,1995,34.3,67,1.95,56,1,1,2,7,7,0.20,5,0,0,1,1,0,Matches
2297,Oliver Skipp\Oliver-Skipp,eng ENG,MFFW,Tottenham,eng Premier League,17,2000,2.4,2,0.82,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2298,Łukasz Skorupski\Lukasz-Skorupski,pl POL,GK,Bologna,it Serie A,27,1991,38.0,2,0.05,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2299,Milan Škriniar\Milan-Skriniar,sk SVK,DF,Inter,it Serie A,23,1995,35.0,17,0.49,16,0,0,1,0,1,0.03,1,0,0,0,0,0,Matches
2300,Steven Skrzybski\Steven-Skrzybski,de GER,FWMF,Schalke 04,de Bundesliga,25,1992,7.4,16,2.17,13,0,1,1,1,1,0.14,1,0,0,0,0,0,Matches
2301,Petar Škuletić\Petar-Skuletic,rs SRB,FWMF,Montpellier,fr Ligue 1,28,1990,6.7,17,2.54,10,0,2,3,2,3,0.45,0,0,1,1,1,0,Matches
2302,Callum Slattery\Callum-Slattery,eng ENG,MF,Southampton,eng Premier League,19,1999,1.2,3,2.41,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2303,Naïm Sliti\Naim-Sliti,tn TUN,MFFW,Dijon,fr Ligue 1,26,1992,25.4,134,5.28,59,35,18,8,14,11,0.43,4,3,1,2,1,0,Matches
2304,Chris Smalling\Chris-Smalling,eng ENG,DF,Manchester Utd,eng Premier League,28,1989,23.6,8,0.34,8,0,0,0,0,2,0.08,2,0,0,0,0,0,Matches
2305,Adam Smith\Adam-Smith,eng ENG,DF,Bournemouth,eng Premier League,27,1991,23.0,34,1.48,23,3,2,0,6,3,0.13,2,1,0,0,0,0,Matches
2306,Tommy Smith\Tommy-Smith,eng ENG,DF,Huddersfield,eng Premier League,26,1992,12.7,15,1.18,13,0,1,1,0,1,0.08,0,0,0,1,0,0,Matches
2307,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MF,RB Leipzig,de Bundesliga,18,2000,0.3,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2308,Robert Snodgrass\Robert-Snodgrass,sco SCO,MFFW,West Ham,eng Premier League,30,1987,24.7,91,3.69,43,40,0,5,3,9,0.36,6,3,0,0,0,0,Matches
2309,Cédric Soares\Cedric-Soares,pt POR,DF,Southampton,eng Premier League,26,1991,16.6,26,1.57,23,2,0,1,0,3,0.18,3,0,0,0,0,0,Matches
2310,Cédric Soares\Cedric-Soares,pt POR,DF,Inter,it Serie A,26,1991,2.9,9,3.13,4,2,0,2,1,2,0.69,0,0,0,2,0,0,Matches
2311,Ramadan Sobhi\Ramadan-Sobhi,eg EGY,FW,Huddersfield,eng Premier League,21,1997,0.9,8,9.11,6,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
2312,Marcel Sobottka\Marcel-Sobottka,de GER,MF,Düsseldorf,de Bundesliga,24,1994,10.5,6,0.57,5,0,0,0,1,1,0.10,1,0,0,0,0,0,Matches
2313,Rubén Sobrino\Ruben-Sobrino,es ESP,FWMF,Valencia,es La Liga,26,1992,2.1,3,1.40,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2314,Rubén Sobrino\Ruben-Sobrino,es ESP,FWMF,Alavés,es La Liga,26,1992,10.7,19,1.77,13,0,2,2,2,2,0.19,1,0,0,1,0,0,Matches
2315,Danilo Soddimo\Danilo-Soddimo,it ITA,MF,Frosinone,it Serie A,30,1987,2.8,11,3.93,7,2,0,2,0,1,0.36,1,0,0,0,0,0,Matches
2316,Alex Sola\Alex-Sola,es ESP,DF,Real Sociedad,es La Liga,19,1999,1.0,6,6.00,4,1,0,0,1,1,1.00,1,0,0,0,0,0,Matches
2317,Dominic Solanke\Dominic-Solanke,eng ENG,FW,Bournemouth,eng Premier League,20,1997,3.9,16,4.15,12,0,3,0,1,1,0.26,1,0,0,0,0,0,Matches
2318,Andrés Solano\Andres-Solano,co COL,DF,Atlético Madrid,es La Liga,20,1998,0.5,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2319,Carlos Soler\Carlos-Soler,es ESP,MF,Valencia,es La Liga,21,1997,27.3,60,2.20,42,3,6,3,6,9,0.33,5,1,0,1,2,0,Matches
2320,Oumar Solet\Oumar-Solet,fr FRA,DF,Lyon,fr Ligue 1,18,2000,0.7,1,1.53,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2321,Yann Sommer\Yann-Sommer,ch SUI,GK,M'gladbach,de Bundesliga,29,1988,34.0,4,0.12,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2322,Kévin Soni\Kevin-Soni,cm CMR,FWDF,Girona,es La Liga,20,1998,0.9,5,5.49,4,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2323,Jérémy Sorbon\Jeremy-Sorbon,fr FRA,DF,Guingamp,fr Ligue 1,34,1983,29.4,9,0.31,8,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2324,Oliver Sorg\Oliver-Sorg,de GER,DF,Hannover 96,de Bundesliga,28,1990,17.6,15,0.85,13,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches
2325,David Soria\David-Soria,es ESP,GK,Getafe,es La Liga,25,1993,37.0,5,0.14,4,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2326,Juan Soriano\Juan-Soriano,es ESP,GK,Sevilla,es La Liga,20,1997,4.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2327,Roberto Soriano\Roberto-Soriano,it ITA,MFFW,Torino,it Serie A,27,1991,5.2,15,2.88,12,0,0,1,2,2,0.38,2,0,0,0,0,0,Matches
2328,Roberto Soriano\Roberto-Soriano,it ITA,MF,Bologna,it Serie A,27,1991,16.5,45,2.72,34,1,4,3,3,6,0.36,4,0,1,0,1,0,Matches
2329,Stefano Sorrentino\Stefano-Sorrentino,it ITA,GK,Chievo,it Serie A,39,1979,31.0,3,0.10,2,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2330,Borna Sosa\Borna-Sosa,hr CRO,DFMF,Stuttgart,de Bundesliga,20,1998,6.8,24,3.51,21,3,0,0,0,2,0.29,1,1,0,0,0,0,Matches
2331,Sebastian Soto\Sebastian-Soto,us USA,MF,Hannover 96,de Bundesliga,18,2000,0.3,1,3.10,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2332,Riccardo Sottil\Riccardo-Sottil,it ITA,FWMF,Fiorentina,it Serie A,19,1999,0.2,1,4.50,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2333,Pape Souaré\Pape-Souare,sn SEN,DF,Crystal Palace,eng Premier League,28,1990,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2334,Adama Soumaoro\Adama-Soumaoro,fr FRA,DF,Lille,fr Ligue 1,26,1992,19.1,5,0.26,4,0,0,1,0,1,0.05,1,0,0,0,0,0,Matches
2335,Boubakary Soumaré\Boubakary-Soumare,fr FRA,MF,Lille,fr Ligue 1,19,1999,6.3,12,1.91,10,0,0,0,2,4,0.64,3,0,0,0,1,0,Matches
2336,Çağlar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,eng Premier League,22,1996,4.1,1,0.24,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2337,Julián Speroni\Julian-Speroni,ar ARG,GK,Crystal Palace,eng Premier League,39,1979,1.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2338,Leonardo Spinazzola\Leonardo-Spinazzola,it ITA,DF,Juventus,it Serie A,25,1993,6.7,20,3.00,16,0,1,3,0,2,0.30,1,0,0,1,0,0,Matches
2339,Nicolás Spolli\Nicolas-Spolli,ar ARG,DF,Genoa,it Serie A,35,1983,6.0,2,0.33,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2340,Marco Sportiello\Marco-Sportiello,it ITA,GK,Frosinone,it Serie A,26,1992,35.0,5,0.14,2,3,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2341,Mattia Sprocati\Mattia-Sprocati,it ITA,FWMF,Parma,it Serie A,25,1992,7.2,22,3.07,15,2,0,2,3,2,0.28,0,0,0,0,2,0,Matches
2342,Bassem Srarfi\Bassem-Srarfi,tn TUN,FWMF,Nice,fr Ligue 1,21,1997,9.1,20,2.20,12,2,2,1,3,0,0.00,0,0,0,0,0,0,Matches
2343,Darijo Srna\Darijo-Srna,hr CRO,DF,Cagliari,it Serie A,36,1982,23.2,61,2.63,42,15,0,1,3,5,0.22,3,2,0,0,0,0,Matches
2344,Kostas Stafylidis\Kostas-Stafylidis,gr GRE,DF,Augsburg,de Bundesliga,24,1993,10.2,17,1.66,9,6,0,2,0,2,0.20,1,0,0,1,0,0,Matches
2345,Benjamin Stambouli\Benjamin-Stambouli,fr FRA,DFMF,Schalke 04,de Bundesliga,27,1990,19.6,18,0.92,16,1,1,0,0,2,0.10,2,0,0,0,0,0,Matches
2346,Jozo Stanić\Jozo-Stanic,hr CRO,DF,Augsburg,de Bundesliga,19,1999,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2347,Junior Stanislas\Junior-Stanislas,eng ENG,MFFW,Bournemouth,eng Premier League,28,1989,11.5,32,2.79,24,3,2,2,1,4,0.35,4,0,0,0,0,0,Matches
2348,Niklas Stark\Niklas-Stark,de GER,DF,Hertha BSC,de Bundesliga,23,1995,20.8,11,0.53,9,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2349,Timo Stavitski\Timo-Stavitski,fi FIN,FW,Caen,fr Ligue 1,19,1999,0.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2350,Renato Steffen\Renato-Steffen,ch SUI,FWDF,Wolfsburg,de Bundesliga,26,1991,16.7,37,2.22,26,3,5,1,2,3,0.18,3,0,0,0,0,0,Matches
2351,Marc Stendera\Marc-Stendera,de GER,MF,Eint Frankfurt,de Bundesliga,22,1995,1.2,4,3.27,4,0,0,0,0,1,0.82,1,0,0,0,0,0,Matches
2352,Pascal Stenzel\Pascal-Stenzel,de GER,DF,Freiburg,de Bundesliga,22,1996,16.1,31,1.93,25,2,1,3,0,3,0.19,3,0,0,0,0,0,Matches
2353,Dale Stephens\Dale-Stephens,eng ENG,MF,Brighton,eng Premier League,29,1989,27.6,32,1.16,29,2,0,1,0,2,0.07,2,0,0,0,0,0,Matches
2354,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,eng Premier League,24,1994,18.9,11,0.58,10,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2355,Mariusz Stępiński\Mariusz-Stepinski,pl POL,FW,Chievo,it Serie A,23,1995,27.5,60,2.18,47,0,4,3,6,4,0.15,2,0,1,0,1,0,Matches
2356,Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,eng Premier League,23,1994,30.8,129,4.19,89,0,22,8,9,27,0.88,18,0,4,0,4,1,Matches
2357,Lars Stindl\Lars-Stindl,de GER,FWMF,M'gladbach,de Bundesliga,29,1988,16.8,61,3.64,50,1,2,5,2,11,0.66,7,0,1,1,1,1,Matches
2358,Kevin Stöger\Kevin-Stoger,at AUT,MF,Düsseldorf,de Bundesliga,24,1993,23.5,92,3.91,60,21,4,5,2,8,0.34,7,1,0,0,0,0,Matches
2359,John Stones\John-Stones,eng ENG,DF,Manchester City,eng Premier League,24,1994,19.6,15,0.77,14,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2360,Thomas Strakosha\Thomas-Strakosha,al ALB,GK,Lazio,it Serie A,23,1995,35.0,8,0.23,7,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2361,Tobias Strobl\Tobias-Strobl,de GER,MFDF,M'gladbach,de Bundesliga,28,1990,25.5,33,1.30,31,1,0,1,0,5,0.20,4,0,0,1,0,0,Matches
2362,Kevin Strootman\Kevin-Strootman,nl NED,MF,Roma,it Serie A,28,1990,1.0,2,2.00,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2363,Kevin Strootman\Kevin-Strootman,nl NED,MF,Marseille,fr Ligue 1,28,1990,21.6,36,1.67,24,6,2,4,0,7,0.32,4,1,1,1,0,0,Matches
2364,Jens Stryger Larsen\Jens-Stryger-Larsen,dk DEN,DFMF,Udinese,it Serie A,27,1991,35.9,57,1.59,52,2,1,2,0,7,0.19,7,0,0,0,0,0,Matches
2365,Cristhian Stuani\Cristhian-Stuani,uy URU,FW,Girona,es La Liga,31,1986,30.3,48,1.58,23,1,6,4,14,8,0.26,4,0,1,0,3,0,Matches
2366,Leo Štulac\Leo-Stulac,si SVN,MF,Parma,it Serie A,23,1994,16.1,38,2.36,23,11,3,0,1,3,0.19,3,0,0,0,0,0,Matches
2367,Stefano Sturaro\Stefano-Sturaro,it ITA,MF,Genoa,it Serie A,25,1993,2.4,8,3.38,5,3,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2368,Daniel Sturridge\Daniel-Sturridge,eng ENG,FWMF,Liverpool,eng Premier League,28,1989,5.7,15,2.65,14,0,1,0,0,3,0.53,3,0,0,0,0,0,Matches
2369,Damián Suárez\Damian-Suarez,uy URU,DF,Getafe,es La Liga,30,1988,36.0,93,2.58,37,52,2,1,1,7,0.19,3,4,0,0,0,0,Matches
2370,Denis Suárez\Denis-Suarez,es ESP,MF,Barcelona,es La Liga,24,1994,0.2,3,14.21,2,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
2371,Denis Suárez\Denis-Suarez,es ESP,FW,Arsenal,eng Premier League,24,1994,0.8,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2372,Leonardo Suárez\Leonardo-Suarez,ar ARG,FWMF,Valladolid,es La Liga,22,1996,5.7,14,2.44,10,0,1,1,2,3,0.52,2,0,0,0,1,0,Matches
2373,Luis Suárez\Luis-Suarez,uy URU,FW,Barcelona,es La Liga,31,1987,31.4,125,3.98,87,0,13,7,18,26,0.83,16,0,4,1,5,0,Matches
2374,Mario Suárez\Mario-Suarez,es ESP,MF,Rayo Vallecano,es La Liga,31,1987,11.4,21,1.84,20,1,0,0,0,1,0.09,1,0,0,0,0,0,Matches
2375,Mathías Suárez\Mathias-Suarez,uy URU,DF,Montpellier,fr Ligue 1,22,1996,6.1,11,1.80,7,1,0,0,3,1,0.16,1,0,0,0,0,0,Matches
2376,Danijel Subašić\Danijel-Subasic,hr CRO,GK,Monaco,fr Ligue 1,33,1984,12.6,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2377,Neven Subotić\Neven-Subotic,rs SRB,DF,Saint-Étienne,fr Ligue 1,29,1988,23.9,13,0.54,9,1,0,3,0,0,0.00,0,0,0,0,0,0,Matches
2378,Isaac Success\Isaac-Success,ng NGA,FWMF,Watford,eng Premier League,22,1996,11.7,38,3.25,27,0,3,0,8,1,0.09,1,0,0,0,0,0,Matches
2379,Niklas Süle\Niklas-Sule,de GER,DF,Bayern Munich,de Bundesliga,22,1995,29.5,27,0.92,25,0,1,0,1,4,0.14,4,0,0,0,0,0,Matches
2380,Ki Sung-yueng\Ki-Sung-yueng,kr KOR,MF,Newcastle Utd,eng Premier League,29,1989,14.5,34,2.35,19,13,0,1,1,3,0.21,2,0,0,1,0,0,Matches
2381,Andrew Surman\Andrew-Surman,eng ENG,MF,Bournemouth,eng Premier League,31,1986,16.0,21,1.31,21,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
2382,Sam Surridge\Sam-Surridge,eng ENG,FWDF,Bournemouth,eng Premier League,20,1998,0.1,2,13.85,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
2383,Markel Susaeta\Markel-Susaeta,es ESP,FW,Athletic Club,es La Liga,30,1987,15.3,54,3.52,27,17,4,1,5,5,0.33,2,1,0,0,2,0,Matches
2384,Suso\Suso,es ESP,FWMF,Milan,it Serie A,24,1993,33.5,194,5.79,140,18,26,4,5,21,0.63,17,1,1,1,0,1,Matches
2385,Markus Suttner\Markus-Suttner,at AUT,DFMF,Düsseldorf,de Bundesliga,31,1987,5.4,11,2.02,5,5,0,0,1,1,0.18,1,0,0,0,0,0,Matches
2386,Mattias Svanberg\Mattias-Svanberg,se SWE,MF,Bologna,it Serie A,19,1999,13.1,31,2.37,20,5,2,1,3,4,0.31,3,0,0,1,0,0,Matches
2387,Sanasi Sy\Sanasi-Sy,fr FRA,MF,Amiens,fr Ligue 1,19,1999,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2388,Seydou Sy\Seydou-Sy,sn SEN,GK,Monaco,fr Ligue 1,22,1995,2.5,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2389,Issiaga Sylla\Issiaga-Sylla,gn GUI,DFMF,Toulouse,fr Ligue 1,24,1994,22.2,32,1.44,26,1,2,2,1,2,0.09,0,1,1,0,0,0,Matches
2390,Moussa Sylla\Moussa-Sylla,fr FRA,FWMF,Monaco,fr Ligue 1,18,1999,8.5,28,3.28,20,1,4,1,2,3,0.35,1,0,1,0,1,0,Matches
2391,Eddy Sylvestre\Eddy-Sylvestre,fr FRA,FW,Nice,fr Ligue 1,18,1999,3.0,8,2.71,7,0,1,0,0,2,0.68,2,0,0,0,0,0,Matches
2392,Ádám Szalai\Adam-Szalai,hu HUN,FW,Hoffenheim,de Bundesliga,30,1987,18.1,59,3.26,42,2,3,9,3,7,0.39,3,0,1,3,0,0,Matches
2393,Wojciech Szczęsny\Wojciech-Szczesny,pl POL,GK,Juventus,it Serie A,28,1990,28.0,2,0.07,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2394,Alexander Sørloth\Alexander-Sorloth,no NOR,FWMF,Crystal Palace,eng Premier League,22,1995,2.1,5,2.43,5,0,0,0,0,1,0.49,1,0,0,0,0,0,Matches
2395,Franck Tabanou\Franck-Tabanou,fr FRA,DF,Guingamp,fr Ligue 1,29,1989,2.0,1,0.50,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2396,Jonathan Tah\Jonathan-Tah,de GER,DF,Leverkusen,de Bundesliga,22,1996,32.6,20,0.61,19,0,0,1,0,2,0.06,2,0,0,0,0,0,Matches
2397,Flavien Tait\Flavien-Tait,fr FRA,MFFW,Angers,fr Ligue 1,25,1993,33.2,160,4.82,83,33,22,6,15,14,0.42,10,1,0,1,1,1,Matches
2398,Adrien Tameze\Adrien-Tameze,cm CMR,MF,Nice,fr Ligue 1,24,1994,32.7,55,1.68,49,2,1,1,2,4,0.12,3,0,0,0,1,0,Matches
2399,Strahinja Tanasijević\Strahinja-Tanasijevic,rs SRB,DF,Chievo,it Serie A,21,1997,0.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2400,Matt Targett\Matt-Targett,eng ENG,DFMF,Southampton,eng Premier League,22,1995,13.2,33,2.50,22,9,0,1,1,3,0.23,3,0,0,0,0,0,Matches
2401,Rodrigo Tarín\Rodrigo-Tarin,es ESP,DF,Leganés,es La Liga,22,1996,15.9,7,0.44,5,1,0,1,0,2,0.13,0,1,0,1,0,0,Matches
2402,James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,eng Premier League,25,1992,34.3,19,0.55,15,0,0,4,0,2,0.06,1,0,0,1,0,0,Matches
2403,Ciprian Tătărușanu\Ciprian-Tatarusanu,ro ROU,GK,Nantes,fr Ligue 1,32,1986,26.6,3,0.11,3,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
2404,Júlio Tavares\Julio-Tavares,cv CPV,FW,Dijon,fr Ligue 1,29,1988,31.2,52,1.67,39,0,1,7,5,4,0.13,4,0,0,0,0,0,Matches
2405,Júnior Tavares\Junior-Tavares,br BRA,DF,Sampdoria,it Serie A,21,1996,2.0,3,1.47,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2406,Taleb Tawatha\Taleb-Tawatha,il ISR,DFFW,Eint Frankfurt,de Bundesliga,26,1992,1.4,1,0.72,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2407,Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,eng Premier League,24,1993,36.0,31,0.86,18,8,2,0,3,6,0.17,2,3,0,0,1,0,Matches
2408,Malik Tchokounté\Malik-Tchokounte,fr FRA,FWMF,Caen,fr Ligue 1,29,1988,16.4,14,0.86,8,0,0,4,2,5,0.31,1,0,0,2,2,0,Matches
2409,Aurélien Tchouaméni\Aurelien-Tchouameni,fr FRA,MF,Bordeaux,fr Ligue 1,18,2000,7.8,7,0.89,7,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2410,Georg Teigl\Georg-Teigl,at AUT,MFFW,Augsburg,de Bundesliga,27,1991,3.3,3,0.91,2,0,0,0,1,1,0.30,0,0,0,0,1,0,Matches
2411,Cristian Tello\Cristian-Tello,es ESP,DFMF,Betis,es La Liga,26,1991,17.5,46,2.63,37,2,3,2,2,10,0.57,6,0,1,2,1,0,Matches
2412,Łukasz Teodorczyk\Lukasz-Teodorczyk,pl POL,FWMF,Udinese,it Serie A,27,1991,4.4,9,2.03,6,0,1,1,1,2,0.45,0,0,0,1,1,0,Matches
2413,Hidde ter Avest\Hidde-ter-Avest,nl NED,DFMF,Udinese,it Serie A,21,1997,10.8,22,2.03,21,0,1,0,0,2,0.18,2,0,0,0,0,0,Matches
2414,Marc-André ter Stegen\Marc-Andre-ter-Stegen,de GER,GK,Barcelona,es La Liga,26,1992,35.0,3,0.09,3,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
2415,Pietro Terracciano\Pietro-Terracciano,it ITA,GK,Fiorentina,it Serie A,28,1990,2.0,1,0.50,1,0,0,0,0,1,0.50,1,0,0,0,0,0,Matches
2416,Pietro Terracciano\Pietro-Terracciano,it ITA,GK,Empoli,it Serie A,28,1990,8.0,2,0.25,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2417,Marco Terrazzino\Marco-Terrazzino,de GER,FWMF,Freiburg,de Bundesliga,27,1991,5.7,24,4.18,15,3,2,2,2,4,0.70,3,0,1,0,0,0,Matches
2418,Martin Terrier\Martin-Terrier,fr FRA,FW,Lyon,fr Ligue 1,21,1997,16.5,55,3.33,46,1,1,6,1,6,0.36,4,0,0,2,0,0,Matches
2419,Kenny Tete\Kenny-Tete,nl NED,DF,Lyon,fr Ligue 1,22,1995,11.6,30,2.58,28,0,0,1,1,4,0.34,4,0,0,0,0,0,Matches
2420,Cedric Teuchert\Cedric-Teuchert,de GER,FW,Schalke 04,de Bundesliga,21,1997,1.8,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2421,Florian Thauvin\Florian-Thauvin,fr FRA,FWMF,Marseille,fr Ligue 1,25,1993,29.0,93,3.20,59,16,5,9,4,13,0.45,6,2,1,3,1,0,Matches
2422,Cyril Théréau\Cyril-Thereau,fr FRA,FW,Fiorentina,it Serie A,35,1983,0.3,1,3.00,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2423,Cyril Théréau\Cyril-Thereau,fr FRA,FWMF,Cagliari,it Serie A,35,1983,1.5,2,1.37,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
2424,Sada Thioub\Sada-Thioub,sn SEN,FWMF,Nîmes,fr Ligue 1,23,1995,27.5,95,3.45,66,1,21,3,4,15,0.55,7,0,6,2,0,0,Matches
2425,Romain Thomas\Romain-Thomas,fr FRA,DF,Angers,fr Ligue 1,30,1988,26.6,14,0.53,9,2,0,1,2,2,0.08,0,0,0,1,1,0,Matches
2426,Adrien Thomasson\Adrien-Thomasson,fr FRA,MFFW,Strasbourg,fr Ligue 1,24,1993,27.5,76,2.76,60,4,7,1,4,11,0.40,10,0,0,1,0,0,Matches
2427,Erik Thommy\Erik-Thommy,de GER,MFFW,Stuttgart,de Bundesliga,23,1994,8.8,31,3.51,18,7,3,2,1,1,0.11,1,0,0,0,0,0,Matches
2428,Marcus Thuram\Marcus-Thuram,fr FRA,FWMF,Guingamp,fr Ligue 1,20,1997,28.6,83,2.91,56,0,13,6,8,7,0.25,2,0,1,2,2,0,Matches
